,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,Dynamic_time,Constant_time
gene_1,-24.912740876640555,-29.091485964639155,4.1787450879986,0:00:00.220426,0:00:00.220426
gene_2,-16.770225555221813,-16.77020687663444,0.0,0:00:00.236983,0:00:00.236983
gene_3,-25.59113547716406,-26.416524821150546,0.8253893439864868,0:00:00.218193,0:00:00.218193
gene_4,-13.044524442763404,-12.153129111102643,0.0,0:00:00.215894,0:00:00.215894
gene_5,-25.549994733014454,-36.0740904995293,10.524095766514844,0:00:00.223461,0:00:00.223461
gene_6,-14.490703680813255,-14.490705138300932,1.4574876772144307e-06,0:00:00.244102,0:00:00.244102
gene_7,-20.688655392630558,-21.98311865976708,1.2944632671365213,0:00:00.216462,0:00:00.216462
gene_8,-18.66015045526264,-18.660128308856443,0.0,0:00:00.234493,0:00:00.234493
gene_9,-27.008233629021603,-31.911802956827444,4.90356932780584,0:00:00.213549,0:00:00.213549
gene_10,-20.840182408497814,-20.840162829160942,0.0,0:00:00.240417,0:00:00.240417
gene_11,-28.00541224643574,-34.2445908871391,6.239178640703358,0:00:00.214660,0:00:00.214660
gene_12,-15.12745975162582,-15.12741062187092,0.0,0:00:00.239139,0:00:00.239139
gene_13,-29.026142246517523,-32.97356671687581,3.9474244703582855,0:00:00.217295,0:00:00.217295
gene_14,-17.689413153249333,-18.076296891404912,0.3868837381555785,0:00:00.222792,0:00:00.222792
gene_15,-26.7264435993427,-32.64172002695185,5.91527642760915,0:00:00.219733,0:00:00.219733
gene_16,-13.017778183360328,-13.020958537211536,0.003180353851208295,0:00:00.234553,0:00:00.234553
gene_17,-25.159817969635743,-29.265055376674265,4.105237407038523,0:00:00.215761,0:00:00.215761
gene_18,-11.063066003464833,-10.444396752419468,0.0,0:00:00.222053,0:00:00.222053
gene_19,-25.35660597660253,-30.57522328720744,5.218617310604909,0:00:00.215512,0:00:00.215512
gene_20,-18.126050933413197,-18.125984460066334,0.0,0:00:00.233908,0:00:00.233908
gene_21,-26.357352487920153,-26.70166416551958,0.3443116775994284,0:00:00.218331,0:00:00.218331
gene_22,-11.883037563369387,-11.88303387999596,0.0,0:00:00.237759,0:00:00.237759
gene_23,-24.680424638859826,-33.65704084818978,8.976616209329954,0:00:00.216896,0:00:00.216896
gene_24,-11.806141291949098,-11.83727809121201,0.031136799262911907,0:00:00.227072,0:00:00.227072
gene_25,-31.237160757455186,-31.42430856446168,0.18714780700649314,0:00:00.215877,0:00:00.215877
gene_26,-7.927672926573472,-7.927523252915428,0.0,0:00:00.232979,0:00:00.232979
gene_27,-28.67496445593968,-29.67354184039528,0.9985773844556007,0:00:00.215211,0:00:00.215211
gene_28,-1.9378949689206557,-2.204559629607566,0.2666646606869101,0:00:00.225210,0:00:00.225210
gene_29,-29.183611812905717,-32.35016566812888,3.166553855223164,0:00:00.215991,0:00:00.215991
gene_30,-10.95732168334392,-11.628693257191307,0.6713715738473862,0:00:00.225575,0:00:00.225575
gene_31,-31.66369588952082,-32.96978444012746,1.306088550606642,0:00:00.214357,0:00:00.214357
gene_32,-16.069036612508004,-16.24407138263512,0.175034770127116,0:00:00.223848,0:00:00.223848
gene_33,-31.10100528764813,-30.15710919484693,0.0,0:00:00.217070,0:00:00.217070
gene_34,-9.537505049571866,-9.694740379411213,0.15723532983934696,0:00:00.227245,0:00:00.227245
gene_35,-29.750176057549513,-34.51677279880949,4.766596741259978,0:00:00.218350,0:00:00.218350
gene_36,-10.39955005011073,-10.399507376410222,0.0,0:00:00.233121,0:00:00.233121
gene_37,-28.331210811888745,-29.054001035507447,0.722790223618702,0:00:00.215754,0:00:00.215754
gene_38,-22.83115094565055,-22.310935835858526,0.0,0:00:00.221687,0:00:00.221687
gene_39,-25.936090513848804,-29.77938011902768,3.843289605178878,0:00:00.218108,0:00:00.218108
gene_40,-18.415869216082328,-18.415868538648596,0.0,0:00:00.241434,0:00:00.241434
gene_41,-26.731488431870854,-35.59314460391763,8.861656172046775,0:00:00.218871,0:00:00.218871
gene_42,-11.468163581416647,-13.45617006306751,1.9880064816508636,0:00:00.223273,0:00:00.223273
gene_43,-32.22272499097968,-37.01175297510311,4.789027984123429,0:00:00.218192,0:00:00.218192
gene_44,-18.897023853223324,-18.896999460868674,0.0,0:00:00.236088,0:00:00.236088
gene_45,-27.204363560954306,-32.55458261273614,5.350219051781835,0:00:00.219292,0:00:00.219292
gene_46,-12.30086683720072,-12.300835034512556,0.0,0:00:00.242261,0:00:00.242261
gene_47,-26.471806178132756,-26.695836637790954,0.22403045965819857,0:00:00.218482,0:00:00.218482
gene_48,-9.594272762926522,-10.081736998631973,0.48746423570545083,0:00:00.228676,0:00:00.228676
gene_49,-25.442356719151007,-30.821290485275597,5.3789337661245895,0:00:00.215955,0:00:00.215955
gene_50,-19.341132654354872,-19.340955801033573,0.0,0:00:00.231664,0:00:00.231664
gene_51,-28.712033085278932,-31.739364038599888,3.0273309533209556,0:00:00.216228,0:00:00.216228
gene_52,-15.814977470788481,-16.050725881877,0.23574841108851885,0:00:00.225590,0:00:00.225590
gene_53,-28.05975121409674,-29.725872348854036,1.6661211347572973,0:00:00.219429,0:00:00.219429
gene_54,-12.496572167192934,-12.496523094005603,0.0,0:00:00.238560,0:00:00.238560
gene_55,-32.499989999154636,-32.75818245255091,0.2581924533962763,0:00:00.216341,0:00:00.216341
gene_56,-18.63404455754006,-19.5184722972391,0.8844277396990385,0:00:00.221562,0:00:00.221562
gene_57,-25.87657960004754,-33.686398942643436,7.8098193425958975,0:00:00.218764,0:00:00.218764
gene_58,-13.992372534730634,-14.651015653129365,0.6586431183987305,0:00:00.224428,0:00:00.224428
gene_59,-32.72104528012421,-35.83320894391237,3.1121636637881593,0:00:00.218911,0:00:00.218911
gene_60,-9.065041120110475,-10.43386491665238,1.3688237965419052,0:00:00.227577,0:00:00.227577
gene_61,-32.44314636098797,-34.94986326552865,2.5067169045406814,0:00:00.216607,0:00:00.216607
gene_62,-18.57038736128844,-18.570386503073657,0.0,0:00:00.245932,0:00:00.245932
gene_63,-26.382044039090847,-30.712110592999796,4.330066553908949,0:00:00.226718,0:00:00.226718
gene_64,-15.545053426629083,-15.54502333454359,0.0,0:00:00.479593,0:00:00.479593
gene_65,-32.33118200636319,-31.266920270648704,0.0,0:00:00.221746,0:00:00.221746
gene_66,-10.487536266701357,-10.487477152483088,0.0,0:00:00.258241,0:00:00.258241
gene_67,-27.861391655080332,-36.550579262003744,8.689187606923412,0:00:00.217584,0:00:00.217584
gene_68,-20.199907304408747,-20.19989525735467,0.0,0:00:00.236516,0:00:00.236516
gene_69,-19.38751008428242,-34.11615285037885,14.728642766096431,0:00:00.224381,0:00:00.224381
gene_70,-12.055906115488565,-12.05563150161269,0.0,0:00:00.238446,0:00:00.238446
gene_71,-24.410075045788872,-26.012657377063825,1.6025823312749523,0:00:00.220864,0:00:00.220864
gene_72,-8.24407441171174,-8.244049272456678,0.0,0:00:00.450473,0:00:00.450473
gene_73,-24.883576392444258,-32.69162111051752,7.808044718073258,0:00:00.216506,0:00:00.216506
gene_74,-17.585008664522235,-15.186711398116676,0.0,0:00:00.222733,0:00:00.222733
gene_75,-23.218076477550916,-29.489273635475122,6.271197157924206,0:00:00.297275,0:00:00.297275
gene_76,-10.807802158829292,-10.807752989328433,0.0,0:00:00.231715,0:00:00.231715
gene_77,-20.90485595230696,-25.78377896710815,4.878923014801192,0:00:00.217501,0:00:00.217501
gene_78,-8.240559185116219,-8.450598838214301,0.21003965309808237,0:00:00.225751,0:00:00.225751
gene_79,-22.70290205138407,-22.70290195023391,0.0,0:00:00.242422,0:00:00.242422
gene_80,-17.28422787228768,-17.28422764050333,0.0,0:00:00.238884,0:00:00.238884
gene_81,-28.43624875817701,-32.17326683285832,3.737018074681309,0:00:00.215895,0:00:00.215895
gene_82,-15.461184879024255,-15.63918062593474,0.1779957469104847,0:00:00.223311,0:00:00.223311
