,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,time,failure counter
gene_26,-64.17056552761389,-62.29228077227357,-1.8782847553403172,0:00:01.957891,0
gene_27,-44.325007123215514,-52.58132451263307,8.256317389417553,0:00:01.717682,0
gene_28,-68.5703624876286,-65.74395667200754,-2.826405815621058,0:00:04.021714,0
gene_29,-57.30465182826851,-66.92129334551971,9.616641517251203,0:00:01.860109,0
gene_30,-68.27063406089981,-67.41734217821546,-0.8532918826843456,0:00:01.908432,0
gene_31,-34.76625732399919,-35.50139204871775,0.7351347247185558,0:00:01.704892,0
gene_32,-48.86113610288594,-47.40874290620689,-1.4523931966790542,0:00:04.242663,0
gene_33,-42.34808631834972,-45.41835455038186,3.0702682320321415,0:00:01.709917,0
gene_34,-51.52327658553913,-50.52928771352559,-0.9939888720135386,0:00:04.013532,1
gene_35,-51.86229252093761,-56.013698236563656,4.151405715626048,0:00:01.730851,0
gene_36,-61.55680901979875,-59.38788400292689,-2.16892501687186,0:00:01.946847,0
gene_37,-30.881965027203876,-33.60866944487793,2.726704417674057,0:00:01.686421,0
gene_38,-53.63940979975636,-52.085370590624,-1.5540392091323554,0:00:03.145119,0
gene_39,-37.56363017646669,-44.89491004070834,7.331279864241651,0:00:01.731734,0
gene_40,-53.90946566986905,-52.507193771316786,-1.4022718985522644,0:00:04.457781,3
gene_41,-56.435494839421985,-71.96015297183132,15.524658132409336,0:00:01.800375,0
gene_42,-63.264416614927626,-61.203225553042344,-2.061191061885282,0:00:02.593272,1
gene_43,-38.79763317019607,-39.33578214350715,0.5381489733110811,0:00:01.702678,0
gene_44,-58.19251807198896,-56.361269278356296,-1.8312487936326605,0:00:01.881671,0
gene_45,-36.73518040292916,-37.81061089433153,1.075430491402372,0:00:01.814050,0
gene_46,-54.65789996258312,-53.646897333386775,-1.0110026291963479,0:00:03.448270,0
gene_47,-58.05167446441126,-63.24963327232509,5.197958807913828,0:00:01.962219,0
gene_48,-58.6197147382867,-56.8260792753539,-1.793635462932805,0:00:03.465021,1
gene_49,-50.28300056059511,-52.76166109931864,2.478660538723524,0:00:02.578724,0
gene_50,-69.87814022772709,-66.85528382598825,-3.022856401738835,0:00:03.104536,0
gene_51,-53.50452763209702,-57.47450817149838,3.969980539401355,0:00:03.540658,0
gene_52,-62.116947400413295,-60.00588707292721,-2.1110603274860864,0:00:03.217089,1
gene_53,-75.52350368162905,-75.73628309519243,0.21277941356338204,0:00:02.306053,0
gene_54,-62.6543510258468,-60.736659695893024,-1.917691329953776,0:00:02.425646,0
gene_55,-49.93419737273317,-49.934180608521984,-1.6764211189013167e-05,0:00:06.229308,0
gene_56,-59.86004962133518,-57.920215369753016,-1.9398342515821625,0:00:02.560789,0
gene_57,-56.63394082254492,-57.620413099239784,0.9864722766948617,0:00:02.126255,0
gene_58,-60.40572603805836,-58.11458639676423,-2.29113964129413,0:00:05.184730,1
gene_59,-70.46600757305191,-73.537771668689,3.071764095637093,0:00:02.063364,0
gene_60,-62.36527904519932,-60.18068309751586,-2.184595947683462,0:00:05.898841,1
gene_61,-58.28143017875765,-62.07678443810767,3.7953542593500202,0:00:01.981180,0
gene_62,-77.71984241626663,-74.04742514141775,-3.6724172748488826,0:00:03.183091,1
gene_63,-53.930275668816904,-58.947881095347455,5.017605426530551,0:00:02.038654,0
gene_64,-68.83285409731036,-65.57225769152367,-3.2605964057866856,0:00:03.962016,0
gene_65,-69.51142167519725,-73.08753896592657,3.5761172907293144,0:00:02.075958,0
gene_66,-67.80074714798552,-64.81303570760011,-2.987711440385411,0:00:03.295899,1
gene_67,-56.90059493778394,-59.614362840298156,2.7137679025142134,0:00:07.529369,0
gene_68,-74.2829121029889,-71.37108176717827,-2.9118303358106346,0:00:03.258901,0
gene_69,-51.865487156997304,-54.62884985044164,2.7633626934443356,0:00:03.923777,0
gene_70,-65.32593239007913,-62.428810684656106,-2.897121705423025,0:00:05.847946,0
gene_71,-65.89818411351757,-65.30587758550513,-0.5923065280124433,0:00:03.133803,0
gene_72,-64.79663589791325,-61.43839622598712,-3.3582396719261283,0:00:04.159352,0
gene_73,-44.516770909407384,-52.075618547997514,7.55884763859013,0:00:02.409409,0
gene_74,-73.46117401293517,-69.46734572475768,-3.9938282881774967,0:00:02.280585,0
gene_75,-44.80623982320687,-56.704959304098054,11.898719480891181,0:00:02.160382,0
gene_76,-64.94332909645212,-64.17000082308284,-0.7733282733692732,0:00:02.815763,0
gene_77,-46.79272617345224,-59.63909477156679,12.846368598114552,0:00:02.856421,0
gene_78,-61.77076045822013,-59.113927004181484,-2.6568334540386473,0:00:04.251610,0
gene_79,-51.171988545093434,-55.543807589695824,4.37181904460239,0:00:05.508699,0
gene_80,-69.77328070024492,-68.41263295337463,-1.360647746870299,0:00:04.598892,1
gene_81,-52.342655544571876,-55.44405804129666,3.1014024967247806,0:00:02.625613,0
gene_82,-66.73517578809931,-63.65829799179803,-3.0768777963012823,0:00:05.677226,0
gene_83,-64.9705426465375,-70.54305733768867,5.57251469115117,0:00:02.719132,0
gene_84,-70.61819617776132,-66.89946808231063,-3.718728095450686,0:00:04.726212,0
gene_85,-37.809080182331115,-37.6244773322593,-0.18460285007181199,0:00:02.538464,0
gene_86,-51.054415969237276,-49.69941173050263,-1.3550042387346437,0:00:02.863603,0
gene_87,-38.97725067032832,-39.2364665434342,0.25921587310588023,0:00:05.222545,0
gene_88,-52.908730863919295,-51.731247704298205,-1.1774831596210902,0:00:04.378426,1
gene_89,-62.78335265511076,-65.06221023524945,2.278857580138691,0:00:01.959988,0
gene_90,-53.40143466744614,-51.84043313553009,-1.5610015319160482,0:00:03.559378,0
gene_91,-41.34269667254633,-48.38470650373834,7.042009831192011,0:00:01.855852,0
gene_92,-76.52148159762999,-75.1574218918087,-1.3640597058212904,0:00:02.122503,0
gene_93,-41.03663851811342,-52.082800125192534,11.046161607079114,0:00:01.974069,0
gene_94,-74.76877042342255,-72.95815592173905,-1.810614501683503,0:00:02.285097,0
gene_95,-41.02866134328859,-54.202194089637686,13.173532746349096,0:00:02.169664,0
gene_96,-69.6738119904401,-67.25290004928846,-2.420911941151644,0:00:04.716712,0
gene_97,-34.83427492526058,-37.27960438710922,2.4453294618486368,0:00:02.187534,0
gene_98,-58.54047178058066,-56.88590953938607,-1.65456224119459,0:00:05.625635,5
gene_99,-45.11707912580956,-57.46099084827686,12.343911722467297,0:00:02.193947,0
gene_100,-65.49279823993231,-62.67219838739763,-2.8205998525346843,0:00:02.271579,0
gene_101,-50.74820808413516,-63.046201291793274,12.297993207658116,0:00:02.038340,0
gene_102,-64.38511041205112,-62.11824447068593,-2.2668659413651895,0:00:03.318764,1
gene_103,-41.13377761329004,-44.03337117818519,2.8995935648951487,0:00:02.089108,0
gene_104,-66.28098377318264,-63.21495111752835,-3.06603265565429,0:00:03.991251,0
gene_105,-41.23549448565624,-47.034899829927795,5.799405344271555,0:00:02.380043,0
gene_106,-60.054980092556235,-58.24216196419088,-1.8128181283653575,0:00:03.333581,1
gene_107,-39.0029185467359,-49.0780133782088,10.075094831472903,0:00:08.874657,0
gene_108,-59.13402739336734,-57.2379528947257,-1.8960744986416387,0:00:03.241553,1
gene_109,-34.613847793768485,-42.85859591984325,8.244748126074768,0:00:05.727859,0
gene_110,-65.6513314872789,-62.56236005393163,-3.088971433347268,0:00:04.814680,1
gene_111,-42.55292398908726,-46.0071145576971,3.454190568609839,0:00:04.465934,0
gene_112,-69.27596213392988,-66.39242573732362,-2.88353639660626,0:00:02.144262,0
gene_113,-59.180433956201355,-79.992659593411,20.81222563720965,0:00:02.134032,0
gene_114,-71.5386659026355,-68.44892264697614,-3.089743255659357,0:00:02.303330,0
gene_115,-21.421240632116035,-24.043181938963862,2.621941306847827,0:00:08.574429,0
gene_116,-55.18565648035645,-53.57954002179256,-1.6061164585638892,0:00:02.277855,0
gene_117,-39.72894463997723,-44.58102599231134,4.85208135233411,0:00:01.949683,0
gene_118,-55.643194423536166,-54.14282851903904,-1.500365904497123,0:00:03.055451,1
gene_119,-68.10523314063381,-74.99524952144041,6.8900163808066,0:00:02.134479,0
gene_120,-62.28958414057603,-59.492151644693564,-2.797432495882468,0:00:02.223409,0
gene_121,-45.281484825208196,-46.35304393400961,1.0715591088014165,0:00:02.285977,0
gene_122,-57.48305595501199,-55.6160955728738,-1.8669603821381884,0:00:03.749117,0
gene_123,-41.188228419168674,-42.00711091674642,0.8188824975777464,0:00:02.165240,0
gene_124,-52.6822517603528,-51.27589070914993,-1.4063610512028717,0:00:03.442607,0
gene_125,-76.97650077123834,-81.67013018020253,4.693629408964199,0:00:02.309537,0
gene_126,-64.61309043045196,-62.15506958482742,-2.4580208456245387,0:00:03.728672,1
gene_127,-50.773249760543194,-54.31861276168442,3.545363001141226,0:00:02.288967,0
gene_128,-66.56718123498835,-65.59974496171755,-0.9674362732708062,0:00:05.697282,0
gene_129,-55.6063120061157,-59.005374224557514,3.399062218441813,0:00:02.512874,0
gene_130,-65.94328844334326,-62.96252313297313,-2.9807653103701313,0:00:03.520796,1
gene_131,-64.47029634813124,-66.94821026700505,2.47791391887381,0:00:02.625420,0
gene_132,-66.28813778570166,-63.46781714256526,-2.820320643136405,0:00:04.715911,1
gene_133,-36.588761352941155,-40.82896800238581,4.2402066494446515,0:00:02.115735,0
gene_134,-56.23581338268232,-54.64384260786915,-1.59197077481317,0:00:06.800605,1
gene_135,-35.568172979320906,-43.09977121318659,7.531598233865687,0:00:03.986869,0
gene_136,-52.092218208869184,-50.63343336005661,-1.4587848488125772,0:00:02.697277,0
gene_137,-42.230253965862,-47.371680886043876,5.141426920181878,0:00:02.318821,0
gene_138,-56.14375360308111,-54.35429010131117,-1.7894635017699372,0:00:02.737476,0
gene_139,-41.70739458220864,-47.93232939636572,6.224934814157081,0:00:02.162266,0
gene_140,-85.10938868682138,-84.23977024872954,-0.8696184380918339,0:00:04.451793,0
gene_141,-51.921369162562776,-59.40927564621624,7.487906483653461,0:00:02.134010,0
gene_142,-78.4244627833068,-74.98834722051085,-3.4361155627959477,0:00:02.254910,0
gene_143,-45.80719084574486,-54.56797221686474,8.760781371119876,0:00:01.898607,0
gene_144,-71.21061832204947,-63.771528564552824,-7.439089757496646,0:00:01.954156,0
gene_145,-38.00681430611289,-42.374674831718764,4.367860525605877,0:00:01.939224,0
gene_146,-64.42422138938785,-62.488458981023264,-1.9357624083645888,0:00:04.234340,0
gene_147,-45.68700628325316,-53.906251657703415,8.219245374450253,0:00:02.165511,0
gene_148,-61.961620684829434,-59.33212454587035,-2.629496138959084,0:00:03.579411,0
gene_149,-63.57728129690289,-77.87815514742235,14.300873850519459,0:00:02.289073,0
gene_150,-66.20132967080475,-63.10237124057775,-3.0989584302270003,0:00:02.411614,0
gene_151,-51.748033442208175,-54.91449336817408,3.1664599259659028,0:00:02.009613,0
gene_152,-61.54051605821348,-59.63987592633219,-1.900640131881289,0:00:05.062087,0
gene_153,-44.26755253302592,-47.62279609937982,3.3552435663538986,0:00:02.537797,0
gene_154,-56.26800224755926,-54.66326670011305,-1.6047355474462108,0:00:04.998588,3
gene_155,-75.51782910452147,-80.54700407566408,5.029174971142609,0:00:02.069672,0
gene_156,-65.42805503595324,-62.854187415874435,-2.5738676200788007,0:00:03.032345,1
gene_157,-54.50596633215097,-54.87881611656101,0.37284978441004313,0:00:02.029347,0
gene_158,-68.01694267469695,-65.94589868005735,-2.071043994639595,0:00:04.282280,0
gene_159,-55.98733363737733,-58.90822092380104,2.9208872864237065,0:00:02.042058,0
gene_160,-65.30117328113892,-62.92483278881094,-2.3763404923279765,0:00:03.057129,1
gene_161,-66.56579979909193,-79.44382130482208,12.878021505730146,0:00:02.242553,0
gene_162,-74.83933709852637,-71.76969122554434,-3.0696458729820364,0:00:03.275555,1
gene_163,-37.04762975402621,-40.89118758105871,3.843557827032498,0:00:02.099330,0
gene_164,-77.3853043215521,-76.18742546489848,-1.1978788566536167,0:00:05.680280,0
gene_165,-35.38345308952947,-335.94282799338333,300.55937490385384,0:00:02.094367,0
gene_166,-79.89193252247179,-76.45533967118628,-3.4365928512855106,0:00:03.423520,1
gene_167,-58.05104352395535,-65.51294107651118,7.461897552555833,0:00:01.894784,0
gene_168,-76.069469452516,-73.06386905375079,-3.0056003987652105,0:00:02.250061,0
gene_169,-29.49391463255295,-31.433984822044252,1.9400701894913013,0:00:02.077150,0
gene_170,-55.357541892282654,-54.002875217612036,-1.354666674670618,0:00:03.301447,1
gene_171,-58.461513032301745,-70.46451580690825,12.003002774606507,0:00:02.240483,0
gene_172,-68.25390091406717,-65.67253455858348,-2.581366355483695,0:00:02.452269,0
gene_173,-46.365644698126665,-49.4832483067351,3.1176036086084338,0:00:01.990267,0
gene_174,-60.84920443899662,-59.83969829664346,-1.0095061423531604,0:00:04.439472,0
gene_175,-40.19530135737203,-45.79477422192397,5.599472864551942,0:00:01.990282,0
gene_176,-59.111075343276106,-56.680164431817474,-2.430910911458632,0:00:02.056298,0
gene_177,-70.18124881719413,-81.72176164395312,11.540512826758984,0:00:02.081355,0
gene_178,-72.93598321840221,-68.74103071344405,-4.194952504958167,0:00:04.074425,0
gene_179,-52.1209060319048,-61.74098646848563,9.620080436580828,0:00:02.510475,0
gene_180,-80.38509457557481,-76.58640015093245,-3.7986944246423633,0:00:03.946630,1
gene_181,-51.96859071115318,-62.30102267381815,10.33243196266497,0:00:04.958150,0
gene_182,-76.05925499184248,-72.43848781430627,-3.6207671775362087,0:00:02.227276,0
gene_183,-62.495887092731024,-67.14711724236857,4.6512301496375414,0:00:01.947197,0
gene_184,-73.47985249505659,-70.41957886208836,-3.060273632968233,0:00:03.033526,1
gene_185,-45.780567410634674,-49.49432236830821,3.7137549576735367,0:00:01.990885,0
gene_186,-69.81885529913646,-67.70679428684693,-2.11206101228953,0:00:04.863679,0
gene_187,-64.56627520026152,-69.5378440416639,4.971568841402387,0:00:02.596056,0
gene_188,-70.66553095650399,-69.64033337216877,-1.025197584335217,0:00:02.428009,0
gene_189,-72.09632153502004,-75.00038578021528,2.9040642451952436,0:00:02.285666,0
gene_190,-95.6670548470492,-66.94585307227405,-28.721201774775153,0:00:02.360519,0
gene_191,-53.476482523714516,-60.82185026456501,7.345367740850492,0:00:02.134028,0
gene_192,-84.8566038511585,-84.15108705878858,-0.7055167923699202,0:00:04.050460,0
gene_193,-53.86895302653264,-65.3281678999054,11.459214873372758,0:00:02.204366,0
gene_194,-77.03289373985079,-74.64406925634408,-2.38882448350671,0:00:02.637076,0
gene_195,-48.05955212239141,-61.764772619096036,13.705220496704626,0:00:02.171937,0
gene_196,-72.85717462964642,-69.6630898380571,-3.1940847915893187,0:00:02.373802,0
gene_197,-30.392730507842433,-38.184264640101055,7.791534132258622,0:00:01.906542,0
gene_198,-57.46459091247742,-55.89821387640644,-1.5663770360709819,0:00:03.123361,1
gene_199,-31.681319490399158,-34.191408209340274,2.510088718941116,0:00:02.107953,0
gene_200,-54.99451683428903,-53.687808033260055,-1.3067088010289751,0:00:05.502964,3
gene_201,-58.09158778018264,-66.71511405177877,8.623526271596127,0:00:01.946798,0
gene_202,-62.0639698896804,-59.81803373731262,-2.2459361523677828,0:00:02.086845,0
gene_203,-53.89152484293542,-58.596497261913065,4.704972418977647,0:00:02.072895,0
gene_204,-78.21741091972623,-75.88289862302227,-2.334512296703963,0:00:02.476814,0
gene_205,-54.07404064229277,-62.42303734013623,8.34899669784346,0:00:02.274483,0
gene_206,-77.88432649786475,-77.83799209365664,-0.046334404208110413,0:00:07.511067,0
gene_207,-68.1397982630922,-71.99299359778854,3.8531953346963377,0:00:02.730757,0
gene_208,-75.55051770852546,-73.55080908904945,-1.99970861947601,0:00:02.309957,0
gene_209,-40.56764040463946,-45.131725908137255,4.564085503497793,0:00:02.373679,0
gene_210,-88.553044967009,-84.3860559585216,-4.1669890084874055,0:00:02.876281,0
gene_211,-44.53439874608526,-52.90038479968518,8.365986053599919,0:00:02.261072,0
gene_212,-76.94136992328393,-73.70965577079637,-3.2317141524875552,0:00:02.261772,0
gene_213,-63.41595529715434,-64.55708867331464,1.1411333761602975,0:00:02.069286,0
gene_214,-78.37706815033992,-72.21529560954463,-6.1617725407952975,0:00:03.818949,0
gene_215,-34.12741994363631,-35.93816203613011,1.810742092493797,0:00:02.177645,0
gene_216,-50.484322203502586,-49.04110512146542,-1.4432170820371653,0:00:02.380202,0
gene_217,-46.05063046143276,-51.868802793219956,5.818172331787196,0:00:02.123906,0
gene_218,-72.704036737055,-70.24046238221041,-2.463574354844596,0:00:03.030646,1
gene_219,-49.51056948561148,-55.40936628553023,5.898796799918756,0:00:02.036706,0
gene_220,-68.08152542817648,-66.07995671968362,-2.0015687084928544,0:00:03.215809,1
gene_221,-44.87410125596346,-49.04949539186918,4.175394135905719,0:00:02.092425,0
gene_222,-90.92059802100623,-89.70014451261754,-1.2204535083886867,0:00:04.133794,0
gene_223,-53.04105797204302,-57.84344717331128,4.802389201268262,0:00:02.066969,0
gene_224,-84.04555064441573,-80.27590847389942,-3.769642170516306,0:00:02.219405,0
gene_225,-55.65524210508602,-68.39444214710325,12.73920004201723,0:00:02.149130,0
gene_226,-80.17411296956006,-76.09428742987362,-4.079825539686439,0:00:02.349935,0
gene_227,-26.177932618806743,-29.505518421343446,3.327585802536703,0:00:02.013201,0
gene_228,10.836214830744083,75.82320294679839,-64.9869881160543,0:00:02.230817,0
gene_229,-40.90265379860794,-44.19463155839921,3.2919777597912656,0:00:02.040113,0
gene_230,-66.86723569230102,-65.30543697695616,-1.5617987153448638,0:00:04.067136,0
gene_231,-62.822490748525105,-64.78294584058075,1.9604550920556463,0:00:02.020849,0
gene_232,-69.65973151016648,-68.75270628678217,-0.9070252233843092,0:00:02.310240,0
gene_233,-42.15638464462381,-43.14710523274942,0.9907205881256047,0:00:02.134227,0
gene_234,-67.72907300233298,-67.36771457570664,-0.36135842662633877,0:00:02.330814,0
gene_235,-58.22383319066812,-62.33404731574115,4.1102141250730355,0:00:02.319865,0
gene_236,-78.82149528959042,-76.76956176346964,-2.051933526120777,0:00:02.408638,0
gene_237,-67.3987958726953,-81.94662762090715,14.547831748211848,0:00:02.459911,0
gene_238,-75.54432374968238,-72.82013590448015,-2.7241878452022235,0:00:03.745451,1
gene_239,-47.037755594589136,-50.534449528805595,3.4966939342164594,0:00:07.455599,0
gene_240,-75.95373243699619,-75.99793832146862,0.0442058844724329,0:00:03.819617,1
gene_241,-54.519352615866666,-56.012572800423996,1.4932201845573303,0:00:02.306770,0
gene_242,-71.23158274935489,-68.86435726988842,-2.3672254794664696,0:00:02.473115,0
gene_243,-57.791134073481594,-59.1246662309138,1.3335321574322094,0:00:02.415509,0
gene_244,-69.18477520552705,-67.18778550181652,-1.9969897037105255,0:00:02.704328,0
gene_245,-35.69121146052212,-44.383080762760656,8.691869302238537,0:00:02.242266,0
gene_246,-71.11906877346017,-68.37274371940306,-2.7463250540571096,0:00:04.609146,0
gene_247,-41.343562349280965,-45.16311419419101,3.8195518449100447,0:00:02.056824,0
gene_248,-67.33348668779624,-64.35306982638338,-2.9804168614128628,0:00:03.047799,1
gene_249,-63.15014613645616,-72.17074555727639,9.020599420820233,0:00:02.064091,0
gene_250,-66.54116951383145,-63.12167086638236,-3.419498647449089,0:00:02.284342,0
gene_251,-23.871984747674215,-24.679349999243698,0.8073652515694825,0:00:02.033928,0
gene_252,-56.486937751110005,-55.00877510883112,-1.478162642278889,0:00:02.558576,0
gene_253,-47.09178347425588,-50.04224200468603,2.9504585304301543,0:00:02.150115,0
gene_254,-64.3532207929948,-61.76845441754107,-2.5847663754537322,0:00:02.521457,0
gene_255,-61.79336365704697,-65.01678535200634,3.22342169495937,0:00:02.053392,0
gene_256,-65.8069551388482,-63.01529218733792,-2.7916629515102755,0:00:06.477797,4
gene_257,-56.056224788751074,-58.66071101717538,2.6044862284243067,0:00:02.082888,0
gene_258,-83.38890919526489,-80.88722073204532,-2.5016884632195655,0:00:02.566209,0
gene_259,-65.06437512443483,-67.20650720452858,2.142132080093745,0:00:02.039544,0
gene_260,-72.81232321393264,-71.0874683664487,-1.7248548474839396,0:00:06.119409,0
gene_261,-59.63416170015343,-76.27854217994297,16.644380479789547,0:00:02.422621,0
gene_262,-76.07515514252844,-71.92012467203436,-4.155030470494083,0:00:05.646249,1
gene_263,-52.17840048878546,-54.95410199971019,2.7757015109247263,0:00:06.668799,0
gene_264,-83.3106946744213,-82.0164311223345,-1.2942635520868038,0:00:03.734906,0
gene_265,-52.68187939805285,-58.758004225125156,6.076124827072306,0:00:02.137384,0
gene_266,-73.79135049344399,-70.7010849514525,-3.090265541991485,0:00:06.343087,0
gene_267,-44.707445403535786,-59.00445793593873,14.297012532402945,0:00:01.994095,0
gene_268,-70.40771336294242,-67.57397613032582,-2.833737232616599,0:00:03.205092,1
gene_269,-43.33208270731544,-46.400366395544225,3.0682836882287816,0:00:02.127955,0
gene_270,-64.87004355558902,-61.88377813175383,-2.9862654238351922,0:00:02.383408,0
gene_271,-51.1104113549607,-52.56489422011173,1.4544828651510286,0:00:02.135941,0
gene_272,-73.70460247578184,-70.5816081442727,-3.1229943315091333,0:00:03.243242,1
gene_273,-53.60074291184708,-55.193066047584985,1.5923231357379066,0:00:02.132842,0
gene_274,-69.11179120233551,-66.58877292812782,-2.5230182742076863,0:00:04.460281,0
gene_275,-54.84817143505965,-57.318012856025106,2.4698414209654587,0:00:02.388062,0
gene_276,-64.98516764402797,-62.50462114003144,-2.4805465039965284,0:00:02.510229,0
gene_277,-62.72965154189342,-64.76867356974277,2.039022027849356,0:00:02.149713,0
gene_278,-72.21538054840916,-68.55177584268321,-3.6636047057259447,0:00:04.017415,0
gene_279,-61.65791812197384,-70.47974309601344,8.821824974039593,0:00:02.181457,0
gene_280,-73.21600166749944,-69.59982707512566,-3.616174592373781,0:00:03.737078,1
gene_281,-50.24653012179612,-52.16378472695895,1.9172546051628316,0:00:02.871165,0
gene_282,-71.20519102407381,-69.0789151279371,-2.1262758961367183,0:00:03.309182,0
gene_283,-48.002756789869146,-51.69143585623981,3.6886790663706677,0:00:02.674155,0
gene_284,-64.33138665723048,-61.96884587951484,-2.362540777715644,0:00:03.747199,1
gene_285,-54.14452765342641,-58.55205786580847,4.407530212382063,0:00:02.440024,0
gene_286,-65.43148833048075,-62.95579478470722,-2.475693545773524,0:00:06.215799,0
gene_287,-48.97283961241854,-49.403629373594036,0.4307897611754967,0:00:05.782592,0
gene_288,-69.8939323307472,-67.86444343714253,-2.029488893604679,0:00:02.982621,0
gene_289,-44.695566480389154,-46.6647997519306,1.969233271541448,0:00:03.098037,0
gene_290,-64.42963752548347,-62.262704648579465,-2.1669328769040064,0:00:04.658310,1
gene_291,-53.04904944205862,-64.05481767400005,11.005768231941431,0:00:02.741434,0
gene_292,-65.85423717444806,-62.26690698287331,-3.5873301915747504,0:00:07.446281,0
gene_293,-47.933068045437714,-47.950927045989616,0.01785900055190126,0:00:03.022191,0
gene_294,-61.848239092429466,-59.149705813100894,-2.698533279328572,0:00:04.608222,0
gene_295,-58.133316711543976,-63.27523620048047,5.1419194889364945,0:00:02.327027,0
gene_296,-73.00930279201968,-70.99510773937281,-2.014195052646869,0:00:03.568690,0
gene_297,-61.60037779476078,-65.76884342633055,4.168465631569767,0:00:02.323939,0
gene_298,-71.17728982514305,-68.68504004163002,-2.4922497835130315,0:00:04.342181,1
gene_299,-50.50698232164649,-51.97291055448584,1.465928232839353,0:00:09.347661,0
gene_300,-68.6611857135664,-66.15694029463675,-2.504245418929642,0:00:02.437785,0
gene_301,-50.07510967836805,-58.1989737039987,8.123864025630652,0:00:02.301274,0
gene_302,-63.355179793417584,-61.69420055123418,-1.6609792421834015,0:00:02.586481,0
gene_303,-58.83955968629888,-70.50646528813031,11.666905601831438,0:00:02.727709,0
gene_304,-70.7876373676685,-68.07330891403893,-2.7143284536295624,0:00:02.868886,0
gene_305,-28.473679153728785,-31.1370371560926,2.6633580023638146,0:00:02.551473,0
gene_306,-89.19931118727817,-87.30980711894124,-1.889504068336933,0:00:06.967303,1
gene_307,-47.82270406044065,-52.406827006645074,4.584122946204424,0:00:02.020931,0
gene_308,-79.15118777159884,-75.38960075853798,-3.7615870130608613,0:00:02.311039,0
gene_309,-50.25181848048154,-56.12159094101647,5.869772460534932,0:00:02.235967,0
gene_310,-77.99563968445526,-73.83316925132252,-4.162470433132739,0:00:03.382944,1
gene_311,-34.004381320818595,-35.58576720307352,1.5813858822549278,0:00:02.342289,0
gene_312,-60.47393537119068,-58.406166310721645,-2.0677690604690326,0:00:04.618977,1
gene_313,-54.804331196984215,-59.961233313172315,5.1569021161881,0:00:02.514255,0
gene_314,-70.6804402706263,-68.49772921217168,-2.182711058454629,0:00:02.420948,0
gene_315,-49.11089010186167,-54.65637674836291,5.545486646501239,0:00:02.430029,0
gene_316,-66.04898891181449,-63.829598241449126,-2.219390670365364,0:00:03.300786,0
gene_317,-34.747997661653756,-34.74799712784412,-5.338096329410291e-07,0:00:02.796229,0
gene_318,-46.91009771386243,-45.92946664533276,-0.980631068529668,0:00:04.538957,0
gene_319,-43.05008266060163,-44.328430837134974,1.278348176533342,0:00:02.177504,0
gene_320,-69.11131088411514,-66.57641670712073,-2.5348941769944133,0:00:03.344553,1
gene_321,-62.513225268166664,-62.5132236060758,-1.6620908667164258e-06,0:00:02.319571,0
gene_322,-68.92887531510995,-65.57075119364211,-3.3581241214678386,0:00:04.557937,0
gene_323,-49.44563428623715,-51.84960844359519,2.4039741573580358,0:00:08.138304,0
