,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,Dynamic_time,Constant_time
gene_1,-1695.8660609017634,-9896.612485556438,8200.746424654673,0:00:01.206942,0:00:01.206942
gene_2,-128.09502660914288,-127.23382151454521,0.0,0:00:02.910098,0:00:02.910098
gene_3,-3902.0076687536252,-9076.199782197657,5174.192113444031,0:00:01.226414,0:00:01.226414
gene_4,-112.72816193940184,-108.91609696867313,0.0,0:00:11.821934,0:00:11.821934
gene_5,-7246.04555250631,-25621.66972220817,18375.624169701863,0:00:01.308243,0:00:01.308243
gene_6,-188.79359122464024,-214.19818551605104,25.404594291410802,0:00:07.445057,0:00:07.445057
gene_7,-28837.946404695584,-80628.0928821885,51790.14647749292,0:00:01.411106,0:00:01.411106
gene_8,-480.11789846913746,-761.4814124513609,281.3635139822235,0:00:07.345252,0:00:07.345252
gene_9,-13024.502065422317,-36735.23370660837,23710.731641186052,0:00:01.811180,0:00:01.811180
gene_10,-273.57811510461175,-370.1786081809077,96.60049307629595,0:00:15.395500,0:00:15.395500
gene_11,-8981.32116386529,-34573.12387207931,25591.80270821402,0:00:01.901786,0:00:01.901786
gene_12,-187.42002928366526,-206.09684576696958,18.67681648330432,0:00:20.002103,0:00:20.002103
gene_13,-16544.389731486783,-34512.509450195976,17968.119718709193,0:00:01.452438,0:00:01.452438
gene_14,-200.81779655521566,-235.29535236732238,34.477555812106715,0:00:06.225747,0:00:06.225747
gene_15,-7373.059024312571,-34937.243752009526,27564.184727696957,0:00:01.461354,0:00:01.461354
gene_16,-202.24590248053238,-261.17861672509713,58.93271424456475,0:00:07.115088,0:00:07.115088
gene_17,-4953.3239499506035,-18733.042320346176,13779.718370395572,0:00:02.306344,0:00:02.306344
gene_18,-156.72074770505853,-178.75306608592058,22.03231838086205,0:00:03.775355,0:00:03.775355
gene_19,-2302.9609039267334,-5783.364236551596,3480.4033326248627,0:00:01.273039,0:00:01.273039
gene_20,-105.13770423994684,-103.8898760430519,0.0,0:00:04.132029,0:00:04.132029
gene_21,-2547.573792834624,-8756.774957371526,6209.201164536902,0:00:01.504698,0:00:01.504698
gene_22,-117.39794663151623,-114.33921979248511,0.0,0:00:03.933949,0:00:03.933949
gene_23,-3956.2218025991074,-69242.42862633198,65286.20682373287,0:00:02.865031,0:00:02.865031
gene_24,-147.30346781889003,-141.30893960606784,0.0,0:00:06.780449,0:00:06.780449
gene_25,-508.3667663695781,-2879.8641752028598,2371.4974088332815,0:00:01.014568,0:00:01.014568
gene_26,-99.12192765225473,-96.40631228221088,0.0,0:00:02.719193,0:00:02.719193
gene_27,-1547.5381151515091,-4424.596205970543,2877.058090819034,0:00:01.116294,0:00:01.116294
gene_28,-119.36686615355968,-117.47078851842461,0.0,0:00:03.599922,0:00:03.599922
gene_29,-2201.0580981367957,-11464.426106817104,9263.368008680307,0:00:01.926113,0:00:01.926113
gene_30,-122.32950402395271,-116.61859696637448,0.0,0:00:06.359889,0:00:06.359889
gene_31,-3378.457365379126,-16617.91569870884,13239.458333329712,0:00:01.923616,0:00:01.923616
gene_32,-130.95173592236344,-129.42034399992468,0.0,0:00:12.203268,0:00:12.203268
gene_33,-1453.607624140841,-7140.473397991589,5686.865773850748,0:00:01.224845,0:00:01.224845
gene_34,-101.85460439940226,-99.99012670339457,0.0,0:00:03.822261,0:00:03.822261
gene_35,-2103.782589696775,-23831.701481518357,21727.91889182158,0:00:01.704765,0:00:01.704765
gene_36,-216.9671873136707,-221.13188598071784,4.1646986670471335,0:00:06.150052,0:00:06.150052
gene_37,-9377.795616249598,-32823.70093050332,23445.905314253723,0:00:01.663842,0:00:01.663842
gene_38,-162.8028188156818,-160.1650847922499,0.0,0:00:05.920397,0:00:05.920397
gene_39,-4264.89797932188,-14002.360584172202,9737.462604850323,0:00:01.380656,0:00:01.380656
gene_40,-126.83411949147907,-113.75736587391319,0.0,0:00:06.222667,0:00:06.222667
gene_41,-5343.033744481814,-17816.10394298056,12473.070198498746,0:00:01.556577,0:00:01.556577
gene_42,-189.10302075213738,-202.49952457886823,13.39650382673085,0:00:03.995112,0:00:03.995112
gene_43,-2277.139063622015,-5812.55865746568,3535.419593843665,0:00:01.203154,0:00:01.203154
gene_44,-86.7877647413719,-85.23784997661149,0.0,0:00:02.443229,0:00:02.443229
