,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,Dynamic_time,Constant_time
gene_335,-44.07783743291384,-52.96764538975515,8.88980795684131,0:00:00.892001,0:00:00.892001
gene_336,-77.00751177160154,-74.57656500403442,0.0,0:00:00.991235,0:00:00.991235
gene_337,-46.2575024402405,-55.54594757440486,9.288445134164363,0:00:00.984036,0:00:00.984036
gene_338,-67.0526750919617,-65.18337970865956,0.0,0:00:01.159662,0:00:01.159662
gene_339,-49.76612328766603,-54.98876663610284,5.2226433484368044,0:00:00.911074,0:00:00.911074
gene_340,-68.85379565191941,-67.66127010188845,0.0,0:00:01.102328,0:00:01.102328
gene_341,-45.31711772009461,-50.49214492540044,5.175027205305831,0:00:00.906143,0:00:00.906143
gene_342,-81.25994659363832,-80.14198606094432,0.0,0:00:02.267003,0:00:02.267003
gene_343,-37.39361554714639,-54.45622560606554,17.062610058919148,0:00:02.895402,0:00:02.895402
gene_344,-83.41132586455926,-80.71507950637887,0.0,0:00:01.253458,0:00:01.253458
gene_345,-71.8713036385055,-73.6605766951267,1.789273056621198,0:00:02.060711,0:00:02.060711
gene_346,-78.54874528875682,-78.80156764667493,0.2528223579181059,0:00:01.180544,0:00:01.180544
gene_347,-30.34189124120996,-31.663295805322377,1.3214045641124166,0:00:00.891318,0:00:00.891318
gene_348,-58.077467186501636,-55.964600184267056,0.0,0:00:01.063604,0:00:01.063604
gene_349,-55.76441518295421,-61.37720813200829,5.612792949054082,0:00:00.893372,0:00:00.893372
gene_350,-74.70170231373281,-72.83553758904732,0.0,0:00:01.216827,0:00:01.216827
gene_351,-72.93240043834516,-80.60519458899302,7.67279415064786,0:00:00.968487,0:00:00.968487
gene_352,-75.81527534795998,-73.34487603880342,0.0,0:00:01.075657,0:00:01.075657
gene_353,-45.23643296518231,-53.295816476668875,8.059383511486566,0:00:00.920677,0:00:00.920677
gene_354,-86.59055424937567,-87.33939707383642,0.7488428244607519,0:00:01.210237,0:00:01.210237
gene_355,-60.64950634775135,-67.89727794008834,7.247771592336996,0:00:00.921898,0:00:00.921898
gene_356,-88.91707457210352,-85.55882923037656,0.0,0:00:01.288808,0:00:01.288808
gene_357,-70.95954778162249,-73.71986576356753,2.760317981945036,0:00:00.911779,0:00:00.911779
gene_358,-84.33519137681876,-79.83353986761584,0.0,0:00:01.019088,0:00:01.019088
gene_359,-49.301256144522775,-58.96468421469315,9.663428070170376,0:00:00.970135,0:00:00.970135
gene_360,-89.5447896462743,-88.5735097129408,0.0,0:00:03.154731,0:00:03.154731
gene_361,-69.57874118103237,-77.59922918822565,8.02048800719328,0:00:00.946462,0:00:00.946462
gene_362,-85.33838628449911,-83.31534255972913,0.0,0:00:01.078666,0:00:01.078666
gene_363,-80.97378852526403,-80.973025987722,0.0,0:00:01.306519,0:00:01.306519
gene_364,-81.03388799759955,-82.00598242862443,0.9720944310248854,0:00:01.140174,0:00:01.140174
gene_365,-51.369134070185204,-53.51611754456213,2.146983474376924,0:00:00.928478,0:00:00.928478
gene_366,-75.9787620438666,-76.53925915289621,0.5604971090296118,0:00:01.023603,0:00:01.023603
gene_367,-53.444896684256506,-56.427499433227254,2.9826027489707485,0:00:00.901005,0:00:00.901005
gene_368,-68.88448923910583,-68.07508397477841,0.0,0:00:01.014147,0:00:01.014147
gene_369,-58.449430096459174,-65.41030626882792,6.960876172368749,0:00:00.995770,0:00:00.995770
gene_370,-111.33298963202297,-97.62566685923669,0.0,0:00:00.868069,0:00:00.868069
gene_371,-37.09650905652281,-41.90631638583171,4.809807329308896,0:00:05.409510,0:00:05.409510
gene_372,-70.489163096719,-67.91266590154196,0.0,0:00:01.136903,0:00:01.136903
gene_373,-49.53810691492536,-52.78752901098085,3.24942209605549,0:00:00.962841,0:00:00.962841
gene_374,-63.63388520332549,-61.61413903852234,0.0,0:00:00.994383,0:00:00.994383
gene_375,-92.6292139810734,-97.73697721569359,5.10776323462018,0:00:00.942396,0:00:00.942396
gene_376,-83.88436536876232,-80.8890420521467,0.0,0:00:03.441223,0:00:03.441223
gene_377,-63.78862095163655,-68.77919456693454,4.990573615297983,0:00:00.998104,0:00:00.998104
gene_378,-95.76077640317477,-95.26529836102978,0.0,0:00:01.530373,0:00:01.530373
gene_379,-62.42236235585866,-68.15000575071117,5.727643394852514,0:00:00.979188,0:00:00.979188
gene_380,-81.68519681144713,-81.34573766993456,0.0,0:00:01.428776,0:00:01.428776
gene_381,-63.711448473571785,-77.09084579315687,13.379397319585088,0:00:01.012470,0:00:01.012470
gene_382,-77.60046982365644,-75.5365282372082,0.0,0:00:01.009758,0:00:01.009758
gene_383,-48.520306529092295,-53.68930736819731,5.169000839105017,0:00:00.923458,0:00:00.923458
gene_384,-83.226977817287,-79.56403538476891,0.0,0:00:01.132816,0:00:01.132816
gene_385,-40.57032758624301,-47.8553972752235,7.285069688980492,0:00:00.906756,0:00:00.906756
gene_386,-71.83928183104905,-70.07328360254444,0.0,0:00:01.041917,0:00:01.041917
gene_387,-49.72787437722431,-52.426296714683,2.6984223374586875,0:00:00.939235,0:00:00.939235
gene_388,-68.91281344563377,-67.80419054801713,0.0,0:00:01.035531,0:00:01.035531
gene_389,-34.97161115694553,-42.19120678412602,7.219595627180489,0:00:02.192623,0:00:02.192623
