,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,time,failure counter
gene_1,-33.89426046021096,-39.89629313228064,6.0020326720696815,0:00:01.096112,0
gene_2,18.503947200807715,18.503997402590727,-5.0201783011516454e-05,0:00:01.184137,0
gene_3,-33.773019215784345,-33.11475737048712,-0.6582618452972255,0:00:00.715925,0
gene_4,25.705974192202792,25.70597834362539,-4.15142259768686e-06,0:00:01.790204,0
gene_5,-29.38484934218466,-35.43464160828602,6.049792266101363,0:00:00.585036,0
gene_6,18.991541332073883,21.2391190810131,-2.247577748939218,0:00:00.699754,0
gene_7,-37.83350220751173,-39.16152641229739,1.3280242047856632,0:00:00.600380,0
gene_8,11.285664087522708,10.238617450979167,1.0470466365435414,0:00:01.088279,0
gene_9,-35.946858512896604,-36.92006381201129,0.9732052991146887,0:00:00.653458,0
gene_10,14.471532911762282,13.486955504748103,0.9845774070141786,0:00:01.111092,0
gene_11,-27.12459723034813,-32.17843984947789,5.05384261912976,0:00:00.761181,0
gene_12,23.853029355939597,23.483337811803267,0.3696915441363302,0:00:01.657342,0
gene_13,-36.59005770845763,-36.59005489540982,-2.8130478071375364e-06,0:00:01.005604,0
gene_14,17.701177039024707,17.686632314292833,0.014544724731873515,0:00:00.868477,0
gene_15,-34.89309844062023,-36.018540810022444,1.125442369402215,0:00:00.866473,0
gene_16,12.579205712504429,17.802754907285497,-5.223549194781068,0:00:00.682413,0
gene_17,-32.461405782450335,-32.46135739399698,-4.8388453357972594e-05,0:00:00.604734,0
gene_18,15.867831511699887,21.462040592446844,-5.594209080746957,0:00:00.704147,0
gene_19,-34.82772820516292,-38.80105597508689,3.9733277699239693,0:00:00.638554,0
gene_20,20.64539297315669,20.635904830688283,0.009488142468406124,0:00:01.614667,0
gene_21,-32.50095328881096,-31.958407280404547,-0.5425460084064149,0:00:00.811723,0
gene_22,23.834739240083707,23.834749181640113,-9.94155640654526e-06,0:00:01.404012,0
gene_23,-25.059499179717164,-35.498704023482034,10.43920484376487,0:00:00.770711,0
gene_24,33.899919620366404,33.8999255039105,-5.883544098139737e-06,0:00:01.022392,0
gene_25,-28.75614819994779,-36.145806785920406,7.389658585972615,0:00:00.860450,0
gene_26,14.11932983160635,14.119377736329668,-4.7904723317060416e-05,0:00:00.855370,0
gene_27,-31.226411300328415,-33.48757763339865,2.2611663330702356,0:00:00.880647,0
gene_28,16.110926060684132,16.11093445382923,-8.393145098040122e-06,0:00:01.093185,0
gene_29,-22.83558186124643,-30.297230000327403,7.461648139080975,0:00:00.583645,0
gene_30,25.897425936277614,25.835234770723517,0.06219116555409698,0:00:01.011788,0
gene_31,-33.633896832415346,-37.855679316714955,4.2217824842996095,0:00:00.781371,0
gene_32,21.322505520459003,21.322522005087592,-1.648462858838684e-05,0:00:01.100064,0
gene_33,-24.18499582438018,-32.546288483695015,8.361292659314834,0:00:00.759468,0
gene_34,24.545866152110957,24.56813742506856,-0.022271272957603117,0:00:00.601558,0
gene_35,-22.43845344441187,-29.722762432643457,7.284308988231587,0:00:00.658029,0
gene_36,19.227897616606,19.216693065375793,0.011204551230207471,0:00:00.877299,0
gene_37,-38.115003928828806,-38.41109533829533,0.296091409466527,0:00:01.027956,0
gene_38,20.105189720202237,20.10526216894828,-7.244874604239726e-05,0:00:01.691184,0
gene_39,-34.698735548948534,-35.06861104933644,0.36987550038790573,0:00:00.829698,0
gene_40,25.283206914892638,25.28328474082761,-7.782593497296375e-05,0:00:00.988850,0
gene_41,-25.261521842896148,-28.88900787838899,3.6274860354928435,0:00:00.576622,0
gene_42,20.87297223272865,20.64501293297144,0.22795929975720952,0:00:00.590157,0
gene_43,-31.64319928343117,-38.10659476534871,6.463395481917541,0:00:00.764050,0
gene_44,23.23910544958288,23.23911239868627,-6.9491033904967026e-06,0:00:00.978587,0
gene_45,-28.875123480958923,-30.144794502340375,1.269671021381452,0:00:00.934913,0
gene_46,24.610491424304385,24.611415893947452,-0.0009244696430670274,0:00:01.279065,0
gene_47,-18.235874019411153,-37.45533906757177,19.219465048160618,0:00:00.881142,0
gene_48,23.02213957025874,25.14147839886016,-2.1193388286014176,0:00:00.963546,0
gene_49,-38.10866972021505,-39.79609524974939,1.6874255295343445,0:00:00.904242,0
gene_50,13.816272863097609,13.816277905211713,-5.042114104014672e-06,0:00:01.355019,0
gene_51,-37.19524134283542,-38.37044345889767,1.1752021160622448,0:00:01.007141,0
gene_52,21.619722611786305,21.619757051035442,-3.4439249137818706e-05,0:00:01.585739,0
gene_53,-19.30190124884968,-27.86927119283164,8.567369943981959,0:00:01.082398,0
gene_54,26.74298614660233,26.743101650977984,-0.00011550437565333027,0:00:01.647635,0
gene_55,-33.91857990457828,-40.86084187474574,6.942261970167458,0:00:00.928545,0
gene_56,23.585116370848496,23.585122043361203,-5.672512706667021e-06,0:00:00.940267,0
gene_57,-38.2052900692748,-38.714526379594695,0.509236310319892,0:00:00.932294,0
gene_58,25.452600312147155,25.405532958097343,0.04706735404981188,0:00:00.961155,0
gene_59,-31.27538691655755,-39.08473224452606,7.809345327968508,0:00:00.888462,0
gene_60,24.474935789408683,24.37169221045449,0.10324357895419212,0:00:01.573583,0
gene_61,-35.46604990614974,-41.1545648063761,5.688514900226359,0:00:00.944131,0
gene_62,20.61152473129252,20.611525914611047,-1.1833185276088898e-06,0:00:01.118986,0
gene_63,-34.016879699166324,-31.879000477247875,-2.1378792219184497,0:00:00.955858,0
gene_64,23.04604706599691,22.925332257306522,0.12071480869038709,0:00:01.146523,0
gene_65,-26.970725511032065,-28.9067351188619,1.9360096078298348,0:00:00.595725,0
gene_66,29.493968196854496,30.547317153194207,-1.0533489563397112,0:00:00.598469,0
gene_67,-37.30204873389389,-39.4245188352388,2.122470101344909,0:00:00.627102,0
gene_68,19.976319177224696,19.958486501721765,0.01783267550293033,0:00:00.899573,0
gene_69,-34.030794231332905,-35.7073930031014,1.6765987717684965,0:00:00.758937,0
gene_70,11.546670507271074,11.546725921655337,-5.541438426348577e-05,0:00:00.762670,0
gene_71,-24.089235128986473,-25.45526986968403,1.3660347406975575,0:00:00.789352,0
gene_72,15.936823477065708,15.936826699015057,-3.221949349097031e-06,0:00:01.315092,0
gene_73,-43.14178610575657,-41.72392420012636,-1.417861905630211,0:00:00.829294,0
gene_74,19.059764761135252,19.059772526243897,-7.765108644974816e-06,0:00:00.786541,0
gene_75,-27.204392797505946,-33.04290851057232,5.838515713066371,0:00:00.683339,0
gene_76,24.769064004114192,24.76906849754443,-4.493430239449481e-06,0:00:00.986337,0
gene_77,-22.111768303023325,-29.430500394357416,7.318732091334091,0:00:00.921042,0
gene_78,27.202872593305965,27.20287538549318,-2.7921872138847448e-06,0:00:00.858029,0
gene_79,-37.530690366133925,-39.30897827099835,1.7782879048644276,0:00:00.942409,0
gene_80,15.92283413214843,15.922835212967506,-1.0808190751276925e-06,0:00:02.332612,0
gene_81,-26.627196034547055,-27.357937053837208,0.7307410192901536,0:00:00.899557,0
gene_82,24.721379797395322,24.72156971512318,-0.00018991772785881267,0:00:01.056443,0
gene_83,-30.00764985523433,-30.81195523879492,0.8043053835605889,0:00:00.725237,0
gene_84,26.09280501974025,25.878063654119366,0.21474136562088475,0:00:01.042978,0
gene_85,-38.51813863563211,-39.410431234992956,0.892292599360843,0:00:00.772425,0
gene_86,32.11942845882356,31.994515252392446,0.12491320643111692,0:00:01.250824,0
gene_87,-27.18435077982101,-32.49660132501485,5.312250545193841,0:00:00.825058,0
gene_88,33.52733082531128,33.52734018762523,-9.36231394632614e-06,0:00:00.812680,0
gene_89,-21.353451908234078,-22.28566580201908,0.9322138937850006,0:00:00.737624,0
gene_90,33.9917517821125,33.99177292751955,-2.1145407046674336e-05,0:00:01.312208,0
gene_91,-32.12459969668508,-34.18902528403633,2.064425587351252,0:00:00.903390,0
gene_92,29.189216911920322,29.1892195072751,-2.5953547790891207e-06,0:00:00.703578,0
gene_93,-24.76085665874645,-29.390910980962175,4.630054322215724,0:00:01.065490,0
gene_94,31.38644496696604,31.386505000626844,-6.0033660805203226e-05,0:00:01.183879,0
gene_95,-18.992230708070977,-25.303214714398003,6.3109840063270255,0:00:00.692849,0
gene_96,32.316269001579016,32.316275723667246,-6.722088230048939e-06,0:00:00.866085,0
gene_97,-38.39986993545708,-38.42644693693692,0.026577001479836326,0:00:00.785939,0
gene_98,20.516571986495464,20.516591756584017,-1.9770088552917287e-05,0:00:00.836091,0
gene_99,-32.259034791030416,-34.08019425649808,1.821159465467666,0:00:00.894129,0
gene_100,25.076905323185606,25.07690882753731,-3.504351703043085e-06,0:00:01.800796,0
gene_101,-25.55121995973048,-33.46610056135515,7.914880601624667,0:00:00.904853,0
gene_102,27.60151857032286,27.60152159265717,-3.0223343117086188e-06,0:00:00.961552,0
gene_103,-41.154311437795556,-41.14108849702114,-0.0132229407744191,0:00:00.816808,0
gene_104,17.420263097065558,17.42026421123305,-1.1141674924886047e-06,0:00:01.008217,0
gene_105,-37.308776546735956,-37.535833200502324,0.2270566537663683,0:00:01.007362,0
gene_106,21.247543847589593,21.25001027724045,-0.0024664296508554173,0:00:00.850580,0
gene_107,-30.936303520401516,-31.392263492892678,0.4559599724911614,0:00:01.057004,0
gene_108,26.330462967324838,26.334456765139212,-0.003993797814374034,0:00:01.285387,0
gene_109,-38.529379230182634,-36.392699240703976,-2.136679989478658,0:00:01.173133,0
gene_110,14.840618525716579,14.840644215456514,-2.5689739935330635e-05,0:00:00.811518,0
gene_111,-36.01544703072982,-36.37536276289943,0.35991573216961115,0:00:00.710595,0
gene_112,23.09130851058047,23.091715230832673,-0.00040672025220445107,0:00:00.870853,0
gene_113,-27.73016833424007,-37.70308733966358,9.972919005423513,0:00:00.815456,0
gene_114,26.839818372691024,26.439926126934317,0.3998922457567069,0:00:00.898648,0
gene_115,-36.34105527030864,-36.51633412935697,0.1752788590483334,0:00:01.061350,0
gene_116,16.83682629775301,18.25110742685742,-1.4142811291044097,0:00:00.582458,0
gene_117,-37.27020796861798,-36.966348990928694,-0.3038589776892877,0:00:00.585387,0
gene_118,21.87824017001377,21.878254034615942,-1.3864602173896401e-05,0:00:00.821980,0
