,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,Dynamic_time,Constant_time
gene_1,-119.09226987022461,-124.35754929470605,5.2652794244814345,0:00:01.165689,0:00:01.165689
gene_2,-137.89345118772363,-137.88834357393634,0.0,0:00:01.115116,0:00:01.115116
gene_3,-140.86521089045883,-141.18838589666979,0.32317500621095974,0:00:01.146228,0:00:01.146228
gene_4,-144.12704432418556,-143.84240133264092,0.0,0:00:01.084644,0:00:01.084644
gene_5,-167.97170763133295,-173.10998141942153,5.138273788088583,0:00:01.107413,0:00:01.107413
gene_6,-163.59214911304838,-163.45008969119849,0.0,0:00:01.129724,0:00:01.129724
gene_7,-117.80747271481546,-119.99806583898048,2.1905931241650194,0:00:00.996458,0:00:00.996458
gene_8,-121.1555675415259,-121.15902144492608,0.003453903400185254,0:00:01.396408,0:00:01.396408
gene_9,-124.3116581615299,-124.28273236474061,0.0,0:00:01.037595,0:00:01.037595
gene_10,-129.00115024054983,-128.91311288618343,0.0,0:00:01.145015,0:00:01.145015
gene_11,-155.5645502490668,-159.0534086253221,3.4888583762553083,0:00:01.027031,0:00:01.027031
gene_12,-159.15091572058188,-159.02133064327288,0.0,0:00:01.265331,0:00:01.265331
gene_13,-138.42336795057912,-138.540748352436,0.11738040185687737,0:00:01.117299,0:00:01.117299
gene_14,-133.69651273097816,-133.4122780888568,0.0,0:00:01.139389,0:00:01.139389
gene_15,-146.3058153572879,-150.8502758779723,4.544460520684396,0:00:01.137987,0:00:01.137987
gene_16,-160.4927286015537,-160.27414865742998,0.0,0:00:01.091694,0:00:01.091694
gene_17,-151.8501610914402,-154.66080491494532,2.810643823505103,0:00:01.243199,0:00:01.243199
gene_18,-153.59021742841236,-153.15119089488968,0.0,0:00:01.290949,0:00:01.290949
gene_19,-121.58508587756843,-121.84260792072776,0.2575220431593266,0:00:01.247139,0:00:01.247139
gene_20,-128.1867813362165,-128.30746830620524,0.12068696998872497,0:00:01.159040,0:00:01.159040
