,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,time,failure counter
gene_325,-5147.2838147826205,-11930.227290503688,6782.943475721067,0:00:01.961364,0
gene_326,-132.40659523018536,-125.43577170570705,-6.970823524478305,0:00:03.869347,0
gene_327,-9767.220524177192,-55568.95450213899,45801.733977961805,0:00:11.206039,0
gene_328,-300.3337462186714,-373.4247265448349,73.0909803261635,0:00:04.254072,0
gene_329,-33044.23169401816,-158219.51206398208,125175.28036996392,0:00:02.935652,0
gene_330,-508.4745111872552,-709.612848202682,201.13833701542683,0:00:08.048947,0
gene_331,-9143.398654627114,-71642.62584444182,62499.22718981471,0:00:02.789758,0
gene_332,-514.6927962868598,-722.318834439045,207.62603815218517,0:00:12.242307,0
gene_333,-5837.083395589189,-31625.01713132426,25787.93373573507,0:00:02.138047,0
gene_334,-258.7205995783986,-340.48802718801835,81.76742760961974,0:00:08.416178,0
gene_335,-21186.786492176965,-115027.27778823164,93840.49129605468,0:00:01.704910,0
gene_336,-649.0850020914285,-718.5844206045758,69.49941851314736,0:00:07.265721,0
gene_337,-41267.21600576767,-79406.65647722049,38139.44047145282,0:00:01.824223,0
gene_338,-596.7369035667313,-1093.1965436876192,496.4596401208879,0:00:04.341665,0
gene_339,-12819.085936097645,-40582.6588638354,27763.572927737754,0:00:02.188694,0
gene_340,-307.82955287015074,-452.3800761261816,144.55052325603089,0:00:07.085465,0
gene_341,-8807.787325481368,-25593.505319406988,16785.71799392562,0:00:01.717941,0
gene_342,-221.59803516486997,-293.8813710491046,72.28333588423462,0:00:06.571919,0
gene_343,-18292.116613710845,-40670.58911782435,22378.472504113503,0:00:02.076745,0
gene_344,-297.5506749101024,-317.78512112363103,20.234446213528656,0:00:03.830477,0
gene_345,-1841.7791856447134,-26495.67337070216,24653.894185057445,0:00:02.839412,0
gene_346,-209.70886303028843,-212.10144373355595,2.3925807032675266,0:00:07.909475,0
gene_347,-9054.196268252112,-22908.537698655236,13854.341430403125,0:00:02.179916,0
gene_348,-277.0367094915958,-274.49843807219827,-2.5382714193975175,0:00:08.019819,0
gene_349,-6315.100515234376,-15282.643336872943,8967.542821638566,0:00:02.092404,0
gene_350,-234.5659661965924,-247.62936175991138,13.063395563318977,0:00:03.850740,0
gene_351,-2917.4803199806056,-7078.298804149552,4160.818484168946,0:00:02.763794,0
gene_352,-174.08441492476487,-175.81801172698349,1.7335968022186137,0:00:03.560405,0
gene_353,-6609.137672717596,-27313.30959853347,20704.171925815874,0:00:02.165766,0
gene_354,-179.82410176680526,-183.11631925812688,3.2922174913216224,0:00:08.774154,0
gene_355,-71755.27401980934,-196531.51224818136,124776.23822837202,0:00:03.260217,0
gene_356,-1259.6253386094572,-1350.8379565498883,91.21261794043107,0:00:15.384674,0
gene_357,-33457.57875731003,-107541.87427756627,74084.29552025624,0:00:01.866828,0
gene_358,-681.2702773504241,-698.3007473120347,17.030469961610606,0:00:03.488604,0
gene_359,-22756.454951548603,-64105.483957613535,41349.02900606493,0:00:03.123955,0
gene_360,-368108.6105294806,-435.94997520396123,-367672.66055427666,0:00:39.177961,0
gene_361,-32188.32454863956,-100054.3623482557,67866.03779961614,0:00:02.454959,0
gene_362,-597.0081305818949,-1034.1564899006762,437.14835931878133,0:00:08.093114,0
gene_363,-9534.729142099179,-53919.243513840105,44384.51437174092,0:00:02.031865,0
gene_364,-289.1150011972321,-383.6595157977031,94.54451460047096,0:00:08.435777,0
gene_365,-10281.048407136606,-28288.593069529215,18007.54466239261,0:00:01.804386,0
gene_366,-281.6450844890032,-297.31327241745197,15.668187928448788,0:00:07.805158,0
gene_367,-4285.1893990067065,-8195.891451265486,3910.70205225878,0:00:02.758776,0
gene_368,-138.1701013496027,-136.12525964522814,-2.044841704374562,0:00:11.924938,0
gene_369,-24829.875392476588,-43950.758440608995,19120.883048132408,0:00:02.237101,0
gene_370,-460.4389896722702,-639.5569877549209,179.11799808265067,0:00:04.787796,0
gene_371,-18720.763128664603,-35890.85027247833,17170.08714381373,0:00:01.996997,0
gene_372,-211.2382827240066,-276.2580035452234,65.0197208212168,0:00:08.433964,0
gene_373,-47496.92986344218,-86615.0558185518,39118.12595510962,0:00:01.848043,0
gene_374,-499.34289670008906,-679.9857953097614,180.6428986096724,0:00:08.715447,0
gene_375,-12483.094142822265,-71501.66063561602,59018.566492793754,0:00:02.305374,0
gene_376,-299.980040189324,-328.33849402168323,28.35845383235926,0:00:08.227426,0
gene_377,-24586.978217537675,-94838.29133582946,70251.31311829179,0:00:02.066586,0
gene_378,-407.22037752032884,-541.0843296811233,133.8639521607945,0:00:06.711842,0
gene_379,-9858.295848775113,-35479.54099693812,25621.24514816301,0:00:02.178249,0
gene_380,-479.09380067122595,-485.1682638065005,6.074463135274527,0:00:03.887165,0
gene_381,-12472.887879434882,-110819.29555203095,98346.40767259606,0:00:03.715010,0
gene_382,-371.64835493849483,-469.72514642129903,98.0767914828042,0:00:12.317966,0
gene_383,-9315.136978423487,-85375.44760988,76060.31063145651,0:00:03.543007,0
gene_384,-293.9470706832067,-368.6353960766152,74.68832539340855,0:00:08.340543,0
gene_385,-28157.287296482667,-77353.2359819923,49195.94868550963,0:00:01.917700,0
gene_386,-1379.1630834662344,-2283.1289835911616,903.9659001249272,0:00:04.058207,0
gene_387,-3241.4475428072183,-63443.3313269109,60201.88378410368,0:00:12.576667,0
gene_388,-597.4652281838503,-991.1959537753062,393.7307255914559,0:00:06.978463,0
gene_389,-2040.3135757324399,-35716.89567476154,33676.582099029096,0:00:03.556948,0
gene_390,-426.62563096019574,-665.3936498706692,238.76801891047342,0:00:04.200424,0
gene_391,-24078.643468660724,-111298.93457729633,87220.2911086356,0:00:01.383931,0
gene_392,-3003.677342914762,-4299.854707510848,1296.1773645960861,0:00:03.683899,0
gene_393,-21178.341112152873,-60861.023333772995,39682.682221620125,0:00:02.300357,0
gene_394,-1176.3862106487506,-1460.7306600408883,284.3444493921377,0:00:04.508424,0
gene_395,-11800.092609107976,-44248.49734352289,32448.404734414915,0:00:02.682427,0
gene_396,-659.2012157048931,-714.9519505288255,55.75073482393236,0:00:07.635810,0
gene_397,-4716.821178201709,-22050.206364217644,17333.385186015934,0:00:02.795712,0
gene_398,-175.49672055781892,-172.58746753814498,-2.9092530196739403,0:00:08.058587,0
gene_399,-5504.651739599879,-13523.219349775607,8018.567610175728,0:00:03.169927,0
gene_400,-155.88567276965742,-152.76360851976713,-3.122064249890286,0:00:05.200671,0
