"","V1"
"1",19.6700000000003
"2",2.71999999999999
"3",4.46999999999995
"4",4.18999999999996
"5",17.81
"6",5.86999999999992
"7",15.9099999999997
"8",3.24999999999997
"9",3.43999999999997
"10",19.6800000000003
"11",3.72999999999996
"12",16.4299999999998
"13",5.03999999999994
"14",9.66999999999984
"15",13.2199999999998
"16",10.1599999999998
"17",2.76999999999998
"18",10.9599999999998
"19",12.3899999999998
"20",13.9999999999997
"21",2.71999999999999
"22",3.35999999999997
"23",12.2299999999998
"24",2.86999999999998
"25",15.7899999999997
"26",18.6200000000001
"27",0.920000000000001
"28",15.9499999999997
"29",2.54999999999999
"30",6.9199999999999
"31",1.67
"32",2.87999999999998
"33",4.07999999999996
"34",2.95999999999998
"35",4.59999999999995
"36",14.8299999999997
"37",0.71
"38",2.59999999999999
"39",1.54
"40",1.84
"41",2.61999999999999
"42",15.9799999999997
"43",2.63999999999999
"44",16.5299999999998
"45",2.68999999999999
"46",2.75999999999999
"47",6.44999999999991
"48",3.61999999999997
"49",19.8500000000003
"50",2.99999999999998
"51",11.5899999999998
"52",2.59999999999999
"53",3.54999999999997
"54",0.67
"55",7.66999999999988
"56",3.06999999999998
"57",2.80999999999998
"58",3.23999999999997
"59",3.12999999999998
"60",1.59
"61",5.95999999999992
"62",2.89999999999998
"63",2.71999999999999
"64",12.3499999999998
"65",2.18
"66",14.6499999999997
"67",2.02
"68",19.8200000000003
"69",10.9999999999998
"70",12.8899999999998
"71",8.48999999999986
"72",3.70999999999996
"73",2.87999999999998
"74",3.23999999999997
"75",0.840000000000001
"76",1.91
"77",3.05999999999998
"78",3.29999999999997
"79",9.73999999999984
"80",3.95999999999996
"81",9.91999999999983
"82",0.78
"83",3.65999999999997
"84",1.43
"85",3.33999999999997
"86",19.0300000000002
"87",19.8200000000003
"88",2.69999999999999
"89",4.91999999999994
"90",10.3899999999998
"91",15.0699999999997
"92",1.68
"93",6.07999999999991
"94",11.8699999999998
"95",1.95
"96",5.16999999999993
"97",0.68
"98",6.10999999999991
"99",19.1400000000002
"100",19.3300000000002
"101",2.87999999999998
"102",4.35999999999995
"103",16.3399999999998
"104",1.98
"105",3.17999999999998
"106",2.75999999999999
"107",10.9399999999998
"108",2.07
"109",9.57999999999984
"110",14.1799999999997
"111",12.1699999999998
"112",2.27
"113",15.8799999999997
"114",1.79
"115",1.64
"116",2.59999999999999
"117",2.74999999999999
"118",14.4199999999997
"119",5.50999999999993
"120",2.87999999999998
"121",3.42999999999997
"122",1.8
"123",3.05999999999998
"124",0.67
"125",13.2299999999998
"126",10.3899999999998
"127",1.62
"128",14.0699999999997
"129",2.48999999999999
"130",5.23999999999993
"131",12.6499999999998
"132",16.7299999999998
"133",5.91999999999992
"134",2.71999999999999
"135",3.02999999999998
"136",2.82999999999998
"137",7.84999999999988
"138",2.91999999999998
"139",2.86999999999998
"140",2.77999999999998
"141",1
"142",3.33999999999997
"143",2.1
"144",9.09999999999985
"145",2.92999999999998
"146",3.26999999999997
"147",3.09999999999998
"148",2.63999999999999
"149",8.36999999999987
"150",3.05999999999998
"151",0.66
"152",8.68999999999986
"153",2.76999999999998
"154",5.83999999999992
"155",2.73999999999999
"156",2.48999999999999
"157",0.890000000000001
"158",11.6199999999998
"159",2.67999999999999
