"","V1"
"1",20.6451258913998
"2",17.5096518192573
"3",20.8626084596648
"4",25.7033075261605
"5",21.5047450002316
"6",12.1291456964209
"7",7.06277413986346
"8",9.94460321202587
"9",21.2693824992755
"10",27.0948307171963
"11",7.1312667735287
"12",17.9232033344337
"13",7.33433041794126
"14",1.24372728778719
"15",14.2751623818452
"16",25.9184603000637
"17",23.848775782676
"18",19.3207082626921
"19",18.0936121622862
"20",11.8501178044602
"21",12.9017156556618
"22",25.3230630474236
"23",26.4935310671068
"24",8.14360179110936
"25",17.4895993240316
"26",14.0067054186779
"27",7.6299233449297
"28",22.4052865052002
"29",25.3193628853016
"30",27.3839440779252
"31",19.0948902770804
"32",20.9267466877219
"33",17.1962691025518
"34",13.0979888157769
"35",20.7886034196108
"36",20.3752846802943
"37",2.33802058780963
"38",30.3121704819847
"39",1.3678035092851
"40",17.5746278655032
"41",27.2195235684117
"42",6.59103323462627
"43",27.2442347742545
"44",14.3484251372453
"45",29.5589049817168
"46",7.32579477724961
"47",8.34366928696644
"48",20.6858948578888
"49",18.7692136576836
"50",20.0302642613493
"51",28.1104171467689
"52",27.6736511289094
"53",17.9058469252058
"54",24.0866909356535
"55",15.4670379975334
"56",1.00410869851494
"57",8.9003226402781
"58",13.4761130868842
"59",7.26560518665112
"60",26.5058267247557
"61",0.88248499657768
"62",13.828295044504
"63",26.022096338167
"64",12.8853678019032
"65",21.7230835365007
"66",7.34827418117652
"67",8.39415006245694
"68",3.64573888738767
"69",30.3405947767686
"70",0.443478928777483
"71",11.8328251251362
"72",23.7671848243507
"73",26.4817503657806
"74",18.4981079667096
"75",3.48042204461755
"76",14.3357849821291
"77",15.9608646005563
"78",22.3079107206092
"79",19.0783076967956
"80",7.19922684781939
"81",22.7493075377676
"82",17.6830319728161
"83",19.6048034506696
"84",7.36761750369121
"85",3.12100026260566
"86",21.0414684754446
"87",27.5383451237359
"88",25.3974329587627
"89",21.2866188348981
"90",25.8402850677154
"91",21.3120632822124
"92",27.5825491080428
"93",24.9325232504643
"94",0.376386533549625
"95",3.91507258428313
"96",17.1471755449489
"97",22.2830600069609
"98",29.6929112142561
"99",13.7412121321942
"100",27.3295283648248
"101",7.20944075460869
"102",26.6579639741938
"103",27.2868257010236
"104",25.6704344631147
"105",25.9930380506743
"106",9.21864525404813
"107",3.57767185842132
"108",24.5428085164117
"109",0
"110",2.53446762460813
"111",18.255731432667
"112",21.0212864416581
"113",19.8684136678968
"114",26.9176502176012
"115",27.4420791732245
"116",8.72882071118541
"117",18.6713388558155
"118",21.8271009009778
"119",16.3515907641178
"120",24.8629849026826
"121",0.246853205077183
"122",21.8264975915489
"123",9.10917845997007
"124",16.538336676706
"125",22.0924300768258
"126",12.1387520382645
"127",17.9092704649735
"128",9.10390398602093
"129",7.87483230219867
"130",13.0460745488284
"131",30.3297662607553
"132",17.041606610062
"133",26.8757203717963
"134",8.72882071118541
"135",25.3782300714224
"136",3.02146156803719
"137",30.2173970964577
"138",20.5678656705871
"139",18.7354014310619
"140",26.9345345593072
"141",20.48750632691
"142",29.5633752167935
"143",22.4414436569329
"144",19.4813508194368
"145",29.3006437492288
"146",24.4835330567677
"147",19.5042682705084
"148",29.405278974955
"149",5.03733210614998
"150",26.0207030737146
"151",12.0210448213202
"152",24.1639901177524
"153",25.6090559925455
"154",29.0258032143701
"155",25.5134755737089
"156",11.8801957110595
"157",14.8756303926969
"158",18.3551587271455
"159",0.511909150029911
"160",19.7008795292124
"161",27.4534801403836
"162",24.8617179088593
"163",22.5568047271151
"164",11.1273885829272
"165",17.4654116016423
"166",16.9691320915946
"167",16.8812154753649
"168",3.71089227866855
"169",30.1627160036847
"170",22.8877489209567
"171",7.23385642746829
"172",4.41988366956982
"173",0.369909877052445
"174",18.9204187026132
"175",29.0388428680291
"176",21.8107789829255
"177",26.8027476627298
"178",22.6851062879505
"179",24.7127992448595
"180",20.9370745097156
"181",21.0808091554381
"182",24.6905602441219
"183",2.19619854332771
"184",27.9725541846035
"185",17.3861587855106
"186",25.1937084166679
"187",3.38223736440458
"188",13.6589807054409
"189",30.3000242960519
"190",25.1012365215174
"191",19.5036080869873
"192",12.2512846873935
"193",13.9606298837446
"194",20.9596801990078
"195",3.51101244116084
"196",19.4116319558299
"197",26.4108626600056
"198",0.0568427857446772
"199",0.0426684105749422
"200",28.948396645707
"201",29.6574176480643
"202",0.401590647106741
"203",26.7636145370537
"204",2.52481852109383
"205",28.2683583280723
"206",28.8493873973903
