"","V1"
"1",14.4352430554704
"2",1.92363600123921
"3",21.9050124234054
"4",16.5447074372285
"5",17.4613991799166
"6",16.7310149776691
"7",16.9235425279675
"8",0.165540205691992
"9",0.424602422305038
"10",21.0629834331742
"11",23.3386548455005
"12",21.7421090176322
"13",22.5448431321539
"14",16.7749647072261
"15",16.0190211162282
"16",19.3878680861017
"17",3.56472531186105
"18",21.6302351265984
"19",18.9124027840461
"20",18.7578085507758
"21",7.11602498232118
"22",0.266023970793105
"23",15.125608111263
"24",1.76334192112454
"25",15.4763015284367
"26",17.944308792525
"27",10.8145887630104
"28",19.9094151341515
"29",2.43050554252629
"30",16.4205036371351
"31",3.20804460684367
"32",0
"33",22.9799113578904
"34",11.6549746390224
"35",18.6721302873714
"36",17.0905336024866
"37",11.0653080623418
"38",8.24412115870915
"39",10.0668096319837
"40",10.7404644628575
"41",2.4491944615162
"42",21.2734456964828
"43",0.736462059400689
"44",15.9957893088755
"45",2.3838994585911
"46",1.10157751495899
"47",16.1580230574475
"48",24.1706220297515
"49",14.7378232191458
"50",10.1114325522026
"51",19.3889489933403
"52",2.45176754095691
"53",12.9335680179128
"54",12.1677621617414
"55",15.3587942567689
"56",0.756273113619988
"57",7.11602498232118
"58",12.9216578378184
"59",2.86118644791724
"60",7.4004981205733
"61",15.6761562422689
"62",1.98848069084315
"63",1.4735098479438
"64",16.4468173677678
"65",11.6030354964847
"66",17.8164571221013
"67",7.11137494735323
"68",17.574543988655
"69",16.4582134143996
"70",15.8373793481003
"71",21.1716620184203
"72",0.280700994616371
"73",24.2688382475683
"74",0.945783205507346
"75",11.3932763196801
"76",10.5094580134613
"77",0.660140997394839
"78",1.88423682065275
"79",18.6721302873714
"80",23.5094359039196
"81",18.0306268185674
"82",11.589430138469
"83",0.218440380939064
"84",11.3242086279399
"85",0.991845530793934
"86",19.1296910671705
"87",21.7802365141737
"88",3.2906870864813
"89",21.1894279650727
"90",17.2131839660708
"91",17.8594321734209
"92",4.5497423786171
"93",14.5550443822468
"94",22.1465304984991
"95",9.10343979557009
"96",21.1616016294925
"97",11.7774183474899
"98",19.4743397933013
"99",19.8131477480833
"100",19.9929163448413
"101",2.53597922293181
"102",15.3993769391801
"103",19.4012979853085
"104",3.89098755128231
"105",4.35921458189023
"106",2.44015068837207
"107",16.9366071586602
"108",7.66948857005025
"109",18.6721302873714
"110",15.0257698041843
"111",20.3501989891226
"112",8.71476763707479
"113",17.93959077199
"114",5.80968104306317
"115",10.8231288250477
"116",3.02408574936316
"117",2.48097241664316
"118",16.0765610458326
"119",21.5935354284821
"120",1.10571766434909
"121",24.5394581232246
"122",8.34045243602738
