Sample,pseudotime
aE17.5_2_09,0.0
aE17.5_2_16,0.00536344369817967
aE17.5_1_11,0.02245400144734043
aE17.5_3_07,0.022891404616948812
aE17.5_4_06,0.03022185254975612
aE17.5_3_04,0.03752336473443606
aE17.5_2_11,0.05536796750862697
aE17.5_1_25,0.07285999382856925
aE17.5_4_01,0.08035289376763453
aE17.5_4_03,0.0830490662085672
aE17.5_4_05,0.09587210771541159
aP0_1_13,0.0981808678321416
aE17.5_3_06,0.10317353369591835
aE17.5_2_07,0.10817682219891242
aP0_3_01,0.11396936976899046
aE17.5_2_21,0.11672232961127461
aE17.5_2_02,0.11699003143983891
aE17.5_2_14,0.12547992276830516
aP0_3_08,0.12667858572863808
aE17.5_1_28,0.13259668967237484
aE17.5_1_05,0.13360446536288142
aP0_1_21,0.1398431956381561
aE17.5_2_01,0.14042871486191869
aP0_3_03,0.14090773747425422
aP0_3_07,0.15264697360462234
aP0_2_11,0.15773813672037154
aE17.5_2_20,0.16907632647022103
aE17.5_1_02,0.16923895332149536
aE17.5_3_02,0.17500044514762278
aE17.5_1_04,0.17879314941295818
aE17.5_1_06,0.17882996758828518
aE17.5_1_19,0.17994421081293466
aE17.5_1_16,0.1856016136295599
aE17.5_4_04,0.188246297519417
aE17.5_2_15,0.1907843237404762
aE17.5_1_24,0.19104494246257347
aE17.5_2_06,0.1973746967929619
aE17.5_4_02,0.2040267880436655
aE17.5_2_18,0.21275170446208835
aE17.5_1_20,0.21505079572846547
aP0_1_18,0.21583391361080667
aE17.5_2_04,0.218577906131165
aP0_2_08,0.22394710265819534
aP0_3_13,0.23539905264411792
aP0_3_05,0.23750588499546582
aE17.5_1_12,0.23750647134938857
aP0_2_02,0.2393958415090159
aE17.5_1_17,0.2396746432757915
aE17.5_1_27,0.23979938724789213
aE17.5_2_08,0.2460586668951858
aE17.5_2_03,0.24680103901116587
aE17.5_1_21,0.24904390843936774
aP0_1_14,0.2509066670433497
aE17.5_1_03,0.2510202919326397
aE17.5_2_19,0.25497219779352776
aE17.5_3_05,0.255037942095856
aE17.5_1_13,0.2570321505084316
aE17.5_1_09,0.26601476156600873
aP0_3_11,0.28069949329938304
aE17.5_3_08,0.2854466162014915
aE17.5_1_14,0.2899200938325661
aE17.5_1_30,0.29158871010123283
aE17.5_2_12,0.297346538254648
aE17.5_1_18,0.29944968743992456
aE17.5_1_26,0.300505730575942
aE17.5_1_01,0.3014055657653457
aP0_1_06,0.3033068948683796
aP0_1_12,0.3034674195431417
aE17.5_2_17,0.3062681281132044
aP0_1_08,0.30750211384501064
aP0_1_03,0.31577975882250076
aE17.5_3_01,0.3163661575306461
aE17.5_3_03,0.32094456018615847
aP0_1_02,0.321524053934448
aE17.5_1_08,0.3220230811603233
aP0_3_09,0.32238601846522863
aE17.5_1_10,0.32439226055815484
aP0_3_12,0.3255162338196126
aE17.5_2_05,0.33096340091924753
aP0_1_20,0.3333644943082532
aE17.5_2_13,0.33874865957289224
aP0_1_01,0.34028999766765117
aE17.5_1_22,0.34102843297603275
aE17.5_1_29,0.34116330446904564
aP0_3_02,0.34132064410467794
aE17.5_1_07,0.3419241787032583
aP0_3_14,0.342015039389885
aE17.5_2_10,0.3518633036035707
aP0_2_07,0.36443689565071813
aP0_2_04,0.3694178215226201
aP0_2_09,0.37402961320092576
aE17.5_1_23,0.3828570646891176
aP0_3_04,0.38626656742835985
aP0_2_05,0.3866585048996906
aE17.5_1_15,0.39753949908918057
aP0_1_04,0.39839888734374684
aP0_1_15,0.41102615645285895
aP0_1_10,0.42509776838854996
aP0_1_19,0.4299199919915752
aP0_2_03,0.43672925143214214
aP0_1_09,0.4414288950445023
aP0_2_06,0.4594056565308255
aP0_3_06,0.4615642597149477
aP0_3_10,0.4762059319801799
aP0_2_10,0.4864171489511643
aP0_1_07,0.4882082204799677
aP0_1_17,0.49537044295897453
aP0_1_11,0.5215028342512774
aP0_1_16,0.522500837672464
aP0_2_01,0.5312794862801833
aP0_1_05,0.5494780375304865
aP15_1_08,0.561765738138403
aP9_3_07,0.626853447334357
aP15_1_21,0.6315016148812498
aP15_1_14,0.6417088556208046
aP9_2_09,0.667886527419822
aP9_4_11,0.6808699730095188
aP9_4_14,0.6964804962748439
aP9_2_05,0.7025546216622935
aP15_2_15,0.7057401209275934
aP9_4_12,0.7084215320222175
aP18_1_01,0.7180740787236957
aP9_2_08,0.7194314928118569
aP9_2_15,0.7274374088522435
aP18_1_16,0.7280212087961294
aP15_1_24,0.7403229973366339
aP18_3_01,0.7421202707948729
aP9_2_19,0.7496068633301763
aP15_1_02,0.7520648090642967
aP9_3_03,0.7534484903750243
aP15_2_19,0.7565179823714329
aP9_2_02,0.7570026747007846
aP9_3_04,0.763635552418645
aP60_5_09,0.7640690040536824
aP15_2_21,0.7654553866966621
aP9_4_10,0.7674844090491624
aP9_2_20,0.7693709219203632
aP15_1_06,0.7774786834250337
aP9_2_01,0.7776948410915769
aP9_3_02,0.7792138116075018
aP15_1_04,0.780220501524407
aP9_3_05,0.7849774561570916
aP9_2_04,0.7862713618851745
aP9_2_12,0.7925933080323933
aP15_2_04,0.7941661867358639
aP18_3_11,0.7966248933248136
aP15_1_20,0.7979226996452559
aP18_1_18,0.7982391007167695
aP60_3_12,0.7994612046183316
aP9_2_17,0.8006178272012104
aP15_1_22,0.801408629591773
aP15_1_07,0.8021428556040383
aP9_2_16,0.8033291973430207
aP18_2_11,0.8060046182520342
aP9_2_07,0.8063328855758449
aP9_2_03,0.8069871805890104
aP15_1_18,0.8079008561564996
aP18_1_04,0.8080823206424329
aP9_4_04,0.8081580360584361
aP9_3_01,0.8095877295325197
aP9_2_10,0.8122951538036214
aP15_2_16,0.8122952860813164
aP9_2_22,0.8144217735561271
aP15_1_17,0.8159375309182153
aP9_3_08,0.8170239514785723
aP18_2_09,0.8197049558864785
aP60_1_02,0.820800406154951
aP60_5_07,0.8247257838091849
aP60_4_16,0.826564397688196
aP9_2_06,0.8286473172632274
aP9_2_11,0.8287289249795329
aP15_2_12,0.8290751211345284
aP15_1_16,0.8331993182887173
aP15_2_14,0.8342618225200559
aP60_1_20,0.8370995281049266
aP60_1_14,0.8372707171352531
aP9_4_06,0.8380256978926797
aP18_1_14,0.8384596737651577
aP18_1_10,0.838984155942245
aP18_1_03,0.839084422411877
aP15_2_18,0.8401442174475877
aP60_5_10,0.8402756246005074
aP60_2_08,0.8404378510287936
aP60_1_07,0.8420691385746856
aP18_1_05,0.8423823304217253
aP18_2_02,0.8425242195008253
aP15_1_01,0.8430306786861762
aP15_1_12,0.8435018819503719
aP60_3_11,0.8435399708165054
aP18_1_11,0.8437793723469738
aP60_1_19,0.8443397461370546
aP15_1_03,0.8448332117010638
aP15_2_17,0.8452955761079194
aP15_2_11,0.8453153779384411
aP9_4_02,0.8454937469235633
aP60_5_02,0.8456813445309078
aP18_1_09,0.8475119164691925
aP18_1_07,0.8478932831642437
aP15_2_09,0.8502415328788949
aP60_4_06,0.8502911302765126
aP60_1_04,0.8506634335918323
aP9_2_18,0.8519130399541499
aP18_3_02,0.8521665675250496
aP9_3_06,0.852411460137659
aP15_2_02,0.8625209323336982
aP60_3_15,0.8627147420821715
aP60_2_15,0.865608588792852
aP9_4_09,0.8665960159552517
aP18_3_10,0.8669350957553263
aP18_2_07,0.8671600827464362
aP15_2_20,0.867989766943882
aP60_1_03,0.8697032465976458
aP60_4_14,0.870841960149608
aP18_3_05,0.8715144673172869
aP60_2_05,0.871662200763114
aP18_2_06,0.8726503384844999
aP15_2_05,0.8727353763531178
aP60_5_11,0.8759798114093074
aP60_1_15,0.8764578663614303
aP18_3_04,0.878111128661486
aP60_2_11,0.8815956021722672
aP60_3_02,0.8823920582880374
aP9_4_13,0.8827792383985276
aP60_4_02,0.8836310542130877
aP15_2_10,0.8859378481976087
aP9_2_21,0.8861474968306053
aP60_3_07,0.8861882831647304
aP60_4_08,0.8866325973440182
aP9_2_13,0.8871196199714771
aP60_1_09,0.887326833924822
aP18_2_04,0.8878573997784522
aP9_2_14,0.8891465150134941
aP18_1_06,0.8893292841641086
aP60_1_05,0.8901616560735658
aP60_4_09,0.8903660408159895
aP60_5_04,0.8919672405525011
aP18_2_13,0.8930388817426324
aP18_3_09,0.8930409949260105
aP60_2_02,0.8938632815145163
aP60_2_13,0.89387312989722
aP15_1_13,0.8943454840229342
aP9_4_03,0.8956362034749519
aP60_3_01,0.8958069240275874
aP18_2_08,0.8961277762626065
aP18_2_03,0.8971406244813958
aP60_1_12,0.8985075886927036
aP60_3_14,0.8991737053587368
aP15_2_13,0.9030705710315013
aP18_2_12,0.9036176927179245
aP60_2_07,0.9038773114753326
aP15_1_23,0.9043929443973813
aP60_2_12,0.904425607506448
aP18_2_01,0.906345158585077
aP9_4_15,0.9065890948140476
aP15_1_10,0.9078650482463725
aP18_3_07,0.908480808757169
aP60_1_08,0.908550852475199
aP9_4_05,0.9096467160149786
aP60_4_11,0.9097603608300902
aP18_1_15,0.9098744916352952
aP60_4_01,0.9099190434568034
aP60_5_06,0.9102762938996504
aP15_1_11,0.9103195953700356
aP60_4_12,0.9105799947639405
aP60_4_07,0.9117944947812942
aP60_2_16,0.9118913182921464
aP9_4_08,0.9128086329517426
aP18_2_05,0.9128266253502512
aP9_4_07,0.9146807957111834
aP60_1_06,0.9158919472511682
aP60_1_17,0.9166966750382054
aP18_1_02,0.9168795770012803
aP18_1_08,0.9169132672132149
aP18_2_10,0.9173238693063406
aP18_1_19,0.9182093730821707
aP60_4_15,0.918242035410015
aP60_2_01,0.9183107982859972
aP60_1_18,0.9186890147016658
aP15_1_19,0.9196032457508421
aP15_2_06,0.9205791323981402
aP15_2_03,0.9212827765801516
aP60_2_04,0.9223561295727452
aP15_2_07,0.9228762836195568
aP15_2_08,0.9253983447700721
aP60_5_01,0.9257943212263829
aP60_3_06,0.9258294740912817
aP18_1_13,0.9261572770946208
aP60_3_04,0.9262415240359966
aP60_5_15,0.9267042507068457
aP60_4_05,0.9269179237606044
aP15_1_05,0.9273095624887642
aP60_2_06,0.9287938376896675
aP18_3_06,0.9291241062262937
aP18_1_12,0.9314613181052654
aP60_3_13,0.9324379933128876
aP60_3_10,0.933897774856759
aP60_4_04,0.9347164495982896
aP18_3_08,0.9380288662661964
aP60_5_14,0.9382759577269417
aP9_4_01,0.9396390533853093
aP60_2_14,0.9396595371532461
aP60_3_03,0.9404511329542219
aP18_3_03,0.9404976532097553
aP60_4_13,0.9406452840550388
aP60_5_13,0.9429457212699816
aP60_4_10,0.944769829639074
aP60_2_10,0.9465536958745049
aP60_4_03,0.9470558776532355
aP60_5_08,0.9489861360500115
aP15_2_01,0.9494917430658634
aP60_1_16,0.9503069448599039
aP60_5_12,0.9510625591375563
aP15_1_09,0.9521048104149802
aP60_3_09,0.9537721501243721
aP60_2_09,0.954711984282661
aP60_5_03,0.9572257749290926
aP60_1_01,0.9575368059986389
aP60_2_03,0.9601764126356775
aP18_3_12,0.9623255075711048
aP60_1_11,0.9652626233221399
aP60_3_05,0.9732458151231095
aP15_1_15,0.9742887513977363
aP60_1_13,0.9763040385395684
aP60_3_08,0.9801497114097426
aP60_5_16,0.9833216225992455
aP18_1_17,0.9847018167470251
aP60_1_10,0.9966170106892878
aP60_5_05,1.0
