"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SPAC212.11",10.5707059866856,-0.271047057663751,0.799453023549969,14.8541471054583,0.0110040672369726,0.0226319319160412
"SPAC212.09c",52.9521738500202,0.755719376864797,0.392674818483513,17.1223811253483,0.00427345170939572,0.00967330919708292
"SPAC212.04c",21.0065706268992,0.449739921042202,0.491735801577168,17.0835909627667,0.00434396266171408,0.0098225878394081
"SPAC212.01c",0.937524663306225,-0.44936834572605,2.18983561770736,2.50599500001634,0.775591942778406,0.825032575599234
"SPNCRNA.601",8.99643845724093,-0.195977254390026,0.845544558395099,1.51318441141937,0.911543340284143,0.93336719384097
"SPAC977.11",65.9852283885354,-0.205778124105626,0.284294873711948,8.33454279809715,0.138736653283616,0.201929526009824
"SPAC977.13c",38.1592592396564,0.324065455145014,0.491695103560225,116.994899775993,1.35843039273511e-23,2.83907555866775e-22
"SPAC977.15",49.1736928961742,-1.14921779183879,0.347571050794602,75.9599312277189,5.86465921726766e-15,6.41931681781603e-14
"SPAC977.16c",85.2917165461915,-2.03026922461542,0.3552484491235,69.2667749428577,1.45608757199413e-13,1.38323457057668e-12
"SPNCRNA.76",3.32801941684721,-0.125384529740445,0.928927092806101,2.0283802552071,0.845204317182169,0.880467429449333
"SPNCRNA.603",1.06098428031322,-1.59855425403927,2.59332236906697,4.97811396001992,0.418557034059014,0.505146949346498
"SPNCRNA.607",54.3371609709034,0.526743644832213,0.373176851117656,90.8226975272326,4.513121007062e-18,6.59405779719601e-17
"SPAC1F8.06",61.6498601475937,0.542493826411044,0.487102232419994,25.6729455851876,0.000103258097746114,0.000332588925308931
"SPAC1F8.08",69.1207402462872,-0.472966137435818,0.310296316891154,13.2788681728825,0.0209010143680326,0.0395838823587274
"SPAC11D3.19",14.2763922323505,-0.926478416146962,0.699024002940177,11.3756544410079,0.04442010928715,0.0762330762095175
"SPAC11D3.01c",335.662599406941,1.83514884645393,0.52821503695717,31.6820182681409,6.86778362323292e-06,2.67020750384336e-05
"SPNCRNA.608",51.8729931240476,-0.146190205085486,0.527090512181589,0.540327094661052,0.990572165315269,0.992878324321901
"SPAC11D3.02c",471.627891750919,-0.846019059864413,0.199130538952136,51.7867433550608,5.96630889507924e-10,3.89196190347694e-09
"SPAC11D3.03c",26.9087411313121,0.230558664190819,0.652965454789832,4.13489244054884,0.530162870256561,0.610410379054532
"SPAC11D3.05",304.110778185575,0.0753267692659382,0.238033397869168,193.541972082826,6.83267126790474e-40,2.96143564081401e-38
"SPAC11D3.07c",315.213182656398,0.0160257208544133,0.144417357168888,111.509411440269,1.96542216392595e-22,3.86972449226639e-21
"SPAC11D3.08c",209.511325136829,-0.675882176863762,0.220071233073662,158.17804463434,2.42004032710564e-32,8.0559899136331e-31
"SPAC11D3.11c",146.797977598035,-0.0548187900097982,0.256675403009174,10.3064319575817,0.0670038869277952,0.108584969078971
"SPAC11D3.14c",157.026620974736,-0.441569152756293,0.1678387995248,20.0207919905793,0.00123855247542967,0.00317403646282731
"SPNCRNA.609",109.315782171401,0.106060974406114,0.364946987124841,17.5886934505494,0.00350861460795762,0.00807794407778621
"SPNCRNA.610",1.87808189901107,1.54877706451687,2.23788390500292,3.38347146876876,0.641088466274274,0.709537157703386
"SPAC11D3.16c",128.458120639118,-0.189173453578102,0.266934661906845,65.2731070372556,9.83667890885343e-13,8.51545206345515e-12
"SPAC11D3.18c",25.635357081298,-0.0279519764312026,0.527049328651325,2.39565616434135,0.792120827389732,0.838197002012598
"SPNCRNA.612",43.8018107626951,0.435674138332195,0.626115589487444,2.8666812666884,0.720530586739687,0.777845193621757
"SPAC5H10.01",26.358170467602,0.29206734775255,0.41739975745051,7.40997794126244,0.191891041246156,0.266993685136079
"SPAC5H10.03",2506.63735339829,-0.897258656791319,0.118337508912322,170.122462816184,6.87026698267349e-35,2.5209195553469e-33
"SPAC5H10.04",58.5772326536567,-0.664406724057009,0.368691678395008,24.0509036713059,0.000212276862745844,0.000642100224642932
"SPAC5H10.06c",254.237859104661,-0.356727433336454,0.225544108366568,45.3291801033611,1.24363453757011e-08,7.03274241998927e-08
"SPAC5H10.08c",345.979600549731,-0.106916943654567,0.247926404941168,5.52193884018325,0.355546204372183,0.444639308256305
"SPAC5H10.09c",113.349685362381,0.00933609487086003,0.209027446897046,4.54888504276423,0.47336955034383,0.557850466445338
"SPAC5H10.10",295.816620167117,-1.1824311498189,0.173044305873054,109.738032210109,4.65437406656476e-22,8.76325006468666e-21
"SPAC5H10.11",9.33370350347547,-0.811004536692471,0.944698801226891,11.0657620915993,0.0500915928452006,0.0846836404697134
"SPAC5H10.12c",372.322130535115,-0.0458042256889181,0.153383686080351,40.0966073499981,1.42785414464491e-07,7.10406938837969e-07
"SPAC5H10.13c",355.990124575315,-0.248388546193276,0.196329112028768,72.8313275398616,2.63595188215353e-14,2.68501218532295e-13
"SPNCRNA.617",30.5470183573457,-0.396622704482198,0.514491161107116,4.71453771902412,0.451701649767748,0.536229642316198
"SPAC13G6.01c",1262.26318625921,-0.0114567459201004,0.105032777994255,58.6438862728847,2.31641566163337e-11,1.75993086386215e-10
"SPAC13G6.03",436.865473085861,-0.139400638325465,0.172771896840992,37.0880559450574,5.75089382998989e-07,2.63212419235115e-06
"SPNCRNA.618",11.9870678525189,0.8550886875984,0.813633147694532,14.521608012587,0.0126144933356403,0.0255134350020561
"SPNCRNA.620",3.58197158919253,1.09892060611064,1.59672884762771,18.8548134960869,0.00204555624192867,0.00503054158810942
