,GSM1368273,GSM1368274,GSM1368275,GSM1368276,GSM1368277,GSM1368278,GSM1368279,GSM1368280,GSM1368281,GSM1368282,GSM1368283,GSM1368284,GSM1368285,GSM1368286,GSM1368287,GSM1368288,GSM1368289,GSM1368290
SPBC3B9.22c,85.4048080930296,83.2022385275837,87.6678010081353,40.0095151749319,98.67528549435092,93.91681809683041,62.1947907890973,95.09693880999659,89.2007875601231,86.7701629829437,84.92265110008199,67.45623318497421,126.85351419103701,78.9115107602485,65.4499312627398,108.15228181997699,70.4685782556259,109.114230196868
SPBC3B9.13c,7313.972870855841,7481.89826759408,6047.540237964699,9307.66812115006,7795.347554053721,7826.401508069201,7330.2048720609,7106.08429716438,6142.7406544489695,5265.86426602739,5663.85401063031,5193.2760788735795,6036.44971032634,7114.261695441559,6274.7091508741505,6090.591492728149,5832.8067762673,5368.42012568589
SPBC3B9.18c,300.696095160875,336.590874043407,304.530256133523,441.559558385157,345.36349923022794,326.96966300378,354.87615920837897,430.003549401724,328.170798677984,354.31149884702006,375.390572378706,384.24436624352404,345.817223399769,325.648910602152,333.309835134323,361.07533458008,339.321523556981,328.491261434781
SPBC215.01,1001.13413931274,824.458545409693,814.3877304176781,1006.7848909473801,990.8643251724401,897.427372925268,977.555770520399,745.6151289305529,838.046905348811,703.1998625076061,807.035639753645,786.420136245079,907.366219340983,835.795156221224,745.401994936759,849.037991925331,837.1973481891209,809.7424451451759
SPBC215.02,425.83786257496695,397.10159297255797,434.493926049092,392.093248714332,341.252029001297,410.45127908985097,414.87583973433095,341.797693114191,318.259600060192,413.96598589779404,406.76327151122103,405.591275479275,426.615640081958,343.43178626643396,359.974621945069,425.79638511801903,372.257924263415,377.879807734416
SPBTRNAASN.03,180.89212825259702,99.59055823756229,76.9015798316976,261.153017232737,397.442122130024,326.96966300378,588.289550522755,150.22559898970502,200.426460937561,305.503282169114,325.086072045537,448.285093950778,346.62520756659103,306.754605208853,327.249656313699,850.741177465803,163.916040725043,269.914148381725
SPBC215.06c,239.60793381655498,278.601435069636,243.00899226816398,225.508176440525,241.206253430636,285.228854960744,63.6581976311937,60.641526197679006,64.9734131610773,160.886343864208,139.013511673383,203.22257592435298,221.387661709198,268.965994422256,196.349793788219,256.329423841048,183.06511090320203,291.73699442109904
SPNCRNA.1658,167.251082515516,175.228956899002,154.572175461712,96.7502821502898,86.34087480755699,76.52481474556551,67.3167147364347,86.8276397830403,106.820696213975,106.65499199986799,110.345355569533,120.39656808963801,105.845925853668,68.9086431990903,106.659147242983,106.449096279505,145.53293335401,136.679930457129
SPNCRNA.1660,6.523978395995309,6.303199888453309,4.61409478990186,0.0,12.3344106867939,0.0,6.58533078943383,9.64751553144893,5.506221454328589,23.5002524745472,11.899989326126098,7.6848873248704805,2.42395250046567,6.668578374105509,7.27221458474887,5.9611493916522695,8.425590878390059,3.44571253253267
SPNCRNA.1661,11.8617789018097,5.04255991076265,12.3042527730716,29.0978292181323,12.3344106867939,29.5664056971503,66.5850113153865,48.23757765724461,35.239817307703,23.5002524745472,22.177252835053302,40.1321893632125,16.1596833364378,15.5600162062462,27.8768225748707,8.51592770236039,15.3192561425274,9.18856675342044
SPBC215.13,183.264484032959,298.771674712687,286.842892772232,286.613617798603,154.86537862307802,180.87683485315497,307.315436840245,492.023292103895,507.673618089096,271.156759321699,236.91796931105702,297.148976561659,262.594854217114,281.19172144144903,390.275516048189,258.88420215175597,386.811217598816,374.434095201883
SPBC215.14c,16.013401517443,10.0851198215253,19.2253949579244,2.18233719135992,16.4458809157252,1.73920033512649,27.073026578783498,23.429680576376,33.0373287259715,7.23084691524531,5.40908605733006,6.831010955440429,6.46387333457512,16.6714459352638,10.908321877123301,8.51592770236039,11.489442106895499,17.2285626626633
SPBC215.15,1197.44658013769,1169.8738992969302,1030.48116974475,1376.32732201766,1373.23105646305,1862.68355892047,1325.1148955183,1313.44032878155,1257.62098016865,1325.0526972187,1288.98520746175,1290.20719420881,1226.51996523563,1030.2953587993,1119.9210460513302,1015.09858212136,1072.3479299769199,939.53095053724
SPNCRNA.1662,45.07475982687671,54.2075190406985,29.222600336045105,32.735057870398805,79.48842442600491,69.5680134050596,53.414349736518794,48.23757765724461,57.2647031250173,30.7310993897926,47.5999573045045,46.1093239492229,25.047509171478602,21.117164851334103,38.785144451994,23.844597566609103,37.5321775491921,32.1599836369715
SPBC1347.02,1947.70409567715,2368.74251808075,2345.49818486678,2221.6192608044,2222.93490377552,2280.09163935083,560.484820522924,803.500222119246,610.089337139608,1001.4722977614801,706.9675476930389,911.939962551297,1953.70571537533,2664.0970604551503,2150.15144555742,2402.34320483587,2067.33361643407,2607.25581628305
SPNCRNA.1663,122.17632268863998,90.76607839372758,102.27910117615801,128.030448559782,90.45234503648831,97.39521876708339,99.5116652625556,50.994010666230004,77.0871003606002,169.924902508265,155.781678451106,173.336902994301,110.693830854599,112.254402630776,109.083218771233,117.51980229257299,97.27727650504879,105.668517664335
SPNCRNA.1664,17.199579407624,15.1276797322879,26.915552941094198,29.8252749485856,30.150781678829397,1.73920033512649,3.6585171052410197,28.9425465943468,16.518664362985803,14.4616938304906,14.063623749058198,23.054661974611395,12.1197625023284,12.225727019193402,4.84814305649925,15.3286698642487,7.65962807126369,13.782850130130699
SPBC1347.04,81.2531854773962,113.45759799216002,106.89319596605999,31.280166409492196,74.00646412076321,85.220816421198,107.560402894086,93.71872230550379,131.04807061302,113.88583891511401,83.29992528288291,122.104320828498,67.0626858462169,92.24866750845949,121.203576412481,82.60449871289579,75.8303179055105,140.125642989662
SPBC1347.06c,466.76099978620994,526.947510674697,458.333415796918,552.858755144513,428.963393885164,316.534460993021,568.533558154454,543.017302770125,562.735832632382,518.813266168851,620.422170775758,572.097167518136,465.39888008940903,481.249072664614,479.966162593425,456.45372484651705,487.152345332371,461.725479359377
SPBC1347.10,365.935879120828,323.9844742665,302.992224536889,346.99161342622705,268.616054956844,120.004823123728,386.339406313451,289.425465943468,377.726791766941,413.96598589779404,422.449621077478,400.468017262695,353.89706506798797,324.537480873135,346.64222853969596,391.73267430857805,324.76823022158,357.20553253922003
SPBC1347.14c,0.5930889450904829,1.2606399776906598,0.769015798316976,0.0,0.0,0.0,9.512144473626641,2.7564330089854105,6.6074657451942995,1.8077117288113302,1.08181721146601,0.0,0.80798416682189,0.0,0.0,2.5547783107081203,3.8298140356318395,0.0
SPBC1347.12,16.6064904625335,17.6489596876693,27.6845687394111,24.733154835412396,6.85245038155215,15.652803016138401,19.0242889472533,16.538598053912402,18.7211529447172,36.1542345762265,34.0772421611794,25.6162910829016,19.391620003725397,24.4514540383869,33.9370013954947,23.844597566609103,15.3192561425274,18.3771335068409
SPNCRNA.1667,9.48942312144773,3.78191993307199,3.8450789915848795,6.54701157407976,16.4458809157252,0.0,16.0974752630605,24.8078970808687,18.7211529447172,3.61542345762265,6.490903268796071,11.100392802590699,4.84790500093134,13.337156748211,15.756464933622599,8.51592770236039,11.489442106895499,19.525704351018398
SPBC56F2.07c,677.900664238422,602.5859093361361,512.933537477423,659.065831790696,479.67152670865,408.71207875472504,223.169543419702,264.617568862599,224.653835336606,527.851824812907,441.381422278133,457.677734014509,519.533819266475,547.934856405669,467.845804952177,444.531426063212,492.51408498225504,455.98262513848897
SPBC56F2.15,113.279988512282,138.670397545973,149.189064873493,893.303356996661,623.572984721245,612.1985179645241,2943.6428628769204,2540.05301778005,2506.43200601037,1379.2840490830401,1805.0120173310397,1182.61877166062,661.739032627128,318.98033222804696,679.952063674019,389.17789599787005,589.791361487304,329.639832278958
SPBC56F2.06,23.7235578036193,22.691519598431896,56.9071690754562,80.7464760803171,126.085087020559,168.702432507269,844.385747889626,1004.7198317751801,988.9173731974139,142.809226576095,156.322587056839,143.451230064249,82.41438501583279,61.128635095967205,86.0545392528616,45.1344168225101,95.74535089079609,79.25138824825129
SPNCRNA.1669,12.4548678469001,22.691519598431896,20.7634265545584,40.7369609053852,20.557351144656398,0.0,56.3411634207116,34.4554126123176,20.923641526448602,16.2694055593019,12.4408979318591,12.8081455414508,16.9676675032597,35.565751328562705,8.48425034887368,37.47008189038571,3.8298140356318395,13.782850130130699
SPBTRNAGLU.08,3122.0202069563,2165.77948167256,787.472177476584,3477.1905915668103,3774.32967015892,2841.85334759668,4239.48962155329,2752.29835947193,2106.68032842612,3830.5411533512,4176.35534486454,3383.9120520513,4781.65029925195,2518.49976595385,2271.3550219699,4997.14637574508,3324.27858292844,1930.7475890624698
SPNCRNA.1670,0.0,0.0,0.0,0.0,1.37049007631043,1.73920033512649,2.92681368419281,11.025732035941601,5.506221454328589,0.0,0.0,0.8538763694300542,0.80798416682189,0.0,0.0,1.7031855404720802,3.0638512285054795,0.0
SPBC56F2.05c,39.7369593210624,49.1649591299358,48.4479952939695,26.915492026772398,39.7442122130024,24.348804691770802,125.12128499924299,239.80967178172997,266.50111838950403,43.385081491471794,46.518140093038504,96.48802974559601,38.78324000745071,55.5714864508792,78.78232466811279,57.908308376050606,71.2345410627523,87.2913841574942
SPBC56F2.04,2058.01863946398,2269.1519598431896,2269.3656208334,2337.28313194648,2206.4890228597897,2582.71249766284,1421.6997470966598,1558.76286658125,1408.4914480172501,1854.7122337604198,1563.2258705683898,1818.7566668860102,2155.7017570808,2339.55957958202,2357.40956122276,2241.39217126125,2333.88867331405,2633.6729456991297
SPBC56F2.02,15123.7680998073,13285.8847248819,11409.1183838307,23751.830545030898,17277.7683920456,18943.3700501977,14601.8734704379,12285.421921048,10754.7517445946,11775.434201476999,11314.1853061173,9501.082362648209,12680.5035141027,14095.151823401002,11299.809428935601,14748.735187718,12200.255591908799,11038.9143833905
SPBC56F2.01,411.603727892795,254.64927549351398,290.68797176381696,440.83211265470396,330.28810839081297,419.147280765484,449.26590052359705,303.207630988395,365.61310456741796,363.35005749107694,393.24055636789495,321.91139127513,369.248764237604,429.01187540078797,319.97744172895,367.036483971733,410.55606461973395,315.856982148828
SPBC56F2.14,84.81171914793909,66.8139188176051,65.36634285694299,53.1035383230914,89.08185496017789,26.088005026897303,34.3900607892655,46.859361152751895,42.948527343763,61.4621987795851,68.1544843223588,70.0178622932644,69.48663834668261,80.02294048926609,49.6934663291173,62.1662722272308,77.3622435197633,68.9142506506533
SPBC1861.01c,820.2420110601379,823.1979054320019,836.6891885688701,251.696222736844,267.245564880534,201.747238874673,397.314957629174,250.83540381767202,390.94172325733,479.043608135002,354.295136755119,465.36262133937896,605.1801409495961,637.9606644560939,580.565131015785,637.8429849067929,635.749129914886,592.662555595618
SPNCRNA.1673,98.4527648850202,84.46287850527429,72.2874850417958,103.29729372437001,46.59666259455461,40.0016077079092,47.5607223681332,27.564330089854103,25.328618689911497,34.3465228474152,27.5863388923833,31.593425668912,49.2870341761353,63.351494554002294,41.2092159802436,63.0178649974669,79.66013194114241,51.68568798799
SPBC1861.02,201.05715238567402,312.638714467284,322.98663529313,133.85001440340798,111.009696181145,69.5680134050596,68.0484181574829,106.12267084593799,188.31277373803798,115.693550643925,82.2181080714169,125.519826306218,151.09303919569402,240.06882146779802,203.622008372968,181.389260060276,175.40548283193803,310.11412792794
SPBC1861.03,383.135458528452,500.474071143193,489.09404772959704,213.86904475327202,316.583207627709,302.62085831200903,301.46180947186,337.663043600712,417.371586238107,406.73513898254896,406.22236290548796,396.19863541554497,470.24678509034004,451.240469981139,533.295736214917,469.227616400057,571.408254116271,530.63973001003
SPBC1861.07,14.2341346821716,25.2127995538132,6.92114218485279,50.1937554012782,6.85245038155215,19.131203686391398,21.951102631446098,17.9168145584051,19.822397235582898,41.577369762660496,22.177252835053302,19.639156496891196,13.735730835972099,22.2285945803517,19.392572225997,22.141412026137,15.3192561425274,17.2285626626633
SPNCRNA.1676,1.18617789018097,6.303199888453309,3.0760631932679,0.0,1.37049007631043,1.73920033512649,0.0,5.5128660179708096,0.0,3.61542345762265,9.736354903194108,9.39264006373059,4.84790500093134,6.668578374105509,4.84814305649925,3.4063710809441603,0.765962807126369,4.59428337671022
SPBC1861.09,285.868871533613,354.239833731076,336.059903864519,341.172047582601,297.396346559363,443.496085457255,463.899968944561,576.09449887795,670.657773137222,318.157264270794,293.713372913022,317.64200942798,331.273508396975,305.64317547983603,370.882943822192,322.753659919459,314.044750921811,388.216945332014
SPRRNA.37,5837.77448652563,5667.83733969722,4310.33354956665,8943.945255923409,10214.262538741601,9346.46260096975,13995.291334389,6451.431457530351,4084.51507482095,5580.40610684057,9151.632700396729,8683.922677103641,8828.8429908628,5837.22893680036,6439.546014795121,6271.129160018189,8601.76232402912,4821.70040385738
SPBC14F5.05c,4961.18902568189,6000.64629380755,5248.53282351336,5608.606581795,6844.22744109428,6981.150145197729,5128.50927812686,8043.27152021942,5378.47711658816,4296.93077938452,2859.24288990467,3850.98242612954,4540.871017539021,4599.09621867477,5610.51355213375,4681.20545798751,5476.63407095354,5648.67141166522
SPBC14F5.07,1232.4388278980198,1379.14013559358,1349.62272604629,1251.20665637969,1211.51322745842,996.5617920274781,1055.11633315151,1258.31166860184,1292.86079747635,1410.01514847283,1358.76241760131,1443.9049407062198,1332.3658910893,1355.9442694014501,1379.2966995740398,1382.13506609309,1517.3723209173402,1572.3934856790697
SPBC14F5.11c,319.67494140377005,361.80367359722,319.910572099862,376.816888374813,393.330651901093,521.760100537947,548.045862365104,537.504436752154,525.293526742947,376.004039592756,318.05426017100797,337.281165924871,306.22599922549597,327.871770060188,290.888583389955,304.018618974266,330.895932678591,323.896978058071
SPNCRNA.1678,22.537379913438397,28.9947194868852,33.836695125946996,45.101635288105,50.7081328234859,20.8704040215179,13.9023649999159,13.782165044927002,8.809954326925741,18.0771172881133,21.0954356235872,26.4701674523317,33.1273508396975,27.7857432254396,27.8768225748707,26.3993758773172,22.978884213791105,34.4571253253267
SPBC3F6.04c,901.4951965375341,1091.71422068011,1022.7910117615801,945.679449589299,1016.9036366223401,1062.6514047622802,443.41227315521104,442.407497942158,603.481871394413,846.009089083701,742.6675156714169,1032.33653064093,907.366219340983,1008.0667642189501,1072.65165125046,820.935430507541,881.623191002451,1186.47368203541
SPBC342.01c,183.264484032959,258.431195426586,239.932929074897,226.23562217097802,138.419497707353,160.006430831637,139.755353420207,146.090949476227,131.04807061302,216.925407457359,188.236194795086,236.523754332125,164.82877003166598,216.728797158429,241.19511706083802,200.12430100546902,218.299400031015,220.52560208209098
SPBC342.03,1290.56154451689,1295.937897066,1254.26476705499,1217.01670704838,1185.4739160085198,1074.8258071081698,897.0683942050971,913.757542478663,1070.4094507214802,1028.58797369364,934.690070706635,1148.46371688342,1372.76509943039,1284.8127667443302,1117.49697452308,1140.28271934606,1085.36929769806,1107.22229378716
SPBTRNAASN.04,1557.4515698076098,1135.83661989929,1142.7574762990303,2606.4380522142,3789.4050609983396,1866.16195959072,2683.88814840481,1948.79813735268,1922.77253185154,2422.33371660718,2158.22533687469,2251.6719861870497,2074.09535623179,2201.7422931838396,1790.1768236123498,2897.118604343,1974.6521167717801,1380.58215470142
SPRRNA.38,814.904210554324,526.947510674697,626.747875628336,1163.18572299484,1423.9391892865399,834.8161608607151,1405.6022718335998,1014.3673473066301,1138.68659675515,963.5103514564371,1214.8807284763302,858.999627646634,1194.20059856275,1265.9184613510301,893.270358159986,1008.2858399594699,730.7285179985561,841.902428782148
SPBC342.05,302.47536199614603,265.99503529273,289.149940167183,163.675289351994,211.05547175180598,132.179225469613,286.096037629847,254.97005333115,364.51186027655297,334.42666983009497,334.822426948731,249.33189987357602,298.95414172409903,275.634572796361,324.82558478544996,331.269587621819,258.895428808713,334.234115655669
SPBC16G5.01,290.02049414924596,327.766394199572,312.220414116692,305.52720679038896,294.65536640674196,445.235285792381,250.974273419534,390.035270771435,325.96831009625197,316.349552541982,291.54973849008996,355.212569682902,243.203234213389,315.646043040994,317.553370200701,251.219867219631,295.661643550778,300.92556117451903
SPBC16G5.02c,466.16791084112,405.926072816393,417.575578486118,676.524529321576,507.08132823485903,419.147280765484,818.776128152939,603.6588289678041,690.480170372805,674.276474846625,736.176612402621,503.78705796373197,537.309470936557,373.440388949909,410.880124038311,450.49257545486506,501.705638667772,366.39409929264
SPBC16G5.03,160.13401517443,160.101277166714,143.036938486958,194.955455761486,232.983312972773,172.180833177522,239.998722103811,203.97604266492002,222.451346754875,157.27092040658502,141.177146096315,153.69774649741,159.17288086391198,120.03441073389901,138.172077110229,116.668209522337,147.830821775389,121.748509482821
SPBC16G5.07c,257.40060216927003,253.38863551582298,213.786391932119,114.936425411623,261.763604575292,286.968055295871,354.14445578733,318.368012537815,321.56333293279,180.771172881133,238.540695128256,259.578416306736,209.26789920687,185.608764745937,233.92290247608898,205.233857626885,259.661391615839,219.37703123791303
SPBC16G5.08,217.66364284820702,379.452633284889,345.288093444322,332.442698817161,290.543896177811,318.273661328147,282.43752052460604,316.98979603332197,387.637990384733,338.042093287718,283.436109404095,284.34083102020804,276.330585053087,288.971729544572,311.493191380077,298.057469582614,303.321271622042,387.068374487836
SPBC16G5.09,556.317430494873,531.990070585459,462.94751058682,314.256555555829,389.219181672162,262.6192506041,427.31479789215103,395.548136789406,393.144211839061,535.082671728153,640.435789187879,557.581269237825,563.972948441679,503.47766724496597,550.2642369126651,466.672838089349,513.961043581793,439.902633320004
SPBC16G5.10,538.5247621421589,487.867671366286,471.40668436830595,655.4286031384299,623.572984721245,699.1585347208479,529.753276838899,541.639086265633,411.865364783778,460.96649084688795,433.26779319213796,430.35369019274697,492.870341761353,537.931988844511,488.45041294229895,501.58814166902704,567.578440080639,466.31976273608706
SPNCRNA.1682,14.827223627262098,8.82447984383463,16.1493317646565,46.5565267490116,10.9639206104834,12.174402345885401,3.6585171052410197,12.403948540434302,4.4049771634628705,7.23084691524531,18.931801200655197,9.39264006373059,9.69581000186268,6.668578374105509,9.696286112998491,9.36752047259643,17.6171445639065,19.525704351018398
SPBC1652.01,118.617789018097,146.234237412117,207.634265545584,108.38941383754299,152.124398470458,111.308821448095,151.462608156978,230.16215625028198,191.61650661063499,106.65499199986799,135.227151433252,124.66594993678801,121.19762502328399,127.814418837022,144.232255930853,129.44210107587799,162.38411511079,199.85132688689498
SPBC16A3.18,307.81316250196096,329.027034177263,381.43183596522005,416.826403549745,407.035552664197,184.355235523408,733.166827890299,687.730035741859,820.42699669496,423.00454454184995,461.93594929598703,388.51374809067397,336.929397564728,328.983199789205,427.84862473605796,357.668963499136,340.853449171234,379.028378578593
SPBC16A3.13,33.8060698701575,20.1702396430506,16.1493317646565,18.1861432613327,28.780291602519004,59.1328113943006,32.9266539471691,20.6732475673906,39.644794471165795,21.692540745735897,17.8499839891892,26.4701674523317,27.471461671944297,30.008602683474802,26.6647868107459,28.954154188025303,27.574661056549303,17.2285626626633
SPBC16A3.11,472.69188923711505,485.34639141090497,450.643257813748,469.202496142383,422.11094350361196,429.58248277624295,407.558805523849,366.605590195059,381.030524639538,468.197337762134,460.85413208452104,495.248294269431,479.94259509220296,444.571891607034,398.759766397063,420.686828496603,420.513581112376,505.371171438124
SPBC16A3.10,454.30613193931,387.01647315103304,437.569989242359,523.760925926381,497.48789770068606,549.58730589997,561.216523943972,625.7102930396869,517.584816706887,468.197337762134,554.972229482064,567.827785670986,436.31145008382106,444.571891607034,472.693948008677,424.944792347783,443.492465326168,438.75406247582606
SPBC16A3.09c,206.394952891488,177.75023685438302,193.791981175878,341.899493313054,226.13086259122102,259.140849933847,477.07063052342795,424.490683383753,552.8246340145901,184.386596338755,240.16342094545502,201.51482318549301,217.347740875089,214.50593770039399,220.59050907071602,218.00774918042598,202.214181081361,249.239873186529
SPBC16A3.08c,1358.7667732022999,2854.08890949166,2838.4373115879603,1762.6010048883602,2745.09162284979,3869.7207456564397,1188.2863557822802,2417.3917488802,2976.66331821003,1955.9440905738602,1055.85359839083,1864.86599083524,1800.99670784599,2579.6284010498102,3413.09271177547,2255.0176555850303,2457.97464806852,4171.609306052879
SPBC16A3.06,166.65799357042602,157.579997211333,134.577764705471,88.74837911530349,124.714596944249,149.571228820878,141.21876026230302,99.23158832347471,168.490376502455,153.655496948963,164.43621614283398,161.38263382228,151.901023362515,196.72306203611302,152.71650627972602,153.28669864248698,130.97964001860902,143.571355522194
SPBC16A3.05c,1122.12428411119,905.139503981895,985.8782534423641,1185.0090949084401,1070.35274959845,1170.48182554013,1213.8959755189699,999.2069657572099,872.185478365648,1086.43474901561,1143.48079251958,991.3504649082919,1098.05048271095,911.3723777944199,892.0583223958611,950.377531583419,952.091769258077,822.376724431129
