,Shared_log_likelihood,model_1_log_likelihood,model_2_log_likelihood,log_likelihood_ratio
SPAC212.11,-45.93544856086113,-24.581703180378565,-23.477855770009604,-2.1241103895270332
SPAC212.09c,-22.128596122962318,-14.711702564272725,-10.614635690550047,-3.1977421318604584
SPNCRNA.70,22.488498819273104,5.005924767108429,107.79869598508768,90.316121932923
SPAC212.12,-26.46366632000664,-14.91804226894442,-12.513468433321554,-0.967844382259333
SPAC212.04c,-39.50345856943729,-22.464042291940004,-17.75633947112276,-0.7169231936254761
SPAC212.03,10.77310842595773,107.79869598508768,-0.5844046155609277,96.44118294356902
SPAC212.02,215.59740289265088,107.79869598508768,107.79869598508768,-1.0922475524921538e-05
SPAC212.01c,-38.00868738260576,-17.223045601592105,-21.65553684352654,-0.8698950625128887
SPAC977.03,12.643258516294509,107.79869598508768,5.724543973744364,100.87998144253751
SPAC977.04,-5.38557751787846,-3.395676300058579,-1.4306173522673582,0.5592838655525227
SPAC977.05c,-3.8610706964416295,-7.2083605459582,10.724854387954556,7.377564538437988
SPNCRNA.136,25.030852565787317,14.555752398079145,10.724854387954556,0.2497542202463876
SPNCRNA.601,-41.064131998996366,-22.890138924187475,-20.58408036322023,-2.410087288411333
SPAC977.07c,-22.198390473987452,-7.049756954151063,-13.229095751103447,1.9195377687329367
SPAC977.09c,215.59740289265088,107.79869598508768,107.79869598508768,-1.0922475524921538e-05
SPNCRNA.19,215.59740289265088,107.79869598508768,107.79869598508768,-1.0922475524921538e-05
SPAC977.11,-19.88599763555161,-16.570860864841393,-19.46093562011866,-16.145798849408436
SPAC977.13c,-33.03047323539874,-23.064157875535674,-20.954459726152326,-10.98814436628927
SPAC977.15,-18.986573609849685,-15.163447268622056,-4.168520217429987,-0.3453938762023476
SPAC977.16c,-19.86817772289395,-13.345828399926386,-11.432371293418253,-4.9100219704506936
SPNCRNA.37,-11.79865910122166,5.747109632432196,-10.362723218181896,7.183045515471957
SPAPJ695.01c,-26.106835795871216,-14.263208372585387,-12.403818307695591,-0.5601908844097636
SPNCRNA.76,-27.795427491037678,-14.667780055518401,-15.31650288112026,-2.1888554456009857
SPNCRNA.603,-39.76096938246469,-19.400389377044355,-21.257081468604085,-0.8965014631837533
SPNCRNA.607,-36.618726841829464,-26.798956051746828,-19.81509239370377,-9.995321603621138
SPAC1F8.06,-43.489391518257705,-30.519726658840714,-13.734106818991409,-0.7644419595744267
SPAC1F8.08,-10.997772468928916,-13.40530574568307,-3.7738088804072087,-6.181342157161363
SPAC11D3.19,-48.68443730164977,-28.123725742189464,-22.133371525408297,-1.5726599659479916
SPAC11D3.01c,-29.480800250853648,-18.182720396542038,-7.881498580278411,3.4165812740331987
SPNCRNA.608,-42.19048790909145,-27.89205437378527,-4.049195721706813,10.24923781359936
SPAC11D3.02c,-9.838412092697453,-7.4028309829987355,-3.1205675354410016,-0.6849864257422844
SPAC11D3.03c,-25.13218097041608,-17.325677750338574,-10.306392392971825,-2.4998891728943207
SPAC11D3.05,-5.572390210533662,-13.257594175680671,-3.5196791860345553,-11.204883151181562
SPAC11D3.07c,-2.0797483835685853,-9.393718439380713,-13.171213573961479,-20.48518362977361
SPAC11D3.08c,-13.52080293674318,-17.732335364999308,-13.112805531323007,-17.324337959579132
SPAC11D3.11c,-1.7883231980391232,-4.24244761039531,-1.9059183684174528,-4.36004278077364
SPAC11D3.14c,3.4385451151261464,1.7097760510068267,-1.1274678880139106,-2.85623695213323
SPNCRNA.609,-29.643018869415226,-24.13365599968011,-10.414174150033864,-4.904811280298748
SPNCRNA.147,-10.211205756635946,-14.934937920771176,-11.671643203613712,-16.39537536774894
SPNCRNA.610,-39.57177535923253,-23.373559162012853,-5.674848937934375,10.523367259285314
