,Shared_log_likelihood,model_1_log_likelihood,model_2_log_likelihood,log_likelihood_ratio
SPAC212.11,-113.28242084612404,-64.20383650046044,-49.33184412607441,-0.25325978041078656
SPAC212.09c,-161.12198131216363,-86.23843972220072,-78.30722585252411,-3.42368426256121
SPAC212.04c,-164.69906549953663,-72.1891766808081,-84.85022034612038,7.65966847260816
SPAC212.01c,-52.19430848258697,-21.412467938928962,-30.568415351948047,0.213425191709959
SPNCRNA.601,-115.77360610560406,-59.60828751924552,-58.77100802437458,-2.605689438016043
SPAC977.11,-168.59714791048935,-82.45826321493578,-87.35050134356474,-1.2116166480111588
SPAC977.13c,-147.10629803396176,-81.77125357412518,-76.11864433117853,-10.783599871341977
SPAC977.15,-154.21360621371323,-83.2261715054864,-71.30748286177301,-0.3200481535461961
SPAC977.16c,-173.4725864310461,-90.44846641240292,-87.67612920149695,-4.652009182853759
SPNCRNA.76,-78.93741264474367,-44.54825255329514,-43.296027048125296,-8.90686695667678
SPNCRNA.603,-44.852766406723006,-18.266118201721024,-26.641422945560326,-0.05477474055834364
SPNCRNA.607,-175.6815790273091,-92.81278916171992,-90.22715239346277,-7.358362527873595
SPAC1F8.06,-187.43775761728284,-93.49902371846632,-91.41002537917595,2.5287085196405314
SPAC1F8.08,-164.8223354395411,-86.41515280159236,-82.50032137668903,-4.0931387387402935
SPAC11D3.19,-133.68826409109263,-69.19171826616177,-67.00700341603219,-2.5104575911013285
SPAC11D3.01c,-229.36528417009382,-119.66008853891948,-103.83015865066645,5.875036980507872
SPNCRNA.608,-165.93334701220218,-89.32980973709722,-74.84329894196387,1.7602383331410751
SPAC11D3.02c,-237.26186889609681,-119.42445021599737,-124.12084268269072,-6.283424002591289
SPAC11D3.03c,-145.60117734579148,-77.103543602025,-68.68762010010128,-0.18998635633482766
SPAC11D3.05,-207.48557063653342,-121.27541235818943,-124.38278094940355,-38.17262267105952
SPAC11D3.07c,-224.5168451111616,-114.07651142836659,-113.53183310006338,-3.0914994172684374
SPAC11D3.08c,-221.36223420883118,-114.46706616001914,-111.18877978093599,-4.293611732123964
SPAC11D3.11c,-183.3410419798193,-95.576101274592,-91.98927837754756,-4.224337672320274
SPAC11D3.14c,-177.74932966009712,-90.4605950913636,-91.25088282839764,-3.9621482596641333
SPNCRNA.609,-191.33955954755896,-98.92651049073376,-96.3696510655395,-3.9566020087142704
SPNCRNA.610,-65.89814718430355,-31.58259054828527,-32.270616315216586,2.0449403208017003
SPAC11D3.16c,-201.78885567111973,-103.00104314502373,-102.65111391051086,-3.8633013844148536
SPAC11D3.18c,-147.9563690656368,-75.84654622648587,-73.700641724808,-1.5908188856570575
SPNCRNA.612,-162.03977619940457,-86.98191055211383,-75.19449181699358,-0.13662616970285058
SPAC5H10.01,-135.36350089699027,-70.44649920511077,-68.65887885363765,-3.7418771617581403
SPAC5H10.03,-276.9522748059386,-140.4816899256819,-147.51694360414314,-11.046358723886442
SPAC5H10.04,-160.68409382305651,-85.25015058375482,-79.35970882208998,-3.925765582788273
SPAC5H10.06c,-218.83203205268512,-111.36267805307844,-116.09901719704588,-8.629663197439186
SPAC5H10.08c,-209.63320431008975,-109.48272942000854,-101.6118260507136,-1.4613511606323468
SPAC5H10.09c,-163.6235298788579,-83.047226382503,-83.55121182644166,-2.9749083300867483
SPAC5H10.10,-209.9894617795173,-103.82870783284734,-108.6817350709168,-2.520981124246788
SPAC5H10.11,-114.88061855618851,-60.510899010547035,-59.155918387132864,-4.786198841491384
SPAC5H10.12c,-217.42508819040276,-111.0097867627967,-111.11714322184088,-4.7018417942348085
SPAC5H10.13c,-234.47822446876947,-118.5342273265121,-120.15102250964424,-4.207025367386876
SPNCRNA.617,-143.17693905755453,-77.01139221920742,-67.46471679945725,-1.299169961110124
SPAC13G6.01c,-245.22320339600498,-129.10619328247145,-125.21410147533425,-9.097091361800693
SPAC13G6.03,-223.90304606543427,-115.27062847376983,-113.39736829383273,-4.764950702168335
SPNCRNA.618,-124.98139330223673,-64.51329949072387,-59.25907795131025,1.2090158602026122
SPNCRNA.620,-71.4149473683668,-39.8622783576786,-32.04114802932964,-0.4884790186414278
SPAC13G6.14,-214.0737182671552,-109.63721477614612,-109.93102316701994,-5.494519676010896
SPAC13G6.15c,-191.1139629350483,-98.20761898078665,-94.4192460936076,-1.5129021393459254
SPNCRNA.621,-149.8695259079363,-77.4451907270882,-76.05424141863445,-3.6299062377863724
SPAC24B11.05,-223.573961472694,-115.30748307569269,-113.57951672213272,-5.3130383251314015
SPAC24B11.08c,-185.2260907577502,-95.20998688208445,-92.88797419274415,-2.871870317078418
SPAC24B11.09,-203.8909511788133,-104.78306216565596,-100.620207776006,-1.5123187628486219
SPAC24B11.11c,-220.8903646073924,-115.36231692120035,-113.461894743171,-7.933847056979033
SPAC24B11.12c,-282.8117578199392,-144.65896683927653,-144.14646462126348,-5.993673640600889
SPNCRNA.624,-164.89527124714917,-86.36076845315661,-80.58220602750455,-2.04770323351201
SPAC806.02c,-233.46361245697048,-120.78706233807124,-117.96671240567514,-5.290162286775882
SPNCRNA.625,-129.06918206955186,-67.29431895930553,-63.72046685417853,-1.9456037439322529
SPAC806.11,-74.31139234920602,-38.25824313904529,-36.73014257441422,-0.6769933642534909
SPNCRNA.626,-149.76508705873826,-82.5140795224126,-76.64878586924036,-9.397778332914696
SPNCRNA.627,-80.26833443537492,-37.912558661776345,-43.24161907632214,-0.8858433027235435
SPNCRNA.628,-69.49857964531678,-26.105541233329998,-40.6627609980152,2.7302774139715917
SPAC806.06c,-208.6660613217234,-102.94373839137415,-109.53775086172907,-3.815427931379844
SPAC806.07,-232.63004443149148,-124.93803257136395,-115.43986244418512,-7.747850584057603
SPNCRNA.630,-138.354604772325,-73.50085821639334,-69.21903626473514,-4.365289708803516
SPAC1F5.11c,-261.283963457002,-135.36596781300278,-158.90582963502672,-32.987833991027514
SPNCRNA.632,-56.76224534613327,-25.56051667484186,-30.304242019002643,0.8974866522887623
SPNCRNA.633,-105.57344683737594,-54.71310770509185,-52.573552639669295,-1.7132135073852055
SPAC1F5.07c,-205.89420964683944,-104.38784792544445,-105.2267529832361,-3.7203912618411152
SPAC1F5.04c,-232.1675708381197,-121.53279944388326,-114.40409068585943,-3.76931929162302
SPAC1F5.02,-288.8616699564225,-149.71767444555314,-145.46086143009472,-6.316865919225393
SPAC18B11.10,-225.7792311341576,-115.9492759103412,-115.10944658246157,-5.2794913586452035
SPNCRNA.635,-66.66772231775562,-33.99874107554298,-33.60528696842658,-0.9363057262139448
SPAC18B11.09c,-189.64746889531517,-99.60422778824592,-96.10583838786975,-6.062597280800503
SPAC18B11.08c,-187.1975898209826,-94.87311515706102,-95.39559707284008,-3.0711224089184554
SPAC18B11.07c,-188.78935230836547,-99.64301699204498,-93.40725748784716,-4.2609221715266585
SPAC18B11.04,-184.07100308197707,-97.66348788988311,-94.37060689098317,-7.963091698889229
SPNCRNA.636,-177.0013690965773,-88.88259320319466,-91.69602193085855,-3.5772460374758737
SPAC18B11.02c,-222.4376099216892,-113.91255960857737,-112.26715677612684,-3.7421064630150624
SPAC12G12.15,-178.96916465746787,-94.67076512110351,-86.12763647111919,-1.8292369347548456
SPNCRNA.637,-120.35585634690595,-61.525662934921606,-61.29577226425021,-2.4655788522658497
SPAC12G12.14c,-180.40314087265614,-88.48590035126215,-94.94329616064992,-3.0260556392559583
SPNCRNA.638,-40.36152744807861,-20.535161704885756,-18.997625147538155,0.8287405956547005
SPAC12G12.10,-214.97917331583332,-109.22731090348849,-110.43458257104244,-4.6827201586976335
SPAC12G12.09,-220.00450881738212,-113.34657165381704,-111.87772917398796,-5.219792010422849
SPAC12G12.06c,-247.24858437305357,-126.185909182374,-126.20540530070579,-5.142730110026207
SPAC12G12.03,-218.8098953466066,-112.88293605013588,-111.35280895560022,-5.425849659129484
SPAC630.05,-228.52491756552732,-119.9179517496563,-114.56470357685195,-5.9577377609809625
SPAC630.15,-155.24875972465867,-78.58377848779924,-80.33415753136586,-3.669176294506428
SPATRNAPRO.01,-222.59655862844397,-107.59824476347141,-116.85875654276511,-1.8604426777925769
SPAC630.11,-205.27480664230373,-105.08137630340912,-104.25141224436464,-4.057981905470002
SPAC630.12,-196.0563796715027,-97.7196967364743,-102.77080097577928,-4.434118040750889
SPAC630.13c,-229.25314037576916,-117.47311694756084,-117.66479908301207,-5.884775654803776
SPAC630.14c,-223.3283060875324,-115.94180152656791,-113.54089104838123,-6.154386487416757
SPAC1751.01c,-180.63605771256093,-93.64806048143123,-92.27436601451076,-5.286368783381079
SPAC1751.04,-187.30219843189,-100.01189776848335,-98.54222965584259,-11.251928992435978
SPAC1751.02c,-202.94763229031625,-106.07821976940859,-101.08541272205113,-4.216000201143515
SPAC31A2.02,-218.62209970801413,-111.99319108061592,-111.59294679237652,-4.964038164978263
SPNCRNA.643,-105.4940556359178,-56.06216033981418,-50.96705802857028,-1.5351627324666597
SPAC31A2.03,-204.05069140285332,-105.31794365231771,-103.32010457251177,-4.58735682197613
SPAC31A2.04c,-228.71772346397157,-117.1073611063526,-117.71566871815357,-6.105306360534655
SPAC31A2.06,-205.6510905246677,-107.2073986512897,-103.69408537985686,-5.250393506478787
SPAC31A2.07c,-252.84280195075326,-130.42881929754586,-127.81849901254972,-5.4045163593422965
SPAC31A2.09c,-193.25522982778676,-100.08614023976051,-98.62117582928845,-5.452086241262208
SPAC31A2.11c,-199.47370966864932,-101.35203926217285,-102.66106092593081,-4.539390519454344
SPAC31A2.12,-247.80417151863045,-125.89865584292644,-126.75289829602072,-4.847382620316751
SPAC31A2.13c,-178.7977229700985,-95.74550529082809,-84.09840958052935,-1.0461919012589649
SPAC31A2.14,-206.08636038980148,-104.76927210943606,-106.08247243128923,-4.765384150923809
SPAC31A2.16,-225.0027999250063,-114.01071477127796,-115.86589213034306,-4.8738069766147305
SPAC13C5.01c,-250.00982459859597,-128.46535197473108,-127.81910776922743,-6.274635145362566
SPNCRNA.644,-93.62294517149158,-45.922720746128505,-46.53588547468854,1.1643389506745478
SPAC13C5.04,-241.0202152504889,-128.1461957922386,-137.6190915586505,-24.745072100400076
SPNCRNA.645,-149.71752036993243,-79.29479084587457,-78.83449062332677,-8.411761099268888
SPAC13C5.05c,-195.01055486233463,-105.40616433274022,-101.69011176347095,-12.085721233876512
SPAC13C5.06c,-188.25260883641948,-104.9553272782368,-101.99890472071928,-18.701623162536574
SPATRNAVAL.01,-330.36851670676106,-163.35924317358004,-169.13950031026604,-2.1302267770849994
SPAC23E2.02,-206.31978349369408,-106.09351085148263,-105.2241482746547,-4.997875632443254
SPRRNA.11,-299.51321835670973,-154.28467368744884,-149.71310986931712,-4.484565200056238
SPAC24H6.12c,-237.4022794294276,-121.19784167346512,-120.4342251394943,-4.229787383531857
SPAC24H6.11c,-226.41489215716382,-116.84952585697468,-113.20535413643536,-3.6399878362462634
SPNCRNA.652,-159.6007118210199,-80.02560258297049,-84.08958762084825,-4.514478382798842
SPAC24H6.09,-234.4729558345557,-118.88008691278894,-120.36809395288613,-4.775225031119391
SPAC24H6.07,-318.06111466786564,-159.15642368604412,-163.82090242193468,-4.916211440113216
SPAC24H6.06,-204.8840600828236,-105.48599031559502,-104.0970405451155,-4.698970777886983
SPAC24H6.04,-281.05992327776585,-143.36089209643947,-144.16737432354162,-6.468343142215304
SPNCRNA.653,-69.33055847993279,-33.76840150458785,-34.51899036299187,1.043166612353062
SPAC24H6.02c,-172.7186117537558,-90.20492052053943,-86.92973340855032,-4.416042175333985
SPNCRNA.654,-85.44675786340161,-41.82175467398676,-40.980084017694246,2.6449191717206157
SPAC24H6.01c,-184.6499626231061,-92.96151796981468,-93.0186361483163,-1.3301914950249056
SPAC227.19c,-152.66182860731652,-77.19637280973008,-75.49656521415923,-0.03110941657280364
SPNCRNA.655,-172.06515405204098,-87.99792833073614,-90.16085284969536,-6.09362712839055
SPAC227.05,-201.0725933351808,-103.46682178020657,-102.71847641250228,-5.11270485752803
SPAC227.06,-196.95290974570716,-102.04355809482294,-100.36792400415216,-5.458572353267955
SPAC227.07c,-229.21401862291376,-119.69928898956232,-114.89085852177284,-5.37612888842142
SPNCRNA.657,-175.49327800895213,-99.38213369877536,-95.36423375763384,-19.253089447457032
SPAC227.08c,-174.34635921703136,-87.4553045502533,-86.46447215226578,0.4265825145122904
SPAC227.09,-183.02245288257006,-96.55885603511943,-88.96599017362006,-2.502393326169397
SPAC227.10,-201.34250644437984,-105.15513075870187,-100.87564653910013,-4.688270853422125
SPAC227.11c,-176.9425483473084,-91.3346621120874,-88.21564416643332,-2.607757931212348
SPAC227.12,-199.90123647146413,-104.19951830311359,-100.95386412679031,-5.252145958439797
SPAC227.13c,-245.62299367681422,-125.35337418917109,-124.64980252972236,-4.380183042079239
SPAC227.16c,-173.58413504757075,-92.16415203802944,-84.11476079272272,-2.6947777831813653
SPAC2F7.04,-192.4375214557945,-102.29498039321034,-100.74088205351542,-10.598340990931293
SPNCRNA.660,-115.8101221729813,-57.19652156146704,-61.17750261408026,-2.5639020025660098
SPNCRNA.661,-138.55568460994877,-69.51118516842834,-69.40567282053388,-0.3611733790134508
SPAC2F7.13c,-255.975954362764,-129.8258700212388,-131.95480299199352,-5.8047186504682875
SPAC2F7.15,-192.75040451915825,-100.50758730726636,-98.26062872329128,-6.0178115113994295
SPAC13A11.01c,-216.801132997639,-111.08583553301436,-110.02238511628315,-4.307087651658492
SPAC13A11.03,-273.14456270983044,-137.72347725390102,-138.62736617674562,-3.20628072081621
SPAC13A11.04c,-199.20682814639008,-101.26802656868628,-101.64037978305656,-3.7015782053527744
SPAC13A11.05,-246.15351060677105,-125.51033161980095,-126.16072433062156,-5.517545343651477
SPAC3H8.02,-220.51445765666546,-114.55519729304508,-110.58733008663827,-4.628069723017886
SPAC3H8.03,-170.41034262297882,-87.0101953880436,-87.53545682815944,-4.1353095932242345
SPNCRNA.663,-128.85836295845334,-70.23692127324558,-55.771788865255225,2.8496528199525537
SPAC3H8.04,-233.98969623596454,-119.44086091351845,-119.98339551103636,-5.434560188590241
SPNCRNA.156,-42.85231720947675,-14.985382621218715,-25.42477395449595,2.4421606337620863
SPAC3H8.08c,-204.36278710765544,-104.57130287282328,-104.25211660831732,-4.4606323734851685
SPNCRNA.667,-128.7242683709519,-69.59042612857564,-60.10983568896854,-0.9759934465922696
SPAC3H8.10,-234.5671600611737,-121.41736348586241,-118.56460736179716,-5.414810786485845
SPAC1F3.01,-237.547169535326,-120.93801356778023,-121.5845138879967,-4.975357920450903
SPAC1F3.02c,-228.93802510366055,-118.75070892443279,-113.993234831997,-3.805918652769265
SPAC1F3.03,-210.89516396048512,-110.75523803387469,-101.65977984161484,-1.519853915004404
SPAC1F3.04c,-201.27964117741246,-106.17735927741064,-98.48475136868063,-3.3824694686788064
SPAC1F3.05,-203.28193755873247,-105.58938815432114,-101.619660928053,-3.9271115236417127
SPAC1F3.06c,-270.53127802581946,-135.44823730812132,-139.96314248324168,-4.880101765543543
SPAC1D4.01,-162.66710755932752,-79.76936458919081,-86.92532998575113,-4.027587015614444
SPAC1D4.02c,-203.71794274400656,-104.85412677508728,-104.10969273571308,-5.245876766793742
SPAC1D4.03c,-171.66290350132385,-87.16153407994643,-87.4093408341239,-2.9079714127464915
SPNCRNA.670,-131.21263660211568,-67.94512170255331,-65.89195275128884,-2.6244378517264693
SPAC1D4.05c,-190.86365705055158,-94.8606108355187,-99.61598136284208,-3.6129351478092246
SPAC1D4.07c,-108.76133823703371,-59.00620676731059,-50.49096134946153,-0.7358298797384037
SPAC1D4.10,-200.52426587945683,-105.38708174878708,-99.57081560448658,-4.433631473816831
SPNCRNA.671,-150.3571617238799,-79.1754192160803,-75.96361437434066,-4.7818718665410245
SPAC1D4.12,-206.02419088973087,-105.76397782648205,-103.44330835617724,-3.1830952929283853
SPAC1D4.14,-218.42982809371983,-111.6760453139197,-113.45285156859327,-6.699068788793112
SPAC22F3.13,-203.1186352980262,-105.23098259362571,-102.38062322484596,-4.492970520445482
SPNCRNA.675,-134.47585802534206,-70.51054816501797,-65.64435923880261,-1.67904937847851
SPAC22F3.11c,-174.38503491871415,-91.6878189310234,-86.9065327235786,-4.209316735887853
SPAC22F3.10c,-232.15300998550987,-120.39144930037159,-118.74393551634846,-6.9823748312101666
SPAC22F3.08c,-216.77277936173152,-110.61359429597469,-111.35437705216688,-5.195191986410067
SPAC22F3.07c,-217.14052810492137,-111.88436541327805,-110.20248282638256,-4.94632013473921
SPAC22F3.05c,-223.0406198007589,-112.21110233859406,-115.2288117406098,-4.399294278444955
SPNCRNA.676,-66.6792053286073,-33.604108010834,-32.86428064934128,0.21081666843201674
SPAC22F3.03c,-169.34341445657734,-84.7942569713537,-81.82363292388209,2.7255245613415298
SPAC1296.03c,-152.92139836039195,-78.40239503382122,-78.47691304625188,-3.9579097196811115
SPAC1296.04,-187.43562777956544,-95.90631553558607,-95.63645248485822,-4.107140240878864
SPAC1296.05c,-199.6942577981677,-102.29741209653696,-102.0540406375672,-4.657194935936417
SPAPJ696.02,-229.67714615868329,-117.12472975881045,-117.69019451768192,-5.13777811780912
SPAC22G7.01c,-234.36673970865522,-122.00544541744516,-118.78054692909508,-6.419252637885022
SPNCRNA.677,-156.95333810114113,-79.78868245315907,-78.0576948364353,-0.8930391884532582
SPAC22G7.03,-146.7821127173692,-75.0369149737267,-75.09570111563153,-3.3505033719890487
SPNCRNA.678,-117.266723272167,-56.77544706436372,-61.957890379470996,-1.4666141716677004
SPAC22G7.05,-244.33479194623845,-123.941215452812,-124.95720547944052,-4.563628986014095
SPAC22G7.09c,-222.92713084525585,-115.37305928276913,-112.84347725311964,-5.289405690632947
SPAC22G7.10,-204.58862902462545,-99.40860462112309,-108.84199064160514,-3.661966238102764
SPAC4G8.02c,-249.39500809679063,-126.43330015097166,-127.92469871832942,-4.9629907725104365
SPAC4G8.03c,-187.8459607458411,-97.29646023216554,-94.84324418585095,-4.2937436721753945
SPAC4G8.06c,-201.5289829361141,-100.72830644626751,-103.2012610151368,-2.400584525290242
SPAC4G8.08,-147.71663915327784,-76.82156877765516,-74.74288990115647,-3.8478195255337937
SPAC4G8.11c,-157.2996266721396,-81.22188638420336,-81.31795970715585,-5.240219419219613
SPAC4G8.12c,-181.803194853074,-91.76807527800652,-87.88793810540903,2.147181469658449
SPAC4G8.13c,-218.9902134865692,-109.79117789373821,-113.36844832371742,-4.169412730886421
SPAC16C9.05,-207.79635284718316,-107.75011867438408,-103.6927652401955,-3.646531067396438
SPAC2G11.02,-254.43272527172286,-130.54505815539878,-128.90971200836492,-5.022044892040809
SPAC2G11.03c,-189.0664771362901,-98.68187453845358,-95.782814295555,-5.398211697718524
SPAC2G11.06,-187.5039843602789,-99.70868159303595,-89.08243522813416,-1.2871324608912005
SPNCRNA.688,-161.52232165027252,-84.32728717080832,-81.50989642805361,-4.314861948589453
SPAC2G11.07c,-269.0647277148779,-165.6552846306401,-135.60259398646647,-32.19315090222869
SPAC2G11.09,-238.6042830814073,-121.11998695129176,-122.15756559125464,-4.6732694611390855
SPAC2G11.12,-231.4420870338829,-117.67858579403924,-118.56967421225352,-4.806172972409826
SPNCRNA.691,-105.91364779053231,-56.941585323489846,-45.25028450203785,3.7217779650045912
SPNCRNA.692,-128.3477821562263,-66.06337458859598,-64.01872452869189,-1.7343169610615805
SPAC521.02,-203.91080999944404,-104.23993822238062,-103.22841188238816,-3.5575401053247333
SPAC521.03,-253.54904862872556,-130.06881660040824,-132.51486295385982,-9.0346309255425
SPAC521.05,-332.0825123706071,-165.18700849150665,-171.16202176392804,-4.266517884827522
SPAC23G3.01,-265.5723427578452,-137.55200180706439,-136.3721872852373,-8.351846334456468
SPNCRNA.694,-92.1753149850855,-43.79314577797105,-49.209898527215,-0.8277293201005449
SPAC23G3.04,-170.89529194875882,-89.46925848684225,-85.23170134933996,-3.8056678874234247
SPAC23G3.06,-294.8596098730124,-148.62604274352998,-150.44510017376103,-4.211533044278667
SPAC23G3.07c,-181.0868989263071,-92.67187018640664,-91.86276231069216,-3.4477335707917405
SPAC23G3.08c,-206.84015907249844,-106.05206698353012,-106.9904129607025,-6.202320871734173
SPAC23G3.10c,-202.72444562620862,-101.74541510781187,-105.53012149106723,-4.551090972670495
SPAC22H12.01c,-204.54911530659925,-119.8259251100887,-119.69878488142643,-34.975594684915905
SPAC22H12.02,-243.9247226207152,-126.46133587418134,-122.29495737318352,-4.831570626649636
SPAC22H12.05c,-202.91626024973462,-106.45072148988312,-100.48782727444927,-4.02228851459779
SPAC1687.01,-223.83501842033783,-115.61581672937916,-114.04520823153575,-5.826006540577112
SPAC1687.04,-172.316558862905,-91.65803196988779,-87.09287340428499,-6.434346511267818
SPAC1687.05,-209.41571853449813,-106.28171730660664,-107.74567740723144,-4.611676179339924
SPAC1687.06c,-287.91734975677963,-148.5165069149103,-143.1080933290861,-3.7072504872167538
SPNCRNA.696,-117.24358165319022,-60.62849275665774,-58.419506975577534,-1.8044180790450497
SPAC1687.11,-278.9907790699051,-142.15997121276231,-141.4499298493594,-4.6191219922166065
SPAC1687.12c,-208.61332622223983,-108.71287218040877,-104.56121664324344,-4.660762601412358
SPAC1687.14c,-174.648080935914,-95.97987304638023,-99.00029347323894,-20.332085583705204
SPAC1687.16c,-175.42240672325875,-88.16082829594906,-89.07077048388071,-1.809192056571021
SPATRNAALA.01,-173.63929443304053,-86.73201041745105,-88.40687201307085,-1.4995879974813704
SPAC1687.17c,-182.64593116229744,-94.04317800794763,-93.33961393806216,-4.736860783712388
SPAC1687.18c,-207.4732943324511,-105.26146510553129,-106.4435766288955,-4.231747401975723
SPAC1687.19c,-232.41986036322118,-117.52036280615823,-119.64146246690106,-4.741964909838059
SPAC1687.20c,-185.33296223650538,-96.41181074180456,-97.71743601501468,-8.796284520313861
SPAC222.03c,-225.2607645744672,-117.3154211830081,-112.27558030993973,-4.330236918480637
SPAC222.19,-159.98158073441746,-84.2671649795088,-78.46549930949931,-2.7510835545906502
SPAC222.04c,-188.98663211137,-97.9664367115747,-96.07633748983402,-5.056142090038718
SPAC222.06,-241.56848339937733,-123.27659469996958,-122.22135635760384,-3.9294676581961316
SPAC222.07c,-204.03996513253517,-116.40351515960388,-113.45746126844344,-25.821011295512136
SPAC222.08c,-201.8775308798644,-105.88122053278894,-96.6354589765876,-0.6391486295121638
SPSNRNA.02,-370.5456408368764,-183.82255452283985,-189.73479257064187,-3.0117062566052364
SPAC222.17,-179.50492243888027,-92.47410359351791,-91.30809804770806,-4.27727920234571
SPNCRNA.701,-124.27875076590944,-65.228729488115,-60.24751415540854,-1.1974928776140672
SPAC222.15,-114.90685090905586,-59.57184403448126,-57.42433891290797,-2.089332038333381
SPAC222.18,-175.4388424194043,-90.32315522305522,-89.35943504871794,-4.2437478523688705
SPAC222.16c,-159.61558994411806,-84.29173625628005,-79.58743163874178,-4.263577950903738
SPAC821.05,-276.121127119508,-138.77380341624178,-142.50977585090206,-5.162452147635919
SPNCRNA.702,-113.62244590694971,-59.921340167603944,-55.780123971036815,-2.079018231691037
SPAC821.06,-194.03602490559882,-97.79617212649151,-100.76396490941215,-4.524112130304842
SPNCRNA.703,-169.496069025859,-89.37716730104853,-82.48305129603297,-2.3641495712224696
SPAC821.08c,-266.64655926417737,-138.44129395766822,-133.16673468374208,-4.96146937723296
SPAC821.09,-310.32301682487685,-159.0736371844981,-156.38715932907684,-5.1377796886980605
SPAC821.10c,-326.99975208374394,-165.5142498439109,-165.65890422551016,-4.173401985677117
SPAC821.12,-234.1231471706524,-121.1763170749326,-117.19973645591732,-4.2529063601975565
SPNCRNA.220,-40.978848036298736,-21.482013412060265,-18.696368082243076,0.8004665419953979
SPAC139.01c,-201.61623839540403,-105.33493808289322,-99.23051310839735,-2.9492127958865524
SPNCRNA.704,-144.32429903101016,-75.95938816970158,-69.89369395058418,-1.5287830892756062
SPAC139.02c,-237.99000520306018,-115.7965895698467,-121.93060801417528,0.2628076190381989
SPAC23C4.03,-235.9474949937563,-120.88066463014178,-121.73378943799051,-6.666959074375968
SPAC23C4.05c,-255.03114019096256,-130.18262951118447,-129.9456609457182,-5.097150265940115
SPAC23C4.06c,-204.54816182550547,-106.6690006351396,-104.82765985369778,-6.94849866333189
SPAC23C4.09c,-215.09823725169272,-111.2696606690513,-108.99600437763723,-5.1674277949958585
SPAC23C4.10,-179.18754878985212,-93.39514071756271,-89.73697836027874,-3.944570287989336
SPAC23C4.11,-219.07393296539132,-113.61326992187388,-110.75428204480413,-5.293619001286714
SPAC23C4.13,-193.7555253972057,-101.59772040358258,-101.8164408636464,-9.658635870023318
SPAC23C4.14,-187.71625128553453,-97.86865550734709,-91.66518529887009,-1.817589520682617
SPAC23C4.15,-218.5340627080115,-119.07936179469685,-119.2473552437837,-19.792654330469052
SPAC23C4.17,-233.7153299574821,-119.59098439516669,-119.28078065947254,-5.1564350971571
SPAC23C4.18c,-194.17430811008882,-99.07227700604936,-99.85399857308892,-4.751967469049532
SPAC1A6.01c,-182.2903276486969,-95.24851386597204,-92.68387967854343,-5.642065895818575
SPAC1A6.02,-223.5543956423469,-114.98540811397068,-114.71985314097395,-6.150865612597728
SPAC1A6.03c,-274.34564790355563,-140.34604413198454,-138.57378691636978,-4.574183144798724
SPAC1A6.04c,-285.0502040139537,-145.71068395216975,-146.05380475761197,-6.7142846958280415
SPNCRNA.710,-123.49178240402249,-62.74251363172486,-62.56273608203003,-1.813467309732431
SPAC1A6.06c,-133.83583485116034,-67.75168463633918,-66.59830806250825,-0.514157847687045
SPAC1A6.08c,-142.97153861551115,-70.43891650005905,-71.75386278199683,0.7787593334552696
SPAC30D11.14c,-202.15639143291943,-105.95237746611977,-100.46868774581154,-4.264673779011872
SPATRNASER.01,-246.44855610945046,-122.21676390046244,-128.08968681809222,-3.8578946091042496
SPATRNAMET.01,-172.82339020313083,-84.61444749323122,-91.07435212089315,-2.86540941099355
SPNCRNA.711,-119.92488653428259,-63.107784725403356,-58.996740204493406,-2.1796383956141625
SPAC30D11.07,-162.42203642329002,-85.61723215956793,-79.47689617006246,-2.6720919063403703
SPAC30D11.06c,-194.25422466744467,-100.2682143923601,-96.21372808721571,-2.2277178121310897
SPAC30D11.05,-191.8112411544841,-100.21594268119198,-91.86597396688852,-0.2706754935964284
SPAC30D11.02c,-106.55572875136856,-52.02050406971907,-56.18577346836814,-1.6505487867186304
SPAC56F8.02,-231.43082148323361,-119.50230177510528,-116.88008265599682,-4.951562947868497
SPAC56F8.04c,-192.7620573768254,-131.90930512030192,-96.64241491238865,-35.78966265586516
SPAC56F8.06c,-187.72644738167054,-98.65684454611929,-91.33629190755848,-2.2666890720072392
SPAC56F8.09,-234.79920039656434,-117.7168010249987,-119.82197064948537,-2.7395712779197368
SPNCRNA.716,-174.80869896622806,-92.5088296621158,-84.44547519498407,-2.1456058908718205
SPAC56F8.12,-79.21626749067096,-41.38951769910361,-38.02437858280786,-0.19762879124051835
SPAC56F8.16,-239.1458515754578,-126.13953786503978,-113.97673638335388,-0.9704226729358538
SPAC22A12.02c,-88.08925817770793,-43.282043866916034,-46.21439124516094,-1.4071769343690477
SPAC22A12.04c,-309.06303901080537,-176.594005191645,-159.68011977240926,-27.211085953248872
SPNCRNA.717,-75.95440880064524,-33.10873085956491,-42.548951264439594,0.29672667664075897
SPAC22A12.07c,-252.3929888956717,-131.50227305524922,-128.55401944456707,-7.66330360414463
SPAC22A12.08c,-219.7356672462944,-115.24678235104744,-107.98196569717115,-3.4930808019241795
SPAC22A12.10,-240.1029353151824,-123.10970228335613,-122.92426956962929,-5.931036537803037
SPAC22A12.09c,-179.5645020550773,-94.53239893276434,-86.15488569807584,-1.1227825757628975
SPAC22A12.11,-255.81259870105197,-132.32407112369748,-130.45809533634744,-6.9695677589930085
