,gene,LLR_gpcounts,pval_gpcounts,qval_gpcounts,g,LLR_spatialde,pval_spatialde,qval_spatialde
321,Cbx6,13.8153506882078,0.000201681678488,0.0093068,,,,
322,Tpt1,13.7782093540219,0.000205708415107,0.00946322,,,,
323,Lcat,13.6202430470989,0.000223759715948,0.0102543,,,,
324,Pip5k1c,13.6158428294239,0.000224284773039,0.0102543,,,,
325,Stxbp6,13.6005000428768,0.000226125285575,0.01030674,,,,
326,Desi1,13.4367115644558,0.000246747761714,0.01121231,,,,
327,Zfp36l1,13.3747021549992,0.00025504112758,0.01155383,,,,
328,Qk,13.3426447755804,0.000259438191243,0.0117173,,,,
329,Snx18,13.1915502708868,0.00028121417348,0.01266231,,,,
330,Ptms,13.1350422393047,0.000289823741151,0.01301055,,,,
331,Mef2c,13.0840930232953,0.000297813997001,0.01332897,,,,
332,Lrig1,13.0779188282519,0.000298797250941,0.01333282,,,,
333,Rasl11b,13.0271701841339,0.000307004101632,0.01365801,,,,
334,Eif4a1,13.0066683029798,0.000310383689949,0.01372616,,,,
335,Unc80,13.0112875573584,0.000309618979887,0.01372616,,,,
336,Fscn1,12.9584477325786,0.000318481133811,0.01404247,,,,
337,Chl1,12.9117300849168,0.000326529338864,0.01435155,,,,
338,Rbfox1,12.8912972111488,0.000330113547712,0.01435155,,,,
339,Sfrp5,12.8901253887723,0.000330320300334,0.01435155,,,,
340,Slc35f1,12.9032054524564,0.000328019882095,0.01435155,,,,
341,Sox11,12.8912842583853,0.000330115832343,0.01435155,,,,
342,Add2,12.8535218723401,0.000336844676014,0.01454993,,,,
343,Fam213a,12.8567182430659,0.000336269798471,0.01454993,,,,
344,Celf5,12.772298679652,0.000351790269432,0.01515145,,,,
345,Cpne2,12.7382103097482,0.000358260348567,0.01534118,,,,
346,Eef1a2,12.7383523953157,0.000358233132713,0.01534118,,,,
347,Rprml,12.6312416161852,0.00037935313021,0.01619772,,,,
348,Clip3,12.6166980957622,0.00038231606804,0.01627746,,,,
349,Ywhaz,12.5826635813575,0.000389341452446,0.01652921,,,,
350,Mapk8ip1,12.560010573735,0.000394089518747,0.01668312,,,,
351,Celf3,12.542001953189,0.000397905766728,0.01679682,,,,
352,Cyp2a5,12.5309485465011,0.000400266560936,0.01684861,,,,
353,Arx,12.5030802827732,0.000406281602026,0.01694166,,,,
354,Cav2,12.4943807831394,0.00040817790157,0.01694166,,,,
355,Ptpro,12.4990319208816,0.000407162947721,0.01694166,,,,
356,Slc2a1,12.4948563706516,0.000408074003601,0.01694166,,,,
357,Wipf3,12.5008027752775,0.000406777188069,0.01694166,,,,
358,Serpinf1,12.4674302750167,0.000414109389501,0.01713998,,,,
359,Gabra5,12.4531553012996,0.000417286293904,0.01722349,,,,
360,Hsp90aa1,12.4232550541427,0.000424020537505,0.01740781,,,,
361,Itpr3,12.4221904229773,0.000424262328924,0.01740781,,,,
362,Syt1,12.4177749595171,0.000425266623219,0.01740781,,,,
363,Sat1,12.3768296212401,0.000434694630347,0.01774486,,,,
364,Ctsd,12.3032921419955,0.000452160044589,0.01840725,,,,
365,Igsf3,12.2881149502131,0.000455851927575,0.01849149,,,,
366,Scg2,12.2845712674881,0.000456718307015,0.01849149,,,,
367,Spon1,12.2594261678983,0.000462913837471,0.0186914,,,,
368,Itm2b,12.2384115918458,0.000468156661052,0.01885187,,,,
369,Cfl1,12.1982083958351,0.000478354342157,0.01921045,,,,
370,Itga7,12.1757774483291,0.000484141165339,0.01934066,,,,
371,Meg3,12.1755516434669,0.000484199777138,0.01934066,,,,
372,Actb,12.1582234174155,0.000488719064685,0.01946884,,,,
373,Ywhaq,12.1229620701847,0.0004980472995,0.01978739,,,,
374,Jam2,12.1163944511675,0.000499804486606,0.01980425,,,,
375,Col9a2,12.0576479141554,0.000515803305069,0.02038383,,,,
376,Adcy2,12.0424658114774,0.000520021358514,0.02049601,,,,
377,Bin1,11.9929020353154,0.000534035624339,0.02099269,,,,
378,Serping1,11.9826604005755,0.000536978669264,0.02105268,,,,
379,Pdhb,11.959402520052,0.000543723031208,0.021261,,,,
380,Ypel3,11.9210124001016,0.000555043083072,0.02164668,,,,
381,Bex2,11.8865439352647,0.000565409374165,0.02199324,,,,
382,E030024N20Rik,11.8441541101615,0.000578426445981,0.02244083,,,,
383,Ncan,11.8368628385182,0.000580695760582,0.0224702,,,,
384,Inpp5j,11.782749956323,0.000597821062733,0.02307279,,,,
385,Aldoc,11.7564478284265,0.000606328287798,0.0233405,,,,
386,Gabrg2,11.6625445881048,0.000637710555378,0.02448512,,,,
387,Reln,11.656578756658,0.000639758878546,0.02450046,,,,
388,Slc1a3,11.6408268638725,0.000645199164081,0.02464528,,,,
389,Ghitm,11.6172674142954,0.000653423306784,0.02489543,,,,
390,Alx3,11.5998417568476,0.000659574313562,0.02506551,,,,
391,Snn,11.5818394685915,0.000665990293582,0.02524477,,,,
392,Matn4,11.5482991367806,0.000678112634502,0.02563887,,,,
393,Prex1,11.4989681662166,0.000696348354688,0.02619504,,,,
394,Rps29,11.5016138486631,0.000695357894686,0.02619504,,,,
395,Stmn1,11.4901694770589,0.000699652569031,0.02621995,,,,
396,Trim9,11.4878144291108,0.000700539655557,0.02621995,,,,
397,Ctnna1,11.4272572279846,0.000723744455032,0.02695268,,,,
398,Mycn,11.428385395468,0.000723305133931,0.02695268,,,,
399,Atp6v1e1,11.3916284937695,0.000737758260481,0.02740587,,,,
400,Islr,11.3436431708042,0.000757066609736,0.028053,,,,
401,Ap2m1,11.2992861918688,0.000775368948092,0.0286045,,,,
402,Mtss1l,11.2936526637458,0.000777725202449,0.0286045,,,,
403,Vwa1,11.2982036338602,0.000775821173401,0.0286045,,,,
404,Cdk17,11.2699862502059,0.000787703122432,0.02889995,,,,
405,Mrc1,11.2617472853058,0.000791206999787,0.02894198,,,,
406,Rasl10b,11.258144345087,0.000792744208634,0.02894198,,,,
407,Gria3,11.2461035005971,0.000797903414804,0.02905894,,,,
408,Fgfr1,11.2348880891815,0.000802739462512,0.02909245,,,,
409,Ptma,11.2351772794442,0.000802614393358,0.02909245,,,,
410,Ypel5,11.2239163467514,0.000807499104597,0.02919375,,,,
411,Shisa3,11.1601462156668,0.000835733359383,0.03014117,,,,
412,Cald1,11.1449775451197,0.000842594929011,0.03031506,,,,
413,Hes5,11.1404783575147,0.000844641071546,0.03031527,,,,
414,Plscr4,11.1332290534168,0.000847948484003,0.03036064,,,,
415,Chd3,11.1243161508521,0.000852032841587,0.03043355,,,,
416,Gfap,11.1183596407278,0.000854773505527,0.03045822,,,,
417,Plat,11.0439297460715,0.000889780542822,0.03162978,,,,
418,S100a6,11.0264307589074,0.000898219251374,0.03185356,,,,
419,Axl,11.0192023737893,0.000901728637372,0.03190187,,,,
420,Ckb,11.0085529576986,0.000906924207478,0.03200947,,,,
421,Grb14,10.9943189935037,0.000913915876874,0.0321798,,,,
422,Baalc,10.9870503427975,0.000917507203686,0.03222988,,,,
423,Bcar3,10.9470352376868,0.000937535080934,0.03285574,,,,
424,Slc13a3,10.9280962060844,0.00094716776325,0.03311521,,,,
425,Ppfia2,10.9035190583663,0.000959817439216,0.0334787,,,,
426,Cdk5r1,10.8504791610865,0.000987701963303,0.03437064,,,,
427,Col16a1,10.8253060550456,0.00100122142628,0.03475969,,,,
428,Gnb2,10.8138128043498,0.001007456066576,0.03488417,,,,
429,Vsnl1,10.8100563614966,0.001009502291926,0.03488417,,,,
430,Rcan2,10.7915974160627,0.001019618565297,0.03507063,,,,
431,Stmn3,10.7919933285102,0.001019400516456,0.03507063,,,,
432,Sipa1l1,10.7708199712985,0.001031128188856,0.0353846,,,,
433,Cyp2j9,10.6978386974567,0.001072607664816,0.03672322,,,,
434,Pgbd5,10.6873673648497,0.001078696043455,0.03684677,,,,
435,Afap1l2,10.6726428774779,0.001087316535673,0.03705605,,,,
436,Tuba1c,10.6613371048254,0.001093982801474,0.03719792,,,,
437,Abr,10.6470486077593,0.001102466961997,0.03740081,,,,
438,Dlx1,10.6356171026895,0.001109302616652,0.03746165,,,,
439,Tmsb4x,10.6380332621579,0.001107854270263,0.03746165,,,,
440,Zfp36l2,10.6265187084171,0.001114773781033,0.03756105,,,,
441,Hnrnpa2b1,10.6125397631751,0.001123233022799,0.03776045,,,,
442,Dclk2,10.5809380079104,0.001142596708905,0.03828682,,,,
443,Serpina3n,10.5785978826249,0.001144043959428,0.03828682,,,,
444,Adk,10.5683525344028,0.001150402061894,0.03832696,,,,
445,Fam212b,10.5687245216421,0.001150170588192,0.03832696,,,,
446,Fbln2,10.5471596865364,0.001163667708851,0.03868219,,,,
447,Dst,10.5400496705757,0.001168152804374,0.0387446,,,,
448,Zfp385a,10.5336448382614,0.001172208033558,0.03879251,,,,
449,Rasgrp1,10.5067137126035,0.001189415981819,0.03927452,,,,
450,Fibcd1,10.446293888745,0.001228957883944,0.04049021,,,,
451,Rab3a,10.4298127463468,0.001239973141125,0.04076275,,,,
452,Gstm1,10.4147900350259,0.001250100677867,0.04088982,,,,
453,Id1,10.4077932532949,0.001254846080869,0.04088982,,,,
454,Tenm3,10.410076880985,0.001253295263293,0.04088982,,,,
455,Wnt6,10.4083185535071,0.001254489176214,0.04088982,,,,
456,Apold1,10.3959798106742,0.001262899685311,0.0410622,,,,
457,Sept9,10.3905273485174,0.001266634428886,0.04109371,,,,
458,Kif5a,10.3798764144855,0.001273962218299,0.0412414,,,,
459,Fads1,10.3664759536952,0.001283242653108,0.04145153,,,,
460,Serinc3,10.2887884600882,0.001338409392183,0.04313975,,,,
461,Atp5b,10.2630769334276,0.001357191335648,0.04365045,,,,
462,Ppp3cb,10.2364533114551,0.001376920829977,0.04418934,,,,
463,Cmtm5,10.1155769869964,0.001470213995258,0.0470817,,,,
464,Ccni,10.0976983721398,0.00148454622871,0.04743844,,,,
465,Pgam1,10.0774248199405,0.001500969623397,0.04786032,,,,
466,Camkk2,10.0347482433582,0.001536145409865,0.04887705,,,,
467,Cox4i1,10.024440410633,0.001544766011954,0.04904632,,,,
