gene,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde,sv_genes_gpcounts,gene_sh,llr_gpcounts_shuffled,LLR_shuffled,sv_genes_gpcounts_shuffled,sv_genes_spatialde_shuffled,sv_genes_spark
Gas2l1,,0.787461544,0.790870126,,Ctsb,4.887690889,0.612942589,,,
Fzd2,,0.786821173,0.000964264,,Ctsc,0.606993967,0.083150411,,,
Eprs,,0.786690133,2.664567599,,Ctsd,0.040851774,0.185455498,,,
Ccdc173,,0.786545995,0.039385699,,Ctsf,0,0.000964011,,,
Pde12,,0.786358019,0.549208187,,Ctsh,0.538619053,0.791906579,,,
Jak2,,0.786317974,1.265503093,,Ctsk,1.018107561,1.974911677,,,
Olfml1,,0.786001015,0.64510203,,Ctsl,1.952392334,1.908182092,,,
Pnpt1,,0.785452686,0.52170632,,Ctso,0.752974661,0.000964009,,,
Xpr1,,0.785285972,1.59367589,,Ctss,3.030464573,1.184670731,,,
Ucma,,0.784950534,1.897156895,,Ctsz,0.015747983,0.000964006,,,
Aldh4a1,,0.784913979,0.14077592,,Cttn,0.293643815,0.688320252,,,
Mis18bp1,,0.784668019,2.864217772,,Cttnbp2,0,0.00096401,,,
Slc13a5,,0.783421586,0.021757529,,Cttnbp2nl,0.023145364,0.00096401,,,
Arsk,,0.782861256,0.642085936,,Ctu2,0.008202,0.011391293,,,
Gin1,,0.782134686,1.940055757,,Ctxn1,0,0.000964009,,,
Mccc2,,0.781901235,0.562786264,,Ctxn2,0,0.000964009,,,
Asf1a,,0.781678577,0.311336302,,Ctxn3,0.361485769,1.162394125,,,
Senp7,,0.781620965,0.634220499,,Cubn,0,0.000964011,,,
l7Rn6,,0.781561169,1.460315407,,Cuedc1,0,0.00096401,,,
Eif5a2,,0.781055946,1.575800067,,Cuedc2,0,0.09849436,,,
Tab2,,0.780187494,0.712506372,,Cul1,0,0.000964011,,,
Pak6,,0.779795436,0.511943349,,Cul2,0.0765151,0.164376683,,,
Pdzk1ip1,,0.779621154,0.924033002,,Cul3,0.162726384,0.388716676,,,
Zbed6,,0.779524193,3.68899867,,Cul4a,0.052171391,0.042571908,,,
Fam171a2,,0.779128929,0.491001238,,Cul4b,0.026031035,0.266187242,,,
Ndufb10,,0.778838544,0.464868145,,Cul5,0.397448394,0.234699263,,,
Jun,,0.778672809,1.313857455,,Cul7,0.943633049,1.72622049,,,
Rhot2,,0.778174899,0.000964009,,Cul9,0.094049753,0.525253008,,,
Mterfd2,,0.777952593,1.082193477,,Cuta,0.063502002,0.000964008,,,
Ece1,,0.777206083,1.827497872,,Cutc,2.05E-08,0.000964019,,,
Scg3,,0.777112796,0.919320255,,Cux1,0.620388171,0.617729699,,,
Eif2d,,0.77631577,0.28869035,,Cux2,0.249636444,0.928466988,,,
Fam160a2,,0.775898419,0.70971238,,Cwc15,0.112030846,0.00096401,,,
Slc35e3,,0.775722593,0.557191084,,Cwc22,0.156873518,0.314409958,,,
9930021J03Rik,,0.775514307,1.045488193,,Cwc25,0.026220943,0.000964009,,,
Slc22a23,,0.773121553,0.004557055,,Cwc27,0.413387997,0.312229965,,,
Klhdc8a,,0.772969274,0.767489804,,Cwf19l1,0,0.00096401,,,
Celf6,,0.772519176,2.191891116,,Cwf19l2,1.45E-05,0.000964009,,,
Appl1,,0.771779838,1.290961374,,Cwh43,0,0.00096401,,,
Ppp1r12a,,0.771688379,0.199894445,,Cx3cl1,0.000728606,0.510074508,,,
Atg14,,0.771501056,0.655179655,,Cx3cr1,0.020576719,0.173787266,,,
Usp25,,0.771482076,1.359695241,,Cxadr,0.166901119,0.7869763,,,
AI462493,,0.771287442,1.589448395,,Cxcl10,0,0.000964007,,,
Shroom2,,0.770788366,0.022650308,,Cxcl12,2.552831784,0.000964008,,,
Serf1,,0.770487678,0.969705731,,Cxcl14,0.444446935,0.00096401,,,
Gstt1,,0.770076211,0.30071427,,Cxcl16,0.000170447,0.09634453,,,
Nudt16,,0.769716947,0.244604027,,Cxcl5,0.439814685,0.410248295,,,
Mphosph9,,0.769431965,0.724036671,,Cxcl9,0.000154083,0.013179459,,,
Ap4e1,,0.769236019,1.158483422,,Cxcr4,0,0.00096401,,,
Kbtbd11,,0.766664466,1.541827953,,Cxcr5,1.083544055,1.465492483,,,
Cox18,,0.766122207,0.973909746,,Cxcr7,0.000215086,0.002190917,,,
Mcm8,,0.765725948,0.648494319,,Cxx1a,0,0.00096401,,,
Pcbp1,,0.765577469,1.260833301,,Cxx1b,0.287666758,0.679822983,,,
Atp11a,,0.765566732,0.225029014,,Cxx1c,0.062464627,0.812520239,,,
Slc25a33,,0.765372564,0.898319206,,Cxxc1,0,0.000964011,,,
Sh2b3,,0.765360081,1.469912109,,Cxxc4,7.69E-05,0.022639675,,,
Naa15,,0.765086979,0.188646376,,Cxxc5,0.070342409,0.464115467,,,
Nmral1,,0.764711824,0.462998679,,Cyb5,0.950293465,0.833784522,,,
Cyb5r3,,0.763352986,0.742892389,,Cyb561,0.060188728,0.00096622,,,
Pde7a,,0.763195954,0.000964008,,Cyb561a3,7.28E-05,0.043381762,,,
Casc3,,0.76266985,0.844559859,,Cyb561d1,0,0.000964011,,,
Rbm5,,0.762337449,1.408629022,,Cyb561d2,0.396818191,1.262907503,,,
Fut8,,0.762215379,0.188500427,,Cyb5b,0.279277056,0.242618328,,,
Isoc2a,,0.762212188,0.297752321,,Cyb5d2,0.187171099,0.233761969,,,
Zcchc7,,0.762106665,0.408526955,,Cyb5r1,0.018030929,0.000964009,,,
Arrdc2,,0.761844864,0.727959209,,Cyb5r3,0.424463602,0.487579052,,,
F13a1,,0.761652731,2.230389906,,Cyb5r4,0.057818904,0.054311623,,,
1700018L02Rik,,0.761544524,5.677189597,,Cyba,0,0.00096401,,,
Gpr123,,0.761084591,0.404488352,,Cybb,0.086946163,2.070809762,,,
Tcof1,,0.76094617,0.539857546,,Cybrd1,0,0.000964009,,,
Zc3h7b,,0.760119656,1.161594484,,Cyc1,0,0.00096401,,,
Akap10,,0.760045426,0.000971791,,Cycs,2.83E-05,0.00096401,,,
Rraga,,0.758232335,0.00096401,,Cyfip1,0.134833172,0.607493419,,,
Rnf152,,0.758204314,1.532885497,,Cyfip2,0,0.00096401,,,
2900076A07Rik,,0.75810807,1.474871983,,Cygb,0.001751632,0.119900486,,,
Per2,,0.757664499,0.640178346,,Cyhr1,0.047000917,0.000970463,,,
Zfp422,,0.757375835,0.378476464,,Cyld,0.063651544,0.000964008,,,
Ahr,,0.757016627,0.237697257,,Cyp11a1,0.06891005,0.273071914,,,
Plcg2,,0.756813293,3.518408599,,Cyp1b1,1.001642752,0.181843027,,,
Hook3,,0.756254169,0.637291011,,Cyp20a1,0.146512059,0.831618905,,,
Rere,,0.756010718,0.580648827,,Cyp26a1,4.83E-07,0.000964011,,,
Med18,,0.755883118,2.862965863,,Cyp26b1,0.008720941,0.00096401,,,
Arf2,,0.754537792,0.251301552,,Cyp27a1,9.67E-07,0.000964011,,,
Hdac7,,0.754261993,1.470502254,,Cyp27b1,0,0.00096401,,,
Zfx,,0.754226122,0.000964011,,Cyp2a4,0.192902743,0.377281302,,,
Stat1,,0.753729441,0.049063201,,Cyp2a5,5.340446126,0.769071559,,,
Ahcy,,0.753182418,0.519152776,,Cyp2d22,0,0.006440476,,,
Itga1,,0.751875721,0.188868013,,Cyp2f2,0.001372209,0.00096401,,,
Tfeb,,0.751867233,0.859691457,,Cyp2g1,0.040969577,0.838887695,,,
Kansl1l,,0.75110635,0.070920524,,Cyp2j12,6.88E-05,0.000970145,,,
Ccdc107,,0.751070627,0.517624308,,Cyp2j6,2.335512602,0.000964011,,,
0610007N19Rik,,0.749373158,0.00096401,,Cyp2j9,0.029437386,0.00096401,,,
Fbln1,,0.748579294,0.671355318,,Cyp2s1,0.34317389,0.592958472,,,
Hes1,,0.747614681,0.32262665,,Cyp2t4,1.48E-06,0.00096401,,,
Eepd1,,0.74735879,0.556052381,,Cyp2u1,0,0.228077468,,,
Kif19a,,0.747008226,0.072031069,,Cyp39a1,1.69E-07,0.000970293,,,
Rap2c,,0.746870184,0.348649141,,Cyp3a13,0,0.000966198,,,
Tmed2,,0.746637307,0.249105491,,Cyp46a1,0.159163161,2.005214743,,,
Ptpn2,,0.74651357,0.983376008,,Cyp4a12b,0,0.00096401,,,
Vmn1r206,,0.74599446,0.586202201,,Cyp4b1,2.27E-09,0.000964011,,,
Pacsin3,,0.745946196,0.422430785,,Cyp4f13,0.151096412,0.00096401,,,
Klhdc3,,0.745830206,1.622669782,,Cyp4f14,3.48E-08,0.00096401,,,
Vegfb,,0.745647169,0.611262372,,Cyp4f15,0,0.000964009,,,
Pip5k1b,,0.745597724,0.586262862,,Cyp4f16,0,0.106172563,,,
Rnf34,,0.745535649,0.378994834,,Cyp4v3,0,0.001079553,,,
Xpo4,,0.745071406,0.275399751,,Cyp51,0.060120982,0.230820578,,,
Fam211a,,0.744687026,0.568649475,,Cyp7b1,0.001126439,0.000964011,,,
Lyrm5,,0.743942288,0.79497814,,Cyr61,7.54E-07,0.389079538,,,
2210016F16Rik,,0.743137977,0.02001836,,Cys1,0.087899118,0.000964009,,,
Aatf,,0.743098023,0.669169459,,Cysltr1,0.236663823,0.30539573,,,
P4htm,,0.743029321,0.746694887,,Cysltr2,4.54E-06,0.00096401,,,
Ttc39c,,0.74196028,2.274964512,,Cystm1,0.018081622,0.718915526,,,
Acbd6,,0.741945111,1.516441368,,Cyth1,0.711956572,0.949790853,,,
Trappc3,,0.741910566,1.207432339,,Cyth2,0,0.000964009,,,
Lsg1,,0.741545311,0.537087481,,Cyth3,0.498896188,0.218640455,,,
Ogdh,,0.741505543,0.780265078,,Cyth4,0.045764379,0.000968606,,,
Wdr61,,0.741357734,0.256114861,,Cytip,0,0.00591676,,,
0610009O20Rik,,0.741065855,1.289402393,,Cytl1,0,0.000964011,,,
Ttll1,,0.740411804,1.188063015,,D030025E07Rik,1.20E-06,0.127288821,,,
Prelp,,0.740075795,1.669080772,,D030028A08Rik,4.50E-06,0.00096401,,,
Tbc1d30,,0.7385645,0.930205814,,D030047H15Rik,0.238350941,3.084029022,,,
Esyt2,,0.738447341,0.06981485,,D030056L22Rik,0.052302338,0.000964009,,,
Atpif1,,0.73817931,0.65803954,,D10Bwg1379e,2.45E-07,0.000964011,,,
Gm16853,,0.737950117,0.890395859,,D10Jhu81e,0.400909081,0.303453592,,,
Gdf1,,0.737784667,0.535072017,,D10Wsu102e,4.217297992,3.462772047,,,
Otub1,,0.737206071,0.00096401,,D10Wsu52e,0.01001823,0.131507721,,,
Top1mt,,0.737186962,0.567257517,,D11Wsu47e,0.079879513,0.226553514,,,
Mxd4,,0.736817536,1.438940484,,D130017N08Rik,0.024100223,0.00096401,,,
Gpd1l,,0.736615236,1.363836238,,D130020L05Rik,2.159195054,3.971965391,,,
Atxn2l,,0.736322634,0.740246099,,D130043K22Rik,0,0.00096401,,,
9130023H24Rik,,0.735767715,0.23733942,,D14Abb1e,0.250126654,0.05502253,,,
Itpka,,0.735601366,1.777057092,,D15Ertd621e,0,0.000964007,,,
Gemin8,,0.734920212,0.7412168,,D16Ertd472e,0.001364916,0.000964009,,,
Aard,,0.734570158,0.603832453,,D16Ertd519e,0,0.00096401,,,
Ufsp2,,0.733912489,0.526102613,,D17H6S53E,0,0.233038628,,,
Cenpt,,0.733868444,1.889683882,,D17Wsu104e,0.004584446,0.084211865,,,
Map3k5,,0.733412345,3.086487762,,D17Wsu92e,0,0.00096401,,,
Lrpprc,,0.733374851,0.000964011,,D19Bwg1357e,0.009603674,0.00096401,,,
Dcun1d5,,0.733130876,0.00096401,,D19Ertd737e,0.100159627,0.00096401,,,
Gas6,,0.733016982,0.434468916,,D1Ertd622e,0,0.000964009,,,
Arid1a,,0.732822988,0.918380239,,D1Pas1,0,0.000964011,,,
Wfs1,,0.732740513,0.000964038,,D230025D16Rik,0,0.000964008,,,
Cycs,,0.731808843,0.405201355,,D2Wsu81e,0.032215386,0.068636999,,,
Ero1l,,0.731238482,0.518692328,,D2hgdh,0.00457032,0.265814703,,,
Mib1,,0.731057487,1.580025763,,D330022K07Rik,4.46E-06,0.000964011,,,
Soat1,,0.730917402,0.015908966,,D330023K18Rik,0.1745186,1.080060203,,,
Taok1,,0.730880341,0.167327803,,D330041H03Rik,1.63E-07,0.000964011,,,
Amph,,0.730573144,0.146410765,,D330045A20Rik,0.300569336,1.182152932,,,
Rpl9,,0.730067406,0.23642831,,D330050G23Rik,0.048373237,0.000964009,,,
Rnf8,,0.729485263,0.745191566,,D3Bwg0562e,0,0.023945969,,,
1110008P14Rik,,0.729037317,0.206003983,,D3Ertd254e,0.931196917,1.295498886,,,
Bhlhe41,,0.72822497,0.688235254,,D3Ertd751e,0.047557328,0.001097939,,,
Epb4.1l1,,0.72806138,0.871718512,,D430019H16Rik,0,0.00096401,,,
Ylpm1,,0.727958225,0.262177808,,D430036J16Rik,0,0.00096401,,,
Strip1,,0.727461381,1.66387315,,D430041D05Rik,0.057404737,0.522786754,,,
2310009B15Rik,,0.726337041,1.5312972,,D430042O09Rik,0,0.058814938,,,
Aldh6a1,,0.72633406,0.232914255,,D4Wsu53e,1.164064766,0.52254631,,,
Dhx15,,0.726237837,0.002759062,,D5Ertd579e,0,0.436055489,,,
Prune2,,0.726176327,1.03486872,,D630003M21Rik,0.060460038,0.099258148,,,
Esf1,,0.726088079,0.487064157,,D630023F18Rik,0.006426302,1.067317146,,,
Rbm47,,0.725942124,0.071269974,,D630033O11Rik,9.10E-07,0.000964009,,,
Ctcf,,0.72548492,1.336316786,,D630037F22Rik,0.004057836,0.000969237,,,
Rab3gap1,,0.725164283,0.597265197,,D630045J12Rik,0.022228969,0.00096401,,,
Suds3,,0.724590577,0.650261316,,D6Wsu163e,1.368758875,1.866706383,,,
Rab30,,0.724400591,0.77965044,,D730039F16Rik,0,0.108422709,,,
Atf7ip,,0.724331314,0.03657911,,D7Ertd715e,0,0.00096401,,,
Nicn1,,0.724071093,3.915997866,,D830030K20Rik,0.006775946,0.00096401,,,
Akt3,,0.723752512,0.60455939,,D830031N03Rik,5.58E-08,0.000964011,,,
Tmem57,,0.723589146,1.152215301,,D8Ertd738e,0.307268793,0.217650428,,,
Nphp3,,0.723239328,1.195992905,,D8Ertd82e,0.069661157,0.106928016,,,
Kpna6,,0.723110234,1.474098024,,D930015E06Rik,0.011002897,0.079591046,,,
Slc16a2,,0.72272177,0.065861526,,D930016D06Rik,0.473616149,0.250789816,,,
Arf6,,0.721879587,0.000964049,,D930048N14Rik,0,0.501502084,,,
Bet1l,,0.721161518,0.947789663,,Daam1,0,0.00096401,,,
Ccdc28b,,0.721093238,1.771867274,,Daam2,0.007012515,0.00096401,,,
Bbip1,,0.72107683,0.178735481,,Dab1,0.435153193,0.050911772,,,
Nr4a2,,0.720973522,0.728667096,,Dab2,0.199389198,0.000964011,,,
Gpc6,,0.720369897,0.018409116,,Dab2ip,0.305192351,0.00096401,,,
Tbc1d15,,0.719959374,2.140959183,,Dach1,1.17E-08,0.000964011,,,
Rala,,0.719817691,0.432437569,,Dach2,5.17E-06,0.602683212,,,
Dis3l2,,0.719593631,0.25727475,,Dact1,0.000594705,0.00096401,,,
Snhg6,,0.719191583,0.325105293,,Dact2,0,0.638451984,,,
Lyst,,0.719168937,0.833635693,,Dact3,1.775579455,0.998802202,,,
Tkt,,0.718387106,0.154410847,,Dad1,0.167459823,0.721105564,,,
Nhp2l1,,0.718185235,0.040566509,,Dag1,0.068235511,0.291130242,,,
Gmpr2,,0.717397223,1.058522621,,Dagla,0.092646893,0.108161554,,,
Aak1,,0.717270335,0.222919593,,Daglb,0.065277389,0.127082221,,,
Fip1l1,,0.716583405,0.000964877,,Dak,0.002905419,0.011960855,,,
Rara,,0.716244513,0.475979356,,Dalrd3,0.168080734,0.487095672,,,
Kcns2,,0.716130309,2.66492802,,Dancr,0.543217607,0.747743348,,,
Slc25a14,,0.71600744,0.707178949,,Dand5,0.032401224,0.000973276,,,
Cdip1,,0.715192324,0.514121839,,Dap,0.485892546,0.05540194,,,
Arhgap26,,0.714982133,0.076387743,,Dap3,0,0.000964007,,,
Slc47a1,,0.714764527,1.22370278,,Dapk1,0.183621746,0.165440485,,,
Dus1l,,0.714351921,0.501997172,,Dapk2,0,0.000964009,,,
Il20ra,,0.713326128,1.359350703,,Dapk3,1.33E-05,0.000964005,,,
AK129341,,0.713316526,0.609170718,,Dapl1,0,0.000964009,,,
Snhg4,,0.71299094,1.233557464,,Dapp1,0,0.028422244,,,
Adrm1,,0.71251075,0.092775854,,Darc,0,0.000964008,,,
Gpr116,,0.711828928,0.214654658,,Dars,1.89762735,1.510946132,,,
H2afv,,0.711827621,1.195149964,,Dars2,1.73E-06,0.966029695,,,
Tmem33,,0.71172157,0.548753415,,Daw1,1.60E-07,0.000964011,,,
Amz2,,0.711561345,0.071012049,,Daxx,0,0.094981137,,,
Auh,,0.711341313,0.037461866,,Dazap1,0.078680728,0.119401347,,,
Cdh15,,0.711242157,6.299201973,,Dazap2,0,0.000964008,,,
Psip1,,0.711035286,0.678207867,,Dazl,0,0.000964009,,,
Znfx1,,0.710681998,0.745581272,,Dbc1,0,0.00096401,,,
Gm14743,,0.710445827,3.966736188,,Dbf4,2.75E-06,0.000964011,,,
Ndp,,0.70932449,0.333125611,,Dbi,4.703143117,0.000964009,,,
Plekhg3,,0.70928356,0.00096401,,Dbil5,1.327970188,2.33473112,,,
Ppm1h,,0.709161303,1.092163997,,Dbn1,0.033033769,1.156105217,,,
Fam210b,,0.708361074,0.26788059,,Dbndd1,0.074781678,0.321506155,,,
Clock,,0.708115319,0.422846316,,Dbndd2,0.699521042,0.000964011,,,
Slc39a5,,0.707565709,0.296029964,,Dbnl,1.377938809,1.941567566,,,
Ppcs,,0.707197868,0.913132347,,Dbp,4.80E-07,0.000964009,,,
Nfxl1,,0.706381935,0.310428291,,Dbpht2,0.000114234,0.000964009,,,
Gm3435,,0.706118583,2.236162489,,Dbr1,0,0.022917007,,,
Zfp609,,0.705562821,1.277716834,,Dbt,1.803685519,1.211580343,,,
Mknk1,,0.705019184,0.24693343,,Dbx2,1.497909743,1.437515718,,,
Adamts6,,0.70489663,7.439512662,,Dcaf10,0.287914886,0.000964008,,,
Arid1b,,0.704830794,1.402250252,,Dcaf11,0.002587381,0.021271297,,,
Nolc1,,0.704803302,0.000964007,,Dcaf12,0,0.00096401,,,
Cth,,0.704462058,3.386019677,,Dcaf12l1,0.272983077,0.125039435,,,
Tarbp2,,0.704355968,1.493720651,,Dcaf13,0.029009469,0.000964011,,,
Clic4,,0.70403867,0.309032447,,Dcaf15,0.074833344,0.055495133,,,
Poc1a,,0.703434729,0.886216185,,Dcaf17,1.55E-06,0.000969137,,,
Vps4b,,0.703263746,0.530970952,,Dcaf4,0.186827804,0.166009979,,,
Wdr77,,0.703057814,0.184459537,,Dcaf5,0.007154231,0.00096401,,,
Agpat6,,0.703024102,0.858323345,,Dcaf6,0,0.000964008,,,
Cntln,,0.70293983,0.13275516,,Dcaf7,0.334897792,0.656643028,,,
Dancr,,0.701495034,1.575008556,,Dcaf8,0.037799044,0.001210739,,,
Zc3h13,,0.700882906,0.241446637,,Dcakd,0,0.000964007,,,
Tchp,,0.700701194,1.195670452,,Dcbld1,0.725092087,1.32123135,,,
Gpx4,,0.700472694,0.0613613,,Dcbld2,0.000415033,0.103414277,,,
Ubqln2,,0.700322852,0.779433934,,Dcc,0,0.000964008,,,
Wash,,0.700271639,0.814496459,,Dcdc2a,0.133837355,0.075095984,,,
Usf2,,0.699972746,0.7343261,,Dcdc2b,0.096434945,0.000964009,,,
Elovl1,,0.699445641,0.691056432,,Dchs1,0.190818891,0.491107357,,,
Dbndd2,,0.699352518,0.107054892,,Dck,3.08E-05,0.000964008,,,
Coq4,,0.698666012,1.735242907,,Dclk1,5.090126513,0.00096401,,,
Arhgef18,,0.698169234,0.374200159,,Dclk2,0,0.020413148,,,
Yrdc,,0.697948622,1.085628243,,Dclk3,1.42E-08,0.00096401,,,
Dalrd3,,0.697799284,1.780500274,,Dclre1a,0.102805187,1.053253443,,,
Ppp1r9a,,0.697455854,0.402546336,,Dclre1b,0.175328671,0.854962208,,,
Smn1,,0.697450446,1.092887879,,Dclre1c,0.039528078,0.01393912,,,
Ccdc86,,0.696351879,0.71440974,,Dcn,11.12179373,0.037364124,,,
Adcy6,,0.69622189,0.00096401,,Dcp1a,0.405385109,0.911856382,,,
Parp8,,0.696111963,1.413760073,,Dcp1b,0.030287579,1.007085974,,,
Amn1,,0.695250043,0.599981939,,Dcp2,0.404131458,0.000964011,,,
Oas1a,,0.695224594,5.269719516,,Dcps,0,0.000964011,,,
Rin1,,0.695104547,0.004510941,,Dct,0.000926674,0.00096401,,,
Lef1,,0.694827056,0.088361918,,Dctd,0.027741198,0.00096401,,,
Klf10,,0.694084405,1.316748667,,Dctn1,0.043758192,0.250731679,,,
Ppp2r2d,,0.693999566,1.025702166,,Dctn2,0,0.00096401,,,
Tamm41,,0.693958783,0.536512635,,Dctn3,0,0.000964007,,,
Gnaq,,0.693308436,1.219729806,,Dctn4,0,0.000964006,,,
Myl6,,0.693289742,0.760810716,,Dctn5,0.231452942,0.43966543,,,
Tubg2,,0.692812643,1.307939606,,Dctn6,5.22E-06,0.000964009,,,
Ccdc109b,,0.692382595,0.000964011,,Dctpp1,9.40E-06,0.000964009,,,
Fam107b,,0.692096964,1.268491162,,Dcun1d1,0.338003237,0.239364642,,,
Ptk7,,0.691962608,0.828197328,,Dcun1d2,0.038844131,0.000964009,,,
Nin,,0.691424309,0.503176926,,Dcun1d3,0.00064056,0.000964009,,,
Ugt8a,,0.691198795,0.000964011,,Dcun1d4,0.586334032,0.98512258,,,
Gramd1a,,0.690879188,0.21335297,,Dcun1d5,0.733129936,0.064447279,,,
Trpt1,,0.690705057,0.389183088,,Dcx,0.811414738,0.000964007,,,
Nmi,,0.690696518,1.585694043,,Dcxr,0.444057863,0.787683207,,,
Gstp1,,0.690138347,0.542466394,,Dda1,8.95E-05,0.002100567,,,
Rnf113a1,,0.689943422,2.881088715,,Ddah1,0.03545824,0.000964008,,,
Zmiz1,,0.689847227,0.000964011,,Ddah2,0.093161643,0.203608927,,,
Slc39a3,,0.689810314,2.217192543,,Ddb1,3.14E-05,0.000964012,,,
Sdhc,,0.689139066,0.000964144,,Ddc,0.442835201,1.101376496,,,
C77370,,0.688778923,0.204716549,,Ddhd1,0,0.33695249,,,
Scaf11,,0.688725389,0.806892994,,Ddhd2,0,0.00096401,,,
Tet2,,0.688327906,0.861389117,,Ddi2,0,0.00096401,,,
Nell2,,0.687925361,0.234047008,,Ddit3,0.309357501,0.000964007,,,
Pdzk1,,0.687751745,0.809230709,,Ddit4,0.250021779,0.00096401,,,
Kcnc4,,0.687113799,2.71021962,,Ddit4l,0.327023297,0.589164244,,,
Ebag9,,0.686766708,1.617007311,,Ddn,0.004034546,0.889835354,,,
Ccdc112,,0.686600345,1.611844411,,Ddo,0.038853637,0.423011787,,,
Col24a1,,0.686592806,0.163810315,,Ddost,1.511240686,1.692290199,,,
Tmem63b,,0.686307575,2.04903223,,Ddr1,0,0.000964009,,,
Rad21,,0.686120282,0.00096401,,Ddr2,0,0.000964008,,,
4933426M11Rik,,0.685454085,1.015383237,,Ddrgk1,0.151711084,0.230212117,,,
Fam110a,,0.685261565,0.614038731,,Ddt,0,0.000964006,,,
Rab11b,,0.685140145,1.37912502,,Ddx1,0,0.000964011,,,
Pitpnm3,,0.685131928,0.344434854,,Ddx10,0,0.000964009,,,
Dennd6a,,0.684676066,0.512626727,,Ddx11,0,0.00096401,,,
Cenpv,,0.684071254,0.566405618,,Ddx17,4.921911131,0.247065886,,,
Tmc3,,0.683058914,0.953352363,,Ddx18,4.03E-06,0.041668748,,,
Fhod3,,0.682906594,0.000964008,,Ddx19a,0.868076685,1.148146724,,,
Gm4980,,0.682358022,0.652721106,,Ddx19b,0,0.000964008,,,
Sec61g,,0.682316993,1.214639455,,Ddx20,7.21E-06,0.121847669,,,
Sec22c,,0.682246689,0.409139288,,Ddx21,0.59041999,0.691382737,,,
A730046J19Rik,,0.682153889,1.822416001,,Ddx23,0,0.00096401,,,
Eif4enif1,,0.681957341,1.008398056,,Ddx24,0.64730986,1.05404924,,,
Lcmt1,,0.681571561,0.284129684,,Ddx25,0.020560636,0.216266299,,,
Nfix,,0.681443251,0.904140439,,Ddx26b,0.008300436,0.177996157,,,
Mmgt1,,0.681320082,0.578576377,,Ddx27,0,0.000964008,,,
Tgif2,,0.681185061,1.737281537,,Ddx28,0,0.000964007,,,
Cox14,,0.680053179,0.087771509,,Ddx31,0.034382541,0.003864872,,,
Ubr1,,0.679172476,0.000964009,,Ddx39,0.26736771,0.000964007,,,
Cdc73,,0.679079982,1.871517231,,Ddx39b,0.636524437,0.455735818,,,
Cpt2,,0.678965711,0.009262906,,Ddx3x,1.82E-06,0.000964011,,,
Adss,,0.678599076,0.321096462,,Ddx3y,0.365943868,0.556737359,,,
Dnajb13,,0.67842073,0.068760376,,Ddx4,0.089114869,0.601592954,,,
Ubr2,,0.677592186,1.276292406,,Ddx41,0.034856365,0.144499044,,,
Acat3,,0.67712395,1.809944735,,Ddx42,0.813538379,0.388278654,,,
Samhd1,,0.676408158,0.237696396,,Ddx46,0.032829642,0.000964009,,,
Acvr1b,,0.675698899,6.624888624,,Ddx47,0.00967515,0.52135071,,,
Zfp653,,0.675575415,0.561745741,,Ddx49,4.60E-08,0.00096401,,,
Dctpp1,,0.675467849,0.996949192,,Ddx5,5.526822914,0.000964008,,,
Ralb,,0.675467718,0.727399966,,Ddx50,0.032879526,0.000964008,,,
Nav1,,0.675325943,0.227404073,,Ddx51,0.030261014,0.00096401,,,
Adck5,,0.674398772,0.614511812,,Ddx52,0,0.017558777,,,
Bri3,,0.67359194,1.148627143,,Ddx54,0.314438019,0.000964007,,,
C77080,,0.673458998,0.587483482,,Ddx55,0,0.000964009,,,
Wbp4,,0.67329236,0.288819699,,Ddx56,0.734025154,2.353483499,,,
Pde10a,,0.673270175,0.286884565,,Ddx58,0,0.000964009,,,
Rnf7,,0.672940326,0.686600626,,Ddx59,0,0.010964799,,,
Slc25a11,,0.672681084,0.092305803,,Ddx6,2.044609481,1.250964424,,,
Emx2,,0.672533258,0.029552846,,Ddx60,0.085446851,0.284105043,,,
Rxra,,0.672471841,1.094319046,,Deaf1,0.238127302,0.000964009,,,
Rfx5,,0.672281639,1.941189329,,Deb1,0.768625158,0.095319151,,,
Fmn2,,0.671895902,0.083737847,,Decr1,0.000203635,0.00096401,,,
Gnl3,,0.671608655,0.886954377,,Decr2,0.005881542,0.079733035,,,
Pnpla7,,0.670658455,0.925994082,,Dedd,0,0.125690281,,,
Ddx47,,0.670625976,1.120403997,,Dedd2,0.685472771,0.782696436,,,
Them4,,0.670610631,1.9283718,,Def6,5.13E-07,0.000964008,,,
Sde2,,0.667941549,0.000964007,,Def8,0,0.000964007,,,
Ddr2,,0.667437959,0.003293287,,Degs1,0.115257745,0.019044032,,,
Tchh,,0.66720603,2.492804816,,Degs2,0.500617454,0.611934612,,,
Tspan12,,0.666857736,0.010425032,,Dek,0,0.045372056,,,
Fam195b,,0.666536398,0.639713755,,Dennd1a,2.76E-07,0.169067449,,,
Tmem63a,,0.665405984,0.803482968,,Dennd1b,0,0.000964009,,,
Sntg2,,0.665094767,1.524664169,,Dennd1c,1.16E-06,0.00096401,,,
Nsdhl,,0.664737622,0.675345641,,Dennd2a,0.005971433,0.000964011,,,
Acap2,,0.664684075,0.000964011,,Dennd2c,1.03E-05,0.000964009,,,
Gap43,,0.664427675,2.639424694,,Dennd3,0.326115899,0.410303311,,,
Cdipt,,0.66409919,0.6216938,,Dennd4a,0.205544734,0.480817166,,,
