"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SPAC13G6.15c",203.278175338825,0.0970996056317255,0.206104956508326,0.219256827792606,0.639606762613707,0.872387895008032
"SPNCRNA.621",37.2523575085255,-0.101694775034338,0.379597066867326,0.0800832483817544,0.777184626887164,0.926812062707731
"SPAC24B11.05",268.998570627568,-0.822898281896285,0.380519666657285,3.99656625920954,0.0455930589316125,0.334625840498411
"SPAC24B11.08c",179.532673946241,0.341985485423649,0.196881670629857,3.117833123498,0.0774396985076394,0.417022804160605
"SPAC24B11.09",232.234757514945,0.197539816489507,0.25713443954786,0.630456628550974,0.427187869028672,0.75463222903777
"SPAC24B11.11c",694.527039351771,0.234935187741759,0.156701544637724,2.15933073601821,0.141706399352994,0.518704968898012
"SPAC24B11.12c",1973.62598142849,-0.511983454589098,0.255405077904875,3.85543572729466,0.0495850457920673,0.345931094535324
"SPNCRNA.624",55.2023528802812,0.0989651229149646,0.38827925277235,0.0709548218831344,0.789951600472199,0.931241407579334
"SPAC806.02c",977.25394915196,0.0641352015516816,0.155098583644234,0.168794402576594,0.68118549023793,0.891014949284436
"SPNCRNA.625",13.5353869661758,-0.217921105144203,0.64162572673107,0.126449511459199,0.722142090442112,0.905343195988197
"SPAC806.11",2.99387081532395,-0.112069835539376,1.39740359969925,0.00958061587287773,0.922027088669989,0.972464678190546
"SPNCRNA.626",39.0113642119845,-0.955536926445505,0.467013588376404,4.42116648467567,0.0354957629071377,0.308812130047339
"SPNCRNA.627",2.76918115481331,-0.0931533522055629,0.949375302258599,0.0659418993220129,0.797339694766842,0.934311930945411
"SPNCRNA.628",1.35541036232419,-0.171015043107346,1.39648408109113,0.0264791516610501,0.870735625016687,0.957966580896915
"SPAC806.06c",586.89169341764,-0.0156714062500957,0.108093040116396,0.0235083733678891,0.878142455295722,0.959981004279969
"SPAC806.07",747.170508392034,-0.0916064713709123,0.240990636486594,0.129639513062898,0.718806097226817,0.904435702268996
"SPNCRNA.630",18.69174642175,-0.249713399754479,0.574237245113117,0.229000028417289,0.632266285603992,0.866797675284378
"SPAC1F5.11c",1891.45672491881,0.133675340241724,0.174201609799975,0.619410106572218,0.431266578512298,0.755869904106832
"SPNCRNA.632",1.44330713746175,-0.640852927652162,1.91291484303032,0.0482997102919072,0.826048765706683,0.943811546779052
"SPNCRNA.633",6.31230163573042,-1.48541712742055,0.945408197844933,2.19354488499368,0.138590031416788,0.514328031135935
"SPAC1F5.07c",499.577532259472,0.098763615207974,0.129541389700873,0.587007465658871,0.443578651856439,0.763613205098113
"SPAC1F5.04c",397.117917599115,0.652906033736487,0.357408291575808,3.51850719898937,0.0606870849321129,0.375679201871705
"SPAC1F5.02",4988.61629690541,-0.411517736289623,0.139387322687027,8.3519213190354,0.00385279712263827,0.111854744482361
"SPAC18B11.10",662.744416690451,-0.0890030743067511,0.174312102946514,0.257919973187512,0.611552775645448,0.857417937179177
"SPNCRNA.635",2.0879258902721,0.735738138301158,1.11409367915403,0.442259568272604,0.506033869442932,0.805803933406409
"SPAC18B11.09c",159.828186007159,-0.488285875327244,0.272130510195777,3.28931538490545,0.0697320919518125,0.393593101713382
"SPAC18B11.08c",146.125823383949,0.0117074104367607,0.248776784969936,0.00352866173128064,0.952631490188815,0.980390142361931
"SPAC18B11.07c",333.266711711655,-0.213925217449915,0.144513551508749,2.1418825587821,0.143325914034963,0.521082257117525
"SPAC18B11.04",121.517143453339,-0.389191905120512,0.329646112983058,1.21477916029824,0.270387682707051,0.651685950728409
"SPNCRNA.636",138.091188966939,0.076027484415833,0.200007182865913,0.150434065321122,0.698120894624262,0.896112707474936
"SPAC18B11.02c",556.901555920351,-0.110242034202219,0.184188690109951,0.369863453407618,0.543078707131786,0.824650986030293
"SPAC12G12.15",130.080643458454,0.105963735232584,0.271720718478069,0.149392188285702,0.69911688284976,0.896112707474936
"SPNCRNA.637",14.2478780863677,-0.00442654065271147,0.45767786522075,0.000763507082282899,0.977955952672011,0.98467729942577
"SPAC12G12.14c",168.723470659324,0.0361674189784187,0.167428642417447,0.0502435647381105,0.822639993755525,0.942995420658433
"SPNCRNA.638",0.871440346736613,-0.110386963263283,1.65832079933498,0.0469909516951788,0.828384502817296,0.945005280573092
"SPAC12G12.10",499.266895539562,0.156464378543513,0.15852687566453,0.955176682920978,0.328405108257601,0.692249616686885
"SPAC12G12.09",480.958083882539,0.27869059296197,0.195246754369889,1.99723132937135,0.157586829601379,0.541064127759923
"SPAC12G12.06c",1162.63643723076,0.00771476858367056,0.174056287107962,0.00205582781615021,0.963835318464997,0.981283836238751
"SPAC12G12.03",843.339890478233,-0.00645378845801961,0.124954020726406,0.00405232202132311,0.949242666497799,0.979742438632884
"SPAC630.05",354.816415900941,-0.289195369401705,0.364564281890789,0.542192725110283,0.461525408106577,0.774132911958104
"SPAC630.15",33.6786542455221,-0.850228322485938,0.447566107865764,3.50759184464422,0.0610881896169912,0.37573899835031
"SPATRNAPRO.01",242.129475957432,0.433097925346126,0.27640204288802,2.3331902976991,0.126642091469458,0.497186684420716
"SPAC630.11",341.205528948371,0.0525084060955043,0.187260680388996,0.0780902208727241,0.779902362230877,0.927708179911466
"SPAC630.12",378.588378133425,0.0324331429717254,0.122992109870748,0.0692054386056498,0.792497192170139,0.932804942285621
"SPAC630.13c",687.211055871577,0.286385380261752,0.173595972259518,2.81596964188785,0.0933304847940155,0.444458915309768
"SPAC630.14c",628.449472013345,0.18075461159748,0.174998035943942,1.05647161114007,0.304021310362186,0.676165512623825
"SPAC1751.01c",101.199524766532,-0.710057124798666,0.308949744458593,5.28061265541646,0.0215641588029715,0.255018568100867
"SPAC1751.04",138.529981977452,0.376552557157863,0.323730718258993,1.45765871960435,0.227303010607011,0.610243734432651
"SPAC1751.02c",329.056141048171,-0.259745454472021,0.194317713862675,1.79744551826229,0.180021626305855,0.56140271077288
"SPAC31A2.02",322.309280903656,-0.268272162460026,0.269047999474833,1.07486329263725,0.299849521214498,0.672990951862346
"SPNCRNA.643",6.69993271177194,0.579034758371794,0.846926806306628,0.425662743074056,0.51412488494021,0.808699123554073
"SPAC31A2.03",425.184045660543,-0.00128368573659898,0.155711685098822,0.00264767971270885,0.958962473730935,0.98097292478814
"SPAC31A2.04c",562.760923513886,-0.318277542465251,0.204471106575321,2.26299576200117,0.132497529125625,0.507690601381166
"SPAC31A2.06",534.120860555905,-0.0588013242747172,0.139295016559382,0.180830196923239,0.670660751104524,0.88525407134993
"SPAC31A2.07c",900.141121306123,0.352878198164185,0.259179066733635,1.9614852160891,0.161354566323931,0.543832404366757
"SPAC31A2.09c",302.579912826587,-0.287613312294781,0.158763126766449,3.17769212751028,0.074650098006908,0.409206732747401
"SPAC31A2.11c",177.501455325701,0.205915210334349,0.275627679043627,0.56841068251461,0.450891160841023,0.767755566271434
"SPAC31A2.12",459.128010455744,-0.71233368135863,0.399067780279202,2.93289992497745,0.0867914656540726,0.434384722637064
"SPAC31A2.13c",132.813735091137,-0.0866940311719903,0.277460045729747,0.0988435790673066,0.753221822471566,0.917820012788604
"SPAC31A2.14",327.800243055895,0.253577822790782,0.183226089877683,1.96362900182586,0.161125734465302,0.543778264064574
"SPAC31A2.16",348.550369797734,0.548723974688277,0.26996971652254,4.22987752751584,0.0397183065022788,0.319111592869118
"SPAC13C5.01c",903.856487266182,-0.725191786489253,0.227535643982885,9.33901984131168,0.00224325474455892,0.08246705202463
"SPNCRNA.644",3.91637295189648,0.375900325376893,1.05333527084955,0.13318130465332,0.715156091405144,0.902463416950287
"SPAC13C5.04",703.453776670284,-1.71470182688735,0.79607228174744,3.25661924484143,0.0711356456748563,0.399077782437009
"SPNCRNA.645",34.487629544908,-0.465693197016806,0.445173526699214,1.20977682567235,0.271376325500112,0.652225033047869
"SPAC13C5.05c",432.747056101134,-0.21226174540684,0.163855451907447,1.55038583357671,0.213078490432077,0.597529656093355
"SPAC13C5.06c",152.427647051938,-0.862542285956331,0.385095244880645,4.63149474953431,0.0313902047399121,0.28947247461155
"SPATRNAVAL.01",3669.87399827272,0.756540544433402,0.430972544586279,2.506783654206,0.113357076885579,0.480053437045757
"SPAC23E2.02",406.321741573444,0.0359194431582401,0.167309357217273,0.0461662316274953,0.829873909948547,0.945362762899617
"SPRRNA.11",3456.14803262182,0.199832130433937,0.257011117803586,0.56980441711886,0.450336646270599,0.767755566271434
"SPAC24H6.12c",437.649853180878,-0.407164945183831,0.323486570503643,1.4876564402382,0.222580432664626,0.607832597882461
"SPAC24H6.11c",298.217985749744,-0.0241559222943111,0.387785430334212,0.00382770045251846,0.950667622546728,0.979853452979886
"SPNCRNA.652",59.213047686288,0.302067603306507,0.278907629041287,1.22464548381245,0.268450896886239,0.650389771956922
"SPAC24H6.09",604.25587260478,-0.103202841225382,0.216328031019715,0.216305726802602,0.641869302046918,0.873072277061497
"SPAC24H6.07",7670.96614624294,-0.0275310065621381,0.163302080742024,0.0298445834427525,0.86284334236162,0.954502863371032
"SPAC24H6.06",251.46148444476,-0.202367938636286,0.247917163848033,0.638846866631468,0.424128672144114,0.751906881364401
"SPAC24H6.04",4120.52918565635,-0.429918450257037,0.121658711269679,12.3589741996383,0.000438871761260416,0.0367398360140862
"SPNCRNA.653",2.1001686803615,0.970340683190182,1.08217870735184,0.917227503298676,0.338203993914934,0.699366262058645
"SPAC24H6.02c",104.913485963656,0.21191172913655,0.262111893476951,0.646167052925335,0.421486400729334,0.749903764587714
"SPNCRNA.654",3.11326210318791,-0.51014204528227,1.20611808970615,0.165561804834979,0.684086675462708,0.892275746810161
"SPAC24H6.01c",134.702610967095,0.0284124936152097,0.246156419050304,0.0142869473978067,0.904857042964277,0.967169389742427
"SPAC227.19c",57.2182455459089,-0.00300278270477281,0.250036964756787,0.00239043956858609,0.961005267293166,0.98097292478814
"SPNCRNA.655",76.6591039303024,0.121538964461129,0.31873495644365,0.156396576160716,0.692496005991376,0.893512543090697
"SPAC227.05",295.022984038911,-0.122258941188135,0.196613759182588,0.368937605884383,0.543583934167346,0.824650986030293
"SPAC227.06",197.851692767386,-0.279737019226149,0.248018484182601,1.17096921183602,0.279202183057504,0.657318214751157
"SPAC227.07c",775.809554388577,-0.224488098018644,0.174521372074619,1.61476397443852,0.203823424991729,0.584450977534112
"SPNCRNA.657",93.3071928713103,-0.428294411802544,0.478275767085175,0.662536611379409,0.415665849901276,0.746734956012186
"SPAC227.08c",118.119806620693,0.223461844077876,0.20666375152872,1.15391100983499,0.282731932401563,0.661014902153553
"SPAC227.09",147.127845185711,0.0128831095100666,0.267350471947878,0.00730296555877885,0.931897769108657,0.976353191602362
"SPAC227.10",354.235124562402,0.024843015203392,0.181108376744387,0.0192439903848367,0.889669271299498,0.963833297949002
"SPAC227.11c",209.531638511833,-0.0397554178960673,0.150694290942474,0.0700710463605105,0.791233364822021,0.932106073579125
"SPAC227.12",308.517627078207,0.225428919786994,0.184178005396758,1.475036385143,0.224552743649536,0.608154187645979
"SPAC227.13c",539.409537297384,0.168854118478743,0.338424562682546,0.268059634412197,0.604636365726218,0.85586325693106
"SPAC227.16c",119.626539421483,0.279423409278996,0.252446277330835,1.31059237425436,0.252287430791284,0.633272888972203
"SPAC2F7.04",156.114690354851,0.804509196841124,0.31734846944312,7.01074227055446,0.00810220816116238,0.163033399018392
"SPNCRNA.660",9.73515961667529,0.773298674793657,0.504987384810262,2.29666281174755,0.129652295657307,0.502500426784521
"SPNCRNA.661",21.331843504224,-1.06366845415968,0.46435234760032,5.27540434262734,0.0216287639740099,0.255018568100867
"SPAC2F7.13c",1532.7233574787,-0.311256420162169,0.153259466664179,4.22870017869477,0.0397458680213214,0.319111592869118
"SPAC2F7.15",325.394251793833,0.288886002021962,0.152883752007267,3.57267964308733,0.0587374552252535,0.372447303003696
"SPAC13A11.01c",722.810231788502,-0.070589678696142,0.126010537373688,0.305024285719384,0.580749655003685,0.842502209354025
"SPAC13A11.03",1217.4366807026,-0.471348355010812,0.280176574217249,2.85378393023529,0.0911591505663531,0.441584649361299
"SPAC13A11.04c",301.189805837603,0.176842241012665,0.170827040857448,1.07032947039465,0.300871038111658,0.674190852492563
"SPAC13A11.05",1450.98971129665,-0.343674181610825,0.129576977545396,7.00923927588622,0.00810901285579957,0.163033399018392
"SPAC3H8.02",834.417193829972,0.0692702960041942,0.135727327281284,0.267476631146337,0.60502951418225,0.85586325693106
"SPAC3H8.03",102.10396909276,0.167130081383194,0.236710102387612,0.517149971944121,0.472059961332173,0.782933833775212
"SPNCRNA.663",16.4387026430932,0.651652859003577,0.574335450540854,1.20884005000386,0.271561968746398,0.652225033047869
"SPAC3H8.04",468.122834510902,-0.521862806688916,0.27065484620892,3.52818664115279,0.0603337403833517,0.375345615425346
"SPNCRNA.156",0.66936312074763,1.25748283476655,1.72669530881451,0.579376568830547,0.446556789837268,0.764746298430135
"SPAC3H8.08c",215.610137135625,-0.0112075959506973,0.274325940430619,0.00207529308713106,0.963664629973144,0.981283836238751
"SPNCRNA.667",19.1551145344115,-0.459103034407357,0.434165932476175,1.19790150434845,0.273741503695789,0.653279866627816
"SPAC3H8.10",998.296086098928,-0.200804945133161,0.151426170011092,1.73418414670735,0.187877424218007,0.571253715334561
"SPAC1F3.01",646.870123616644,0.237367913650879,0.22053899272965,1.20383937168731,0.27255565976807,0.652445433102735
"SPAC1F3.02c",393.212796601316,-0.152339877660982,0.323319721488337,0.206206944645771,0.649756746582213,0.876808523094473
"SPAC1F3.03",296.579981753276,-0.219077865440421,0.274381168839572,0.593872390140177,0.440925584113062,0.76213862264907
"SPAC1F3.04c",305.034741558384,0.114661888182295,0.215575731341848,0.279578894653127,0.596977356962481,0.850623672850515
"SPAC1F3.05",247.328568213764,0.218619971752256,0.253418664748749,0.744969446401285,0.388073622664491,0.731341650326518
"SPAC1F3.06c",2151.69635605303,0.130021728583136,0.156125330818866,0.717574482635996,0.396940677114353,0.73641115372665
"SPAC1D4.01",108.349348201749,-0.201430290671187,0.1672165470534,1.44747882784827,0.228932927096504,0.610550950791919
"SPAC1D4.02c",238.003492203815,-0.334502903078026,0.246010618490632,1.76061689244577,0.184547588584719,0.568169358664815
"SPAC1D4.03c",78.0515530447177,-0.0211793717201759,0.301819851392911,0.00531503167559322,0.941882300978674,0.977764229719655
"SPNCRNA.670",24.5269938801422,0.0567757944824637,0.376057601168657,0.0317354043265681,0.858609624044784,0.954127841676841
"SPAC1D4.05c",217.748770758567,-0.128227594066666,0.171286941960711,0.559113677465234,0.45461757594066,0.769149594442298
"SPAC1D4.07c",8.48196461294954,0.172067615610532,0.727296753576236,0.0632234022246081,0.801471902837763,0.936260943401998
"SPAC1D4.10",442.115194534097,0.279491011452315,0.144043278447978,3.94598880013433,0.0469832343255169,0.338735442728006
"SPNCRNA.671",53.6625243106236,0.075826443449664,0.280861930162315,0.0984907252698122,0.753648395557375,0.918020041224817
"SPAC1D4.12",430.414995785558,0.0513159325582139,0.154925374308925,0.107020340863642,0.743562275112782,0.914331425934903
"SPAC1D4.14",1234.50844512471,0.110259788295023,0.0865148752389903,1.65650353623471,0.19807607136804,0.579974243810912
"SPAC22F3.13",356.654237012715,-0.060556740056521,0.178985794329847,0.112976509176519,0.736780540016597,0.911993677209235
"SPNCRNA.675",17.6611956967785,0.530485849823402,0.513330423233652,1.13858465063936,0.285951596697914,0.663718839605178
"SPAC22F3.11c",84.7343918130276,-0.161657057255033,0.341343908260204,0.21592593898859,0.642161837758665,0.8732859084794
"SPAC22F3.10c",1356.44071141489,-0.209323065697436,0.110121514979038,3.56090322251379,0.0591555422833706,0.373662518128147
"SPAC22F3.08c",403.165768110624,0.220119825167804,0.203890136600251,1.19065756877649,0.275196957003172,0.654288548338575
"SPAC22F3.07c",619.24484867679,-0.206995432715609,0.145604021125238,2.02557642732418,0.154670225193443,0.537376970912144
"SPAC22F3.05c",444.231931004093,0.168211245074142,0.204117869951726,0.691491757800151,0.40565744163296,0.741349431746568
"SPNCRNA.676",2.02191288281199,0.623000145180253,1.25751401802737,0.204665541559194,0.650981020857217,0.876922155233547
"SPAC22F3.03c",105.8646151659,-0.0282123710621697,0.211192826608232,0.0171839916874887,0.89570591127234,0.965125282047694
"SPAC1296.03c",43.0739885018624,-0.0446423802797347,0.35415514464266,0.0239341357194292,0.877052617332275,0.959981004279969
"SPAC1296.04",106.671468229942,-0.0276798868663324,0.341850029564515,0.00659573728756868,0.935271650889084,0.977237291805118
"SPAC1296.05c",218.888091154181,0.00593656583111087,0.246405659541523,0.00218671050180319,0.96270269512997,0.981283836238751
"SPAPJ696.02",1305.6518798311,-0.25459590382497,0.0988312957362271,6.46288791800941,0.0110150482941817,0.192992491677764
"SPAC22G7.01c",1221.35170771992,-0.247034483362559,0.128812154636286,3.65291733665325,0.0559710910510338,0.363699246890084
"SPNCRNA.677",80.5908415917606,0.0303775850218012,0.210412472083352,0.0308687063388788,0.860533623290892,0.954255865898145
"SPAC22G7.03",37.7718563165346,0.467974400583697,0.327714285642865,2.07972430187982,0.149267134476225,0.529018763642842
"SPNCRNA.678",7.30609473092033,-0.356898999460535,0.722392625120497,0.229604253123426,0.63181742418983,0.866797675284378
"SPAC22G7.05",627.787000682568,0.0768268302395993,0.272166367752095,0.0851855439780707,0.77038936575694,0.925443505715475
"SPAC22G7.09c",338.619568666569,0.668299590224251,0.294268896121253,5.3770176636192,0.0204037284225782,0.250518920784645
"SPAC22G7.10",439.03525911822,0.215305516067504,0.114610255957688,3.64167456020573,0.0563502304358847,0.364350060791662
"SPAC4G8.02c",916.898466082412,-0.0615287822323542,0.217447192665011,0.0793745049004997,0.778146858335911,0.926812062707731
"SPAC4G8.03c",95.0168026276471,-0.684172245050175,0.40999152406234,2.76406583555587,0.096402948476951,0.450299569480019
"SPAC4G8.06c",295.981043257629,-0.0748747308845435,0.175585356869481,0.192396164649665,0.660929748442777,0.880868617099574
"SPAC4G8.08",43.5651810269577,-0.109248804999096,0.308808405115482,0.13358550397669,0.714743052417683,0.902463416950287
"SPAC4G8.11c",82.6698967127173,0.251075561938831,0.210972004878996,1.44004705720062,0.23013172571842,0.612139990959663
"SPAC4G8.12c",75.6466603236818,0.176852119575222,0.392873338453224,0.206171253924623,0.649785031775101,0.876808523094473
"SPAC4G8.13c",375.232477587794,0.232479510368824,0.20687241163736,1.24892731298524,0.263757453612935,0.647814525413958
"SPAC16C9.05",360.144978030942,0.101949917597307,0.192559739580691,0.264523493126944,0.607029347368183,0.85650873617447
"SPAC2G11.02",1064.14853843143,0.20777020867293,0.228599837255276,0.883979927416647,0.347113921580294,0.704917653421872
"SPAC2G11.03c",170.240809209021,0.414402864904226,0.245422236013743,2.93191601931176,0.0868443694750236,0.434384722637064
"SPAC2G11.06",215.045887273026,-0.117870015022842,0.21493804805941,0.308178331547509,0.578800191048718,0.842200007110617
"SPNCRNA.688",67.360092921826,-0.503096523916848,0.286630481720855,3.06648323668159,0.0799221940361885,0.423832897303776
"SPAC2G11.07c",3202.49003715255,-0.385184510554096,0.130673324098155,8.55270543574937,0.00345009096909423,0.110095477162284
"SPAC2G11.09",591.195406484573,-0.138591698184947,0.246850492237275,0.30701727017339,0.579516301241581,0.842481298557336
"SPAC2G11.12",391.118055704492,0.511899506808346,0.291436770573462,3.19078200269982,0.0740545783888323,0.408098926540639
"SPNCRNA.691",7.10588113225439,0.0667647264309655,0.918376333809991,0.0104849165683873,0.918442452499644,0.97037863445545
"SPNCRNA.692",15.3494730038761,0.330750339820124,0.53996288557212,0.378830110208824,0.538230007462541,0.823473451737796
"SPAC521.02",418.574157578899,0.0311223038975159,0.151645230000269,0.041402437416366,0.838763089254088,0.94754063675637
"SPAC521.03",1165.92555871584,-0.914245139250849,0.331876320950091,6.13459314441621,0.0132562047169254,0.206399747838891
"SPAC521.05",10910.642040089,-0.089484598688311,0.159254050428425,0.33381845117475,0.563419249432756,0.83662761618142
"SPAC23G3.01",3035.97427837814,-0.128745514823106,0.118595200744841,1.13567300314628,0.28656850388987,0.664396417582743
"SPNCRNA.694",3.87388601839339,-0.149761704745315,0.857894084179855,0.0289534383449563,0.864886589661022,0.954878286952441
"SPAC23G3.04",105.11677689231,0.476871979311717,0.239805120350856,3.95226058217307,0.0468084472278279,0.338405356329594
"SPAC23G3.06",4511.85202010741,-0.0810580589449768,0.155005496063639,0.286259970950198,0.592627258052423,0.849061800378555
"SPAC23G3.07c",72.2486829068655,0.342591718680666,0.432306543693374,0.651313428870083,0.419643485558166,0.748691366705768
"SPAC23G3.08c",429.531606947898,0.283051130427359,0.149664232230467,3.61488920723144,0.0572645358752997,0.367656571964325
"SPAC23G3.10c",413.185336383461,-0.180916211563496,0.132026578529201,1.83383790861527,0.175674902680876,0.555927334521288
"SPAC22H12.01c",361.500922388973,-1.15374028557743,0.368809008111997,7.96788398761868,0.00476145668807482,0.12648051573379
"SPAC22H12.02",1078.55350080353,-0.212332446512762,0.182174052462988,1.3185995587657,0.250843540813155,0.632035416365267
"SPAC22H12.05c",268.827866951721,-0.244836557445607,0.241686769161386,0.970540876781712,0.324545322839254,0.689533089114593
"SPAC1687.01",384.886148270096,0.0525286087144841,0.282303108144708,0.0379074959203081,0.845629006336297,0.949307658454157
"SPAC1687.04",113.913337635655,0.0649545450084716,0.262231929997031,0.0599856323468089,0.806518650605114,0.937650329137625
"SPAC1687.05",326.53764826901,0.174581686189557,0.201805205749975,0.758226341106507,0.383884155222662,0.728871064673131
"SPAC1687.06c",2604.95207878434,0.274510327907498,0.246542808439679,1.35666632057593,0.244116073899261,0.62732062346574
"SPNCRNA.696",8.75114297175074,0.47026090857942,0.780765891784096,0.365693264508664,0.545361218261503,0.826374803223706
"SPAC1687.11",1513.50436697853,0.104499278928551,0.304399524068436,0.126165748903816,0.722441126170313,0.905343195988197
"SPAC1687.12c",404.10008454951,-0.166099317495676,0.187171074614684,0.806195675199717,0.369247396226967,0.720055818947418
"SPAC1687.14c",86.2242990623461,-1.0277590504535,0.425326157869536,5.48562089386334,0.0191735090069929,0.242814222119993
"SPAC1687.16c",67.5751006450357,0.0930326954942994,0.371352685856893,0.0717142718533523,0.788856961778158,0.930775277488428
"SPATRNAALA.01",74.3540035225076,0.301543249235775,0.302480922593633,0.941842724024923,0.331804390347382,0.694419188369879
"SPAC1687.17c",178.153797132038,-0.164778397685674,0.198603630861775,0.667929744158641,0.413774324847043,0.746228177323162
