,Shared_log_likelihood,model_1_log_likelihood,model_2_log_likelihood,log_likelihood_ratio
SPAC212.08c,-92.08175845359148,-51.33532731803929,-39.831713358352296,0.9147177771998968
SPAC212.07c,-61.39990611225789,-33.188458891768256,-25.599692178200087,2.611755042289552
SPAC212.06c,-61.25478598656412,-20.55214108577043,-38.47193223629189,2.2307126645018016
SPNCRNA.602,-136.35027284042113,-79.00099211402886,-66.22041565236711,-8.871134925974843
SPAC977.10,-220.7825785481347,-148.1593897875616,-112.6879881383618,-40.06479937778872
SPAC977.12,-251.8286233712006,-127.83752314286751,-128.47454742574376,-4.483447197410669
SPAC977.14c,-269.99678189522626,-140.3673631936697,-133.4090858491125,-3.7796671475559833
SPAC977.17,-202.18631369716857,-107.17026930691077,-97.12810535714986,-2.1120609668920447
SPNCRNA.137,-36.846866210049846,-18.13852150262213,-18.381066820692066,0.3272778867356507
SPNCRNA.83,-146.031063442186,-74.3448389429619,-73.45601143469555,-1.7697869354714726
SPAPJ695.02,-104.43837396523723,-52.079453265604684,-52.0914178447966,0.2675028548359535
SPAC1F8.01,-134.51640985113474,-71.30591451268509,-65.07304377798421,-1.8625484395345493
SPAC1F8.03c,-220.3596665933893,-120.33709354743854,-110.87392411226757,-10.851351066316766
SPNCRNA.604,-137.94639478807812,-73.6030481148819,-73.29510176266078,-8.95175508946457
SPNCRNA.605,-217.83561926365917,-112.23734190804831,-109.35357316276216,-3.755295807151299
SPAC1F8.04c,-137.02417084475738,-74.57242625904307,-64.52745122253697,-2.075706636822673
SPNCRNA.606,-129.3688917843668,-69.82822353921635,-58.82777006992586,0.7128981752246091
SPAC1F8.05,-166.44706079879546,-83.28061845647639,-87.0247436802506,-3.858301337931493
SPAC1F8.07c,-367.698691431718,-189.38454002426622,-180.91305124555396,-2.5988998381021697
SPAC11D3.04c,-239.15739879863727,-123.1043942048667,-121.22774884218794,-5.1747442484173405
SPAC11D3.06,-183.99908369253086,-97.95719714202576,-89.29615281084799,-3.254266260342888
SPAC11D3.09,-157.14409640458553,-82.03478972963326,-91.69889113165054,-16.589584456698276
SPAC11D3.10,-165.76891796959245,-89.41007049956717,-70.04294941576421,6.3158980542610825
SPAC11D3.13,-221.6658912218305,-115.90156768220434,-120.28556948986306,-14.521245950236905
SPAC11D3.15,-228.9220301342043,-118.486586520579,-113.38779547094444,-2.9523518573192007
SPAC11D3.17,-177.15302243764125,-88.12269950176668,-92.702991196539,-3.672668260664437
SPNCRNA.611,-146.11936227903274,-77.93708667117934,-70.45159476465196,-2.2693191567985598
SPAC5H10.02c,-162.9911232852487,-88.46135710379671,-79.15184809855964,-4.622081917107606
SPNCRNA.613,-123.59056390688275,-64.84517629679415,-60.843584547659766,-2.0981969375711884
SPAC5H10.05c,-199.1163424114957,-104.13136025327496,-96.26819441114478,-1.2832122529239598
SPAC5H10.07,-116.003882382557,-59.41399279261364,-56.85202992855945,-0.2621403386160779
SPNCRNA.614,-154.4848799581851,-80.40271061678719,-79.30500798751065,-5.222838646112733
SPNCRNA.615,-108.91812726069979,-55.10859841596735,-56.13368529364342,-2.3241564489109976
SPNCRNA.616,-116.71617817402516,-59.788782664426705,-58.54485259569541,-1.6174570860969766
SPAC13G6.02c,-339.8515302503706,-169.76149744891515,-175.04187951243358,-4.951846710978089
SPAC13G6.04,-229.9935411313889,-119.50118984149759,-114.86240063667057,-4.370049346779267
SPAC13G6.05c,-179.27274111942586,-94.88884150792036,-87.10261105828468,-2.718711446779224
SPAC13G6.06c,-258.29769222295397,-132.6116726580477,-131.39633854199397,-5.710318977087695
SPAC13G6.07c,-337.2614921652132,-169.36400808572418,-172.9876849227136,-5.090200843224579
SPAC13G6.08,-156.77725547808996,-81.5772554178535,-77.79717776087051,-2.597177700633978
SPNCRNA.619,-183.33943673295215,-94.13368524125944,-93.51135015453971,-4.305598662846962
SPAC13G6.09,-199.6362436143227,-100.14321495648326,-103.9971694395283,-4.504140781688903
SPAC13G6.10c,-289.3923562449762,-151.06743652682698,-141.9866556603903,-3.661735942241023
SPAC13G6.11c,-203.8809347124479,-100.7983631618681,-107.28930480866778,-4.2067332580879215
SPAC13G6.12c,-192.93538276231232,-100.82742099600928,-96.87425530156105,-4.766293535258028
SPAC24B11.06c,-229.4168184070244,-118.98786062424331,-116.10760982418456,-5.678652041403495
SPNCRNA.622,-171.7717166167738,-87.55301740303149,-87.94557902568033,-3.7268798119380335
SPAC24B11.07c,-193.72313043577662,-102.15911141695005,-93.87046919947451,-2.3064501806479427
SPNCRNA.623,-159.98276386555003,-78.45503182344054,-82.91674887828184,-1.3890168361723738
SPAC24B11.10c,-209.75569357060985,-110.68987782592208,-101.1040550547405,-2.038239310052745
SPAC24B11.14,-128.20548747939202,-67.74953553963529,-60.937053700552276,-0.4811017607955535
SPAC24B11.13,-214.52850800086696,-110.19368389857081,-108.43596111793616,-4.101137015640006
SPAC806.03c,-262.50671145364515,-135.0540467551487,-131.75174818818226,-4.299083489685813
SPAC806.04c,-214.95148129655186,-112.34827480311287,-108.25977756953228,-5.656571076093313
SPAC806.05,-184.8489649297583,-93.22208082820732,-95.69259527216627,-4.065711170615288
SPNCRNA.629,-129.34052386688646,-71.09642333439531,-58.132583117125826,0.11151741536528448
SPAC806.08c,-188.117849367259,-95.85010636464105,-97.29421686569776,-5.026473863079872
SPAC1639.01c,-240.9036874227343,-124.70275887170575,-121.73985616431204,-5.538927613283533
SPAC1639.02c,-228.86868913055298,-118.68958013684002,-114.53533409591448,-4.356225102201506
SPAC1F5.10,-239.89589493258742,-121.85621154715277,-123.12762595483886,-5.087942569404248
SPNCRNA.634,-147.36146485435842,-74.61396362838167,-76.24482891816237,-3.497327692185649
SPAC1F5.09c,-137.82613117869258,-71.54658793615255,-70.07084946241662,-3.7913062198766165
SPAC1F5.08c,-200.66270540910438,-103.66479988047054,-101.47397967804287,-4.476074149409072
SPAC1F5.06,-240.98788812518518,-126.34762135738684,-116.76797033903854,-2.1277035712402323
SPAC1F5.05c,-163.39868959173083,-84.16978914242134,-80.40661860377129,-1.1777181544618145
SPAC1F5.03c,-218.754065623952,-114.80586621695022,-109.13294480863442,-5.184745401632681
SPAC18B11.11,-217.6194563977011,-112.32847527702971,-110.18075149880084,-4.8897703781294695
SPAC18B11.06,-218.82270127807342,-111.39122791729645,-111.68715361577848,-4.2556802550015504
SPAC18B11.05,-168.714882094481,-88.38762681446856,-84.83756842981076,-4.510313149798321
SPAC18B11.03c,-179.53795134072035,-91.96640100807366,-90.5175036556482,-2.945953323001476
SPAC12G12.16c,-184.0762493799583,-95.351238108102,-93.1874936383437,-4.462482366487393
SPAC12G12.13c,-240.70081786888662,-121.8957691522666,-124.0722296379763,-5.267180921356328
SPAC12G12.12,-224.27464708013846,-113.00725190267872,-115.24848936573922,-3.9810941882794
SPAC12G12.11c,-182.57684329283282,-95.0496254514254,-91.94326977449005,-4.416051933082598
SPAC12G12.17,-160.84044269382514,-80.58122386732367,-109.51355963450459,-29.25434080800312
SPAC12G12.08,-197.349267151352,-104.87636871243643,-94.6242757438105,-2.151377304894879
SPAC12G12.07c,-242.96074325944855,-126.20424635320131,-124.0646934043155,-7.308196498068327
SPAC12G12.05c,-192.52180318994985,-101.16311094214602,-95.60898978699885,-4.25029753919506
SPSNORNA.29,-254.5624873647376,-126.24428874637395,-132.20555549007526,-3.887356871711632
SPAC12G12.04,-323.57014101237536,-163.0159617559305,-167.03524665146278,-6.481067395017874
SPAC12G12.02,-217.43706494005542,-109.70775722473243,-112.33344336017186,-4.604135644848839
SPNCRNA.640,-103.0162161686804,-55.03938786230276,-52.223865616750075,-4.247037310372463
SPAC12G12.01c,-227.3559893538634,-116.13933981620829,-117.06674469623462,-5.8500951585795065
SPAC630.04c,-181.08351493730316,-97.3166971871903,-93.06776009377104,-9.300942343658251
SPAC630.03,-241.23477136765624,-125.40549609242373,-124.26383039838612,-8.434555123153586
SPAC630.06c,-188.0576059920831,-95.43275891877501,-97.3156829009799,-4.690835827671833
SPAC630.07c,-177.91009047580292,-88.59774804653905,-93.10290884174341,-3.7905664124795355
SPNCRNA.641,-114.01264504326906,-57.24260984129571,-58.639086303216025,-1.8690511012426896
SPAC630.08c,-271.16247014782624,-140.1242021823832,-134.97475875975593,-3.9364907943128733
SPNCRNA.642,-117.12745024100819,-58.578573574334996,-61.38722855840157,-2.8383518917283794
SPAC630.09c,-199.13598509792283,-97.8791778098674,-98.50683447739057,2.749972810664815
SPAC630.10,-172.82543115150438,-90.56854756676981,-85.98057410818598,-3.7236905234514666
SPAC1751.03,-270.88091845724654,-140.64944113113472,-138.4901496413189,-8.258672315207093
SPAC31A2.05c,-195.7438146328137,-103.50755138013001,-95.04623713144994,-2.809973878766272
SPAC31A2.08,-193.47222302432658,-98.90062777931108,-98.20995235004905,-3.6383571050335206
SPAC31A2.10,-169.85466372789745,-88.89183364829016,-84.36768618435978,-3.404856104752497
SPAC31A2.15c,-195.89223428765797,-101.90933098301024,-98.24326756839494,-4.2603642637472765
SPAC13C5.02,-184.91675448049827,-97.23941581319687,-91.82324657660062,-4.14590790929924
SPAC13C5.03,-168.87043919027818,-89.29723830036819,-79.84039259709817,-0.2671917071882035
SPSNORNA.01,-293.2739338294987,-148.84960559859374,-149.92979553812555,-5.50546730722067
SPNCRNA.646,-188.5894832440483,-98.83322513681141,-110.41914544952976,-20.662887342292837
SPAC13C5.07,-283.924790618766,-165.83612864621074,-146.67074240935258,-28.582080436797355
SPNCRNA.647,-194.077146203752,-72.20963426886198,-72.41870984558517,49.44880208930482
SPNCRNA.648,-161.3808927656807,-85.27311565825492,-79.46361582569943,-3.3558387182737017
SPAC23E2.01,-273.89073343277533,-154.04048977452922,-140.70160368550685,-20.85136002726074
SPNCRNA.649,-96.46076271321178,-51.835244268704656,-44.25338616294156,0.3721322815655697
SPAC23E2.03c,-147.49416228672325,-76.03088705490151,-74.52841742662923,-3.0651421948074926
SPNCRNA.650,-102.1534487590058,-53.02812205115989,-53.567051654414136,-4.441724946568229
SPAC24H6.13,-284.6097332252032,-142.4610115138247,-146.40321272062354,-4.254491009245044
SPNCRNA.651,-151.309626731001,-80.6962264693953,-82.72978032405241,-12.116380062446694
SPAC24H6.10c,-310.22693550719845,-157.09511371495762,-158.45307749206322,-5.321255699822416
SPAC24H6.08,-210.17148628861312,-107.67741394757337,-106.86830922427308,-4.374236883233351
SPAC24H6.05,-211.75246009005548,-112.08634203547652,-102.7033553437058,-3.0372372891268355
SPAC24H6.03,-186.58276661898103,-112.66681059581775,-90.88385833508387,-16.967902311920625
SPNCRNA.47,-86.98487822680113,-48.12687686835191,-37.54460495195404,1.3133964064951726
SPAPB21F2.02,-246.44885985386773,-127.19116368772696,-125.19579836215942,-5.9381021960186615
SPAPB21F2.03,-175.2625293062183,-91.30297808382556,-86.51785728425469,-2.558306061861998
SPAC227.01c,-170.6057953553333,-90.944997322166,-83.86969806044809,-4.2089000272808335
SPAC227.02c,-197.18300510785733,-99.21710459595442,-102.91404206210545,-4.948141550202563
SPAC227.03c,-206.27280613274155,-105.03407477746319,-105.55023739040679,-4.3115060351284455
SPNCRNA.656,-127.06355780449483,-67.40864119315214,-59.61358879942625,0.041327811916460185
SPAC227.04,-172.49656518780338,-90.31896390927456,-84.2836211987463,-2.1060199202175056
SPNCRNA.658,-114.29953117325405,-59.85799350152631,-61.06970813366566,-6.628170461937928
SPAC227.14,-189.5992967046466,-100.32234358492992,-91.12505639092285,-1.848103271206128
SPAC227.15,-209.30021208272905,-105.27420981071032,-109.04218903447531,-5.016186762456584
SPNCRNA.659,-196.04689606868823,-97.03377248509257,-118.1261427612275,-19.11301917763183
SPAC227.17c,-213.25433953115558,-109.0483106824998,-108.66164499651586,-4.455616147860071
SPAC227.18,-261.3798630917064,-134.44240370865842,-158.9418980954081,-32.004438712360184
SPAC2F7.02c,-195.32873030636173,-102.6922159952545,-96.75301260154914,-4.116498290441882
SPAC2F7.03c,-207.79128794834756,-108.01785602439415,-102.72657747260568,-2.9531455486522877
SPAC2F7.05c,-273.64917536121607,-140.21375927329404,-140.75987920157942,-7.324463113657429
SPAC2F7.06c,-106.33840498145001,-51.456538257644965,-61.297264676885995,-6.415397953080942
SPAC2F7.07c,-205.7913330480616,-107.2235081017379,-97.76766687110296,0.8001580752207076
SPAC2F7.08c,-189.82635111677104,-94.9836197922463,-98.24744333173044,-3.404712007205717
SPAC2F7.09c,-195.32612791716545,-100.18494225143873,-100.14729775842146,-5.006112092694764
SPAC2F7.10,-203.22810127456555,-103.97956037565511,-103.91093605185179,-4.662395152941372
SPAC2F7.11,-223.22961100570248,-117.75425242058284,-108.39839247711872,-2.923033891999097
SPAC2F7.14c,-206.02357189315575,-106.98095453295224,-103.99133029207464,-4.948712931871113
SPAC2F7.16c,-215.60202645140504,-111.3951544445688,-108.86395570534302,-4.657083698506796
SPAC2F7.17,-197.24703209049503,-100.44254698069156,-101.03605431654276,-4.231569206739266
SPAC13A11.02c,-268.0345859609571,-138.1527336227835,-133.8411803003687,-3.959327962195061
SPNCRNA.155,-51.157464066608775,-27.266789261060186,-23.901291403953422,-0.010616598404837418
SPNCRNA.662,-107.07153254969386,-55.18306770432591,-48.21311683445446,3.6753480109134533
SPAC13A11.06,-148.90557664478274,-76.45635394189603,-76.94509181165046,-4.495869108763743
SPAC3H8.05c,-210.93011942607924,-107.08701343917689,-108.81743395954572,-4.974327972643351
SPNCRNA.664,-120.60015160256741,-60.41500102782938,-59.29870329210202,0.8864472826360128
SPNCRNA.665,-70.29549998424368,-37.54506066909054,-34.73747538672465,-1.9870360715715092
SPAC3H8.06,-216.99659528852604,-141.82833861087568,-114.00942433711985,-38.84116765946951
SPAC3H8.07c,-188.52584505181136,-95.78869239114277,-137.31496936409368,-44.57781670342507
SPNCRNA.666,-173.5784759187801,-89.9442355334505,-85.49267063533944,-1.858430250009832
SPAC3H8.09c,-218.34899340433682,-113.67563223117337,-115.18630878196969,-10.512947608806225
SPAC1F3.07c,-182.17770370659298,-96.76336028030686,-86.71056182636801,-1.296218400081898
SPNCRNA.668,-162.5811635771739,-83.62883741755178,-83.13725322219773,-4.1849270625756105
SPAC1F3.09,-271.4532687909198,-137.83256968817489,-138.16188681873749,-4.541187715992522
SPNCRNA.669,-176.8231877661013,-91.20602786131191,-90.0330824279682,-4.415922523178807
SPAC1F3.10c,-181.45699261964302,-91.08286241630863,-95.54111416933789,-5.166983966003472
SPAC1D4.04,-255.96653303947048,-132.02913301917164,-129.99538305692374,-6.057983036624877
SPAC1D4.06c,-174.94442535859218,-89.66272002132938,-90.3237279525254,-5.0420226152625665
SPAC1D4.08,-210.09039975914692,-107.72458833382588,-108.14537397024034,-5.779562544919345
SPAC1D4.09c,-185.87818464697457,-99.50804356953932,-86.45137653912158,-0.08123546168633311
SPAC1D4.11c,-228.59018840734032,-118.18197777031271,-114.79886360978763,-4.390652972760051
SPNCRNA.672,-166.61875094403632,-84.76309328887014,-85.85024072058094,-3.9945830654147594
SPNCRNA.673,-81.08975552574877,-42.79215389125375,-37.07120474106393,1.226396893431101
SPAC1D4.13,-216.93517453496202,-112.28343737926512,-109.8531041377914,-5.201366982094555
SPNCRNA.674,-156.64493742173022,-83.71935779882595,-73.87813350513765,-0.9525538822333884
SPAC22F3.12c,-145.445173280552,-70.42118934709941,-75.9512053488571,-0.9272214154044603
SPAC22F3.09c,-200.3986549865068,-104.04443244743892,-100.54942110533337,-4.195198566265503
SPAC22F3.15,-152.88371656072442,-77.83513075910297,-78.11584678512283,-3.067260983501342
SPAC22F3.06c,-248.54436556568524,-128.61706628273078,-127.93260657532005,-8.005307292365586
SPAC22F3.04,-79.54517993147742,-41.585103378387,-39.23741854234781,-1.27734198925738
SPATRNAVAL.02,-334.89224941541363,-180.00135506252892,-173.04203466503643,-18.151140312151767
SPAC22F3.02,-142.09546040019643,-75.882315274285,-69.72226996355667,-3.5091248376452318
SPAC1296.01c,-231.7816136391366,-119.40324714613013,-118.30037007485168,-5.922003581845247
SPAC1296.02,-230.4050077382308,-115.83987545734402,-160.43349540169422,-45.86836312080743
SPAPJ696.01c,-214.25763329492005,-108.62860314594509,-110.39216312678428,-4.763132977809335
SPAC1296.06,-185.85400763935525,-94.03383506877168,-97.00678041653255,-5.18660784594897
SPAC22G7.02,-220.01758731934368,-112.62605432569667,-113.10096403676296,-5.709431043115956
SPAC22G7.04,-230.86361013116462,-115.7284402425111,-119.70551945047865,-4.570349561825083
SPAC22G7.06c,-357.93345766314553,-209.12895382900348,-178.0993629462162,-29.294859112074217
SPAC22G7.07c,-163.61854666319638,-84.46144353807706,-83.66846717200423,-4.511364046884921
SPAC22G7.08,-193.47170027065442,-99.22053900593342,-98.99437931780712,-4.7432180530861965
SPAC22G7.11c,-154.81766033701314,-90.83809041460393,-88.11300967848155,-24.13343975607233
SPNCRNA.679,-133.74463710178313,-67.43114500243166,-69.50571891708428,-3.192226817732802
SPNCRNA.680,-131.8959664820765,-69.82103088316424,-65.27799584162538,-3.2030602427131214
SPAC4G8.04,-201.57678413775108,-104.11636913586823,-102.63047604412778,-5.1700610422449245
SPAC4G8.05,-231.3068999546843,-118.87560799539094,-116.60271039631031,-4.171418437016939
SPAC4G8.07c,-191.59202912269456,-99.43967970090712,-97.09131457693304,-4.938965155145638
SPNCRNA.682,-128.04287023088852,-65.07454419835031,-65.4845391003108,-2.5162130677725827
SPAC4G8.09,-214.61555878768056,-111.93164373378667,-142.87094828490308,-40.1870332310092
SPNCRNA.683,-136.58772453722452,-72.81533009168757,-64.74110979531649,-0.9687153497795578
SPAC4G8.10,-209.256444786407,-106.51552034156632,-107.74970982766732,-5.0087853828265745
SPNCRNA.684,-128.24582972206508,-68.50188973790803,-63.5047153384422,-3.7607753542851583
SPAC16C9.01c,-197.43290527785285,-130.87045631925204,-106.96830569860056,-40.40585673999973
SPNCRNA.685,-103.86504015661491,-53.404003831090314,-52.11160400572526,-1.650567680200652
SPNCRNA.686,-131.91787696274358,-67.88052313630772,-71.35264710168892,-7.315293275253026
SPAC16C9.02c,-266.85898526421755,-136.4865243458839,-135.88398754811035,-5.511526629776712
SPAC16C9.03,-249.6459396154853,-128.72003253744302,-125.14752724197564,-4.221620163933324
SPAC16C9.04c,-193.43926362195683,-97.34612700491648,-99.65141547990228,-3.5582788628618967
SPNCRNA.687,-135.86366202717196,-71.00703062466846,-71.04230916013748,-6.185677757634012
SPAC16C9.06c,-238.3379037437754,-120.33818581935121,-123.35965234955763,-5.359934425133447
SPAC16C9.07,-222.14769181604552,-113.45014331592377,-114.46178843680387,-5.764239936682117
SPAC2G11.04,-224.14404582384927,-84.65053692474159,-78.65796459797656,60.83554430113108
SPAC2G11.05c,-175.3571485477535,-92.36998347481085,-85.0240892675549,-2.0369241946122543
SPAC2G11.08c,-179.0622839335756,-94.02967979324478,-84.09743531519274,0.935168825138078
SPAC2G11.10c,-180.08231746629497,-94.10174548991709,-90.6430869493357,-4.662514972957808
SPNCRNA.689,-126.30116976129484,-66.9409216064633,-62.12388057265605,-2.763632417824496
SPAC2G11.11c,-235.13170956800042,-120.28908274427376,-120.18096070066973,-5.338333876943125
SPNCRNA.690,-123.17504773580877,-61.120676574589424,-63.79792297288912,-1.7435518116697608
SPAC2G11.13,-212.9724994763405,-106.45637212557558,-110.15795412347671,-3.641826772711767
SPAC2G11.14,-246.48570954783287,-128.114996198525,-122.40721421591623,-4.036500866608377
SPAC2G11.15c,-157.1945370883052,-82.20796536483465,-77.57883544877107,-2.5922637253005405
SPAC521.04c,-245.74891454232707,-123.62939443816826,-126.13384278188587,-4.01432267772708
SPAC23G3.02c,-228.2367842643363,-118.9798957395804,-115.11140679054763,-5.854518265791738
SPAC23G3.03,-203.27920390220055,-103.65584573388956,-103.5007733990737,-3.8774152307626655
SPAC23G3.05c,-180.65964775535173,-94.28913265083179,-89.46857033474475,-3.098055230224816
SPAC23G3.09,-211.35731891441682,-109.77635779674787,-108.5183142240486,-6.937353106379675
SPAC23G3.11,-259.6154512230136,-155.0954333747367,-132.07203437151242,-27.55201652323558
SPAC23G3.12c,-242.50228099216943,-125.06080596170473,-119.8341088097954,-2.3926337793307653
SPAC22H12.03,-162.7748256386411,-83.23216845666198,-84.03493789637702,-4.492280714397907
SPAC22H12.04c,-363.6349711804419,-181.99043939988084,-187.1306597517272,-5.486127971166071
SPAC1687.02,-174.1852702173174,-93.12137709398073,-80.92711392913745,0.1367791941991925
SPAC1687.03c,-221.87844236966603,-113.07402878688845,-111.38536011615831,-2.5809465333807395
SPNCRNA.695,-134.50382160157392,-72.12041766799251,-65.10188975181636,-2.718485818234967
SPRRNA.12,-385.6536441195248,-194.5643644884468,-195.08957394600688,-4.000294314928965
SPAC1687.07,-165.7527638975887,-87.95457503298054,-77.76828447457402,0.029904390034118933
SPAC1687.08,-131.16214616607112,-68.01969525201037,-66.61100197003161,-3.4685510559708352
SPAC1687.09,-251.2164250433515,-130.75623604265823,-123.6240646140942,-3.1638756134009043
SPAC1687.10,-204.1874266123429,-106.5590574786435,-100.57929630784494,-2.9509271741455336
SPAC1687.13c,-172.05850081688683,-90.27417098043621,-86.39994063197956,-4.615610795528936
SPAC1687.15,-216.12798155556308,-111.39971146776202,-140.8344730165268,-36.106202928725736
SPNCRNA.697,-100.9491066801762,-52.726395086124974,-49.76461664115842,-1.541905047107193
SPAC1687.21,-238.1768697001341,-141.14230610756164,-122.51525817363951,-25.480694581067095
SPAC1687.22c,-217.39033125329598,-112.15048990026793,-109.21651683949564,-3.9766754864676273
SPNCRNA.698,-145.23067984356234,-77.80752899620809,-69.20416800743048,-1.7810171600762317
SPNCRNA.699,-150.04409794460128,-75.51796613356208,-77.86762127659708,-3.3414894655578844
SPAC222.05c,-185.0133787866361,-96.80841434536532,-93.99875497009928,-5.793790528828452
SPNCRNA.700,-126.99728723323055,-66.90512315245857,-61.653551793313675,-1.5613877125417162
SPATRNAGLU.02,-381.0290123715328,-186.3594089882166,-196.33873590526161,-1.6691325219454711
SPAC222.09,-223.42741365055724,-116.84951061172241,-110.50842861555896,-3.930525576724108
SPAC222.10c,-200.01603226535903,-104.02638292544313,-100.2203810132572,-4.230731673341296
SPAC222.11,-242.75366314485558,-125.28206910479,-122.38862862701515,-4.917034586949568
SPAC222.12c,-323.0506618266327,-163.8445415757465,-164.79328051481662,-5.587160263930457
SPAC222.13c,-205.302087183666,-105.50243838859345,-105.24113444690262,-5.4414856518301065
SPAC222.14c,-220.72109688176238,-115.98908257503076,-111.93245466122812,-7.200440354496465
SPNCRNA.50,-71.81827781189216,-35.80000442023436,-33.15908181097059,2.859191580687224
SPAC821.03c,-223.24535991642398,-109.58539157827082,-117.48831989012663,-3.8283515519734412
SPAC821.04c,-213.5673757889837,-111.23965834487451,-106.09068353201435,-3.76296608790517
SPSNRNA.03,-397.52723410861563,-200.5303933574001,-202.05825868742298,-5.061417936207533
SPAC821.07c,-203.406695009906,-104.9069493420715,-103.31619939600101,-4.816453728166549
SPNCRNA.163,-68.80099001063003,-33.21052840173926,-32.878843309875066,2.7116182990157256
SPAC821.11,-251.34010828276647,-129.5281462777895,-127.59869737713976,-5.786735372162781
SPAC821.13c,-226.01054742518792,-115.833161188966,-115.69898541164088,-5.521599175418969
SPAC139.03,-204.68138344020718,-102.79386755767023,-106.63738359076036,-4.749867708223434
SPAC139.04c,-204.9878933224469,-104.55263713185477,-105.88929083007154,-5.454034639479404
SPNCRNA.705,-56.36523023626748,-23.065678771952218,-32.9035258170856,0.3960256472296564
SPAC139.05,-236.91566136692262,-125.51236305520464,-119.041458376912,-7.638160065194029
SPNCRNA.706,-171.1564503153061,-86.17838332496696,-88.46877390515175,-3.49070691481262
SPAC139.06,-203.40097587615932,-106.59721073890246,-102.08562116594013,-5.2818560286833085
SPNCRNA.707,-105.75470682329174,-53.94432742822246,-57.02360057838929,-5.213221183319988
SPAC23C4.02,-227.07529225908456,-112.81223652696198,-154.5259779072572,-40.26292217513464
SPAC23C4.04c,-204.9657812832336,-78.5684195169578,-83.22740363760603,43.169958128669776
SPAC23C4.07,-161.65722925462183,-82.02944065906686,-82.47801084998348,-2.8502222544285303
SPAC23C4.08,-243.36559837711567,-125.10752661191636,-123.21859342309507,-4.960521657895754
SPNCRNA.708,-158.02373256338922,-84.39020584365431,-72.00214402254768,1.6313826971872345
SPAC23C4.12,-190.67892370039021,-98.0542396091724,-96.23684213634372,-3.6121580451259376
SPAC23C4.16c,-195.48361492925412,-103.1347138074658,-100.1970734334338,-7.848172311645527
SPNCRNA.709,-145.63089557141834,-73.73149546478565,-75.70119201082039,-3.8017919041876946
SPNCRNA.166,-64.32996764415128,-36.4298650736925,-27.603799290080513,0.29630328037828235
SPAC23C4.19,-241.0336549895336,-121.0294249271532,-124.36008882867222,-4.355858766291789
SPAC1A6.11,-62.08577605898567,-33.23400188118772,-27.749266172992822,1.1025080048051237
SPAC1A6.05c,-207.66732677191854,-101.579751573785,-140.92293776481418,-34.83536256668063
SPAC1A6.07,-235.45441563786136,-121.59874767833557,-117.60018347511568,-3.74451551558991
SPAC1A6.09c,-246.1058060864178,-126.4482449298481,-124.41149180984421,-4.753930653274495
SPAC1A6.10,-239.08080866408326,-123.49145263044349,-121.14223633868492,-5.552880305045194
SPAC30D11.13,-175.15978781835244,-91.00611094646037,-87.97229523438948,-3.818618362497404
SPAC30D11.12,-297.64977653975484,-172.28026988206062,-149.9877312267284,-24.618224569034172
SPAC30D11.11,-231.32551771221142,-120.2541566194042,-118.20286773716488,-7.1315066443577
SPAC30D11.10,-190.82924924049698,-97.17968924791442,-97.98872932850044,-4.3391693359178864
SPNCRNA.712,-140.48857965730178,-72.19878685384542,-70.97456942669726,-2.6847766232408787
SPAC30D11.09,-192.39817171142707,-101.53237273515477,-94.47224355304928,-3.6064445767769655
SPAC30D11.08c,-185.13599423513767,-96.63956101715816,-91.21394342325556,-2.717510205276
SPAC30D11.04c,-247.03636928362414,-129.42319404927653,-121.18629045630621,-3.5731152219585733
SPAC30D11.03,-253.1401720150711,-129.49101303656596,-128.38100170928374,-4.731842730778624
SPAC30D11.01c,-228.37832615287547,-116.58103402485344,-115.90537220287018,-4.1080800748481465
SPNCRNA.713,-149.20448128210126,-79.09420291181078,-71.93682317388652,-1.8265448035960503
SPAC56F8.03,-284.35830104124284,-174.81805617096762,-144.55137425672902,-35.01112938645389
SPAC56F8.05c,-259.64175370211336,-132.50457856462359,-132.91029936488613,-5.773124227396353
SPNCRNA.715,-97.92442738448729,-48.24543029260013,-52.82995144113714,-3.1509543492499863
SPAC56F8.07,-178.64958939748684,-90.32561032064872,-93.10193557318847,-4.7779564963503836
SPAC56F8.08,-222.40241907093983,-112.24727728274944,-116.03906060436428,-5.883918816173888
SPAC56F8.10,-236.53334952155717,-145.8098248876307,-138.0732528792251,-47.349728245298614
SPAC56F8.11,-212.50668204414882,-143.11300744165482,-107.9825487989364,-38.58887419644236
SPAC56F8.14c,-202.74895594772903,-105.997272683584,-101.03326776257728,-4.28158449843221
SPAC56F8.13,-133.10509617379924,-68.58248215224728,-67.77636335207475,-3.2537493305227656
SPAC56F8.15,-158.21355187838202,-84.11511035927404,-76.25861774122264,-2.1601762221146146
SPAC22A12.01c,-203.52633057426704,-104.17901828724882,-124.28479613480785,-24.93748384778965
SPAC22A12.03c,-180.6264349018141,-92.5123798677046,-93.80329001301978,-5.689234978910292
SPAC22A12.05,-214.38621751086947,-110.3466080730693,-109.24471688320679,-5.205107445406612
SPAC22A12.06c,-210.25616950072828,-107.62279443611008,-107.6170864592128,-4.98371139459465
SPNCRNA.718,-136.87113970690797,-72.97237195589204,-66.45825079512093,-2.5594830441050083
SPAC22A12.13,-180.82745398873328,-92.49999457676012,-92.71811434856336,-4.390654936590238
