,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,,pval,q value,BIC_periodic,BIC_linear,BIC_rbf
Son,-732.9741244,-732.9741205,-3.88E-06,0.013192337,,1,1,1488.190968,1482.63029,1488.190975
Lrrc61,-101.2397873,-101.3561652,0.116377856,0.891449116,,0.732996694,1,224.9550562,219.394375,224.7223011
Fam210a,-543.1459619,-543.1459613,-6.24E-07,0.03081187,,1,1,1108.534651,1102.97397,1108.53465
Arhgef12,-681.1380786,-684.8746434,3.73656484,0.85028441,,0.053233781,0.671228367,1391.992012,1386.43133,1384.518884
Btbd10,-450.9661188,-452.0526844,1.086565569,1.559252815,,0.297233422,1,926.3481018,920.78742,924.1749641
Slc25a26,-280.7159039,-281.5726567,0.856752856,0.908254679,,0.35464898,1,585.3880417,579.827359,583.6745343
Ipmk,-323.328665,-323.4679053,0.139240234,1.245058342,,0.709037493,1,669.178538,663.617857,668.9000565
Dvl2,-244.7367723,-244.7540471,0.017274757,0.997322711,,0.895432414,1,511.7508237,506.190139,511.7162711
Stk30,-173.3314603,-173.3314579,-2.33E-06,0.004738576,,1,1,368.9056409,363.344959,368.9056471
Sdhc,-647.0158413,-647.7049803,0.689139066,1.647576112,,0.406457371,1,1317.652719,1312.09201,1316.274409
Tomm40l,-439.5834557,-439.617884,0.034428297,0.000436387,,0.852798734,1,901.478517,895.917836,901.4096379
Ubac2,-454.0864344,-454.1716082,0.085173788,5.96E-05,,0.770404765,1,930.585958,925.025276,930.4155953
Ptpn6,-100.199219,-100.2865818,0.087362805,1.161899472,,0.767556962,1,222.8158899,217.25521,222.6411645
Dohh,-407.5859028,-408.4659364,0.880033514,1.655920493,,0.3481925,1,839.1745994,833.613918,837.4145321
Zmat5,-320.4505213,-320.6109795,0.160458215,0.751463709,,0.688734999,1,663.4646868,657.904005,663.1437691
Champ1,-454.2699548,-456.7496212,2.479666386,0.903490259,,0.115326713,1,935.7418633,930.181185,930.7826361
Naa30,-475.4668188,-475.5672109,0.100392076,0.015814027,,0.751359634,1,973.3771246,967.816443,973.1763641
Ranbp1,-471.0519845,-471.1135724,0.061587805,1.436344656,,0.804003724,1,964.4698707,958.909189,964.3466955
Isca1,-634.9994529,-636.4914787,1.492025821,2.977307344,,0.221902408,1,1295.225756,1289.66505,1292.241632
Ivns1abp,-662.6245391,-667.5416728,4.917133723,0.760812145,,0.026591599,0.406506752,1357.326073,1351.76539,1347.491805
Pcmtd2,-654.331775,-654.6189852,0.287210179,0.511017101,,0.592013885,1,1331.480698,1325.92001,1330.906277
Tmx2,-578.8266504,-579.263009,0.436358575,0.682777573,,0.508885273,1,1180.768738,1175.20805,1179.896027
Ank3,-715.182653,-720.670152,5.487499048,1.301340227,,0.019152922,0.325621583,1463.583031,1458.02235,1452.608033
Col4a1,-425.4323719,-429.7966599,4.364287969,2.533296063,,0.036699818,0.50586511,881.8360351,876.275333,873.1074703
Exoc3,-505.9799163,-505.9805637,0.000647431,0.260180769,,0.979700281,1,1034.203864,1028.64317,1034.202559
Gpt2,-642.0705704,-680.7669732,38.69640281,1.60626598,,4.95E-10,1.04E-07,1383.776674,1378.216,1306.383867
Eri3,-514.7904084,-516.2669716,1.476563236,1.01946564,,0.224313011,1,1054.776668,1049.21599,1051.823543
Camk2b,-827.4515792,-884.8207919,57.36921276,2.35732524,,3.61E-14,1.85E-11,1782.955728,1777.39505,1677.145885
Smc1a,-471.0865201,-471.9014162,0.81489608,1.136398036,,0.366676671,1,966.0455562,960.484878,964.4157667
Wif1,-152.5204998,-152.5534837,0.032983927,1.946398686,,0.855885053,1,327.3496932,321.789012,327.2837261
Mbtps1,-462.0279135,-462.0961029,0.068189419,0.000285685,,0.793991457,1,946.4349327,940.874251,946.2985535
Rpa1,-374.2856365,-374.4938917,0.208255168,0.573875189,,0.648138436,1,771.2305114,765.66983,770.8139995
Tubb2a,-960.9912187,-978.3204366,17.32921796,1.999921322,,3.14E-05,0.001789438,1978.883866,1973.32319,1944.225164
3110043O21Rik,-332.002178,-332.2111279,0.208949905,0.994467065,,0.647591705,1,686.6649757,681.104294,686.2470825
Zcchc18,-740.7177048,-740.8847578,0.167053026,0.531925134,,0.682744268,1,1504.012234,1498.45155,1503.678136
Ube2w,-531.7237029,-531.9616724,0.237969536,1.429720124,,0.625676484,1,1086.166014,1080.60533,1085.690132
Flot2,-426.8568699,-427.1127804,0.255910433,2.159415463,,0.612943767,1,876.4682851,870.907618,875.9564663
Ramp2,-394.5285087,-400.1460087,5.617500006,1.266115176,,0.017781996,0.310959752,822.5347475,816.974061,811.2997439
Bcr,-428.3343919,-429.1336013,0.799209305,5.52374043,,0.37132988,1,880.5099298,874.949248,878.9115103
Vapb,-567.154861,-567.3037177,0.148856702,1.611584759,,0.699630337,1,1156.850163,1151.28948,1156.552449
Zfp598,-454.0941809,-454.0941767,-4.16E-06,0.000277432,,1,1,930.4310779,924.870398,930.4310883
Srsf11,-664.5950871,-668.1783769,3.58328982,1.980039424,,0.058363461,0.708285245,1358.599479,1353.0388,1351.432901
Hagh,-601.190343,-601.3567517,0.166408707,5.98E-09,,0.683323428,1,1224.956232,1219.39555,1224.623413
Ilf3,-506.7026277,-506.7026208,-6.95E-06,6.75E-05,,1,1,1035.647968,1030.08729,1035.647982
Tpt1,-872.0283345,-885.8445256,13.81619103,1.287728034,,0.000201591,0.008707698,1793.932026,1788.37123,1766.299396
Vcp,-762.1262847,-764.0642207,1.937935918,2.231867227,,0.163892824,1,1559.715403,1554.15472,1546.495296
Siae,-178.8685527,-179.0138879,0.14533519,0.96140064,,0.703033683,1,380.2705025,374.709821,379.9798319
Nalcn,-555.5518121,-555.673103,0.121290892,7.12E-07,,0.727638608,1,1133.588937,1128.02825,1133.346351
Ola1,-613.2482612,-617.086218,3.837956846,0.984838737,,0.050104542,0.647394256,1256.415166,1250.85448,1248.739249
Efhd2,-759.8303021,-761.4149971,1.584694919,1.130616749,,0.208085722,1,1545.072721,1539.51204,1541.903331
Cntnap2,-587.8760264,-587.9309126,0.054886222,1.012665962,,0.814769097,1,1198.10455,1192.54389,1197.994779
Mob4,-589.0376313,-589.0376269,-4.43E-06,0.004526999,,1,1,1200.31798,1194.75731,1200.317989
Usp46,-505.6596552,-506.71845,1.058794819,0.958669166,,0.30349022,1,1035.679628,1030.11895,1033.562037
Capns1,-562.2015271,-566.7970327,4.59550552,1.759180301,,0.032055888,0.457558542,1155.836786,1150.2761,1146.645781
Gm2382,-242.6512161,-243.4445929,0.793376823,0.925996963,,0.373080998,1,509.1319133,503.571231,507.5451587
Smad7,-482.6094548,-482.7348621,0.125407285,3.021395586,,0.723242277,1,987.7124687,982.151787,987.4616361
2900052N01Rik,-337.8774682,-337.8774678,-4.86E-07,0.000136931,,1,1,697.9976749,692.436981,697.9976629
Nefh,-485.0882712,-486.2088348,1.120563647,0.761922849,,0.289797119,1,994.6603907,989.09971,992.4192689
Fbxo34,-300.63852,-300.6385203,3.06E-07,1.89E-05,,0.999558471,1,623.519767,617.959085,623.5197665
Babam1,-469.6003022,-469.6003003,-1.89E-06,0.00081013,,1,1,961.443327,955.882645,961.4433309
Map2k1,-883.2022024,-905.8042848,22.60208243,1.203075225,,1.99E-06,0.000161799,1833.852698,1828.29199,1788.647131
Zfp207,-676.536484,-677.4691319,0.932647877,0.664416529,,0.33417582,1,1377.180997,1371.62032,1375.315695
Slc7a5,-297.7470726,-297.9071512,0.160078588,1.289320738,,0.689084173,1,618.0570269,612.496367,617.7368717
2810029C07Rik,-162.5014462,-162.5014447,-1.51E-06,0.038537275,,1,1,347.2456167,341.684935,347.2456189
Ehd1,-385.4543241,-387.2318363,1.777512111,0.961819756,,0.182455122,1,796.7062877,791.145629,793.1513747
Arfgef1,-648.572138,-648.622092,0.049953966,0.802802026,,0.823143396,1,1319.486888,1313.92621,1319.387003
4833420G17Rik,-442.5251587,-442.5264946,0.001335877,0.233049753,,0.970844085,1,907.2957247,901.735038,907.2930439
Ghitm,-850.300345,-861.9153929,11.61504789,1.393102959,,0.000654204,0.023480218,1746.074395,1740.51371,1722.843417
Rnf20,-503.8604101,-503.9081021,0.04769204,0.488371638,,0.827129096,1,1030.058928,1024.49824,1029.963547
Crlf3,-251.4516682,-251.4793348,0.027666551,0.004730073,,0.867895171,1,525.2013962,519.640715,525.1460629
Adra2a,-352.4095889,-354.7141395,2.304550568,1.612688585,,0.128995587,1,731.6710032,726.110321,727.0619043
Snrpc,-484.493641,-485.6695365,1.175895527,0.872523386,,0.278193172,1,993.5817713,988.021109,991.2300085
Akap8,-534.3329014,-534.3328977,-3.71E-06,0.000105895,,1,1,1090.908524,1085.34784,1090.908529
Apba1,-552.489684,-552.9120854,0.422401391,0.719299114,,0.515741223,1,1128.067044,1122.50622,1127.222095
Canx,-827.2080329,-834.8983531,7.690320276,1.037291125,,0.005551777,0.133485212,1692.040969,1686.48024,1676.658792
Fus,-583.6677803,-583.7011441,0.03336381,0.597047968,,0.855066661,1,1189.645018,1184.08434,1189.578287
Inpp1,-294.6824917,-294.6893188,0.0068271,0.00106501,,0.934148717,1,611.6213649,606.060684,611.6077099
Rpl36,-461.2006093,-461.6139486,0.413339289,2.827706097,,0.520279462,1,945.4706222,939.909941,944.6439451
Dld,-677.9270956,-682.5940422,4.66694664,1.103241452,,0.030748548,0.44705741,1387.430818,1381.87013,1378.096918
Pls3,-578.6739931,-578.8851031,0.211110052,0.812504578,,0.645898744,1,1180.013062,1174.45225,1179.590713
Baiap2,-677.1781149,-723.9371543,46.75903942,1.810483066,,8.03E-12,2.29E-09,1470.117069,1464.55649,1376.598956
Eif2s3x,-495.323975,-495.3239676,-7.39E-06,2.364711366,,1,1,1012.890662,1007.32998,1012.890677
Ppp1r11,-479.1991484,-480.6260977,1.426949333,0.775318011,,0.232262955,1,983.4951307,977.934448,980.6410233
Ddx31,-169.6079869,-169.6183774,0.010390485,0.043069926,,0.91880928,1,361.4794828,355.918801,361.4587003
Zc3h10,-255.2010858,-255.6892477,0.488161831,3.441097149,,0.484748417,1,533.6212222,528.060542,532.6448981
Hook3,-524.1885748,-524.944829,0.756254169,1.978987619,,0.384503319,1,1072.132384,1066.5717,1070.619876
Chic1,-382.7907496,-382.9106254,0.119875836,1.080893681,,0.729169195,1,788.0639785,782.503297,787.8242257
Sep-03,-678.5832466,-679.2277248,0.644478157,0.881875268,,0.422093829,1,1380.698255,1375.13752,1379.40922
Fam63b,-587.3528552,-590.6885535,3.335698275,1.692724869,,0.067791626,0.776118513,1203.620079,1198.0593,1196.948437
Tmem132b,-435.7298184,-466.1198398,30.39002139,2.047232842,,3.53E-08,4.20E-06,954.4824036,948.921726,893.7023633
Mapk1,-921.3936465,-956.7026043,35.3089578,1.737144469,,2.81E-09,4.59E-07,1935.647957,1930.07807,1865.03002
Prrc2c,-613.0175697,-613.5310988,0.513529162,2.854330973,,0.473615087,1,1249.304926,1243.74424,1248.277866
Sptbn1,-884.5415809,-889.954638,5.413057121,2.836916932,,0.019986684,0.335194287,1802.143938,1796.57971,1791.325888
Gsn,-708.7427146,-736.3959214,27.65320678,1.456356236,,1.45E-07,1.46E-05,1495.034932,1489.4739,1439.728156
Stmn1,-838.5528203,-849.9922728,11.43945256,0.717989184,,0.00071901,0.025242762,1722.228936,1716.66826,1699.348367
Ndufb3,-628.194958,-628.6423047,0.447346629,0.543850738,,0.503597699,1,1279.527334,1273.96665,1278.632643
Agpat1,-386.4868587,-386.4869498,9.11E-05,0.001591006,,0.992385073,1,795.2166263,789.655938,795.2164439
1200014J11Rik,-313.830131,-313.9431888,0.113057754,1.554744896,,0.736689425,1,650.1291043,644.568423,649.9029885
Ciao1,-417.0565712,-417.2490708,0.192499619,0.002702491,,0.660844298,1,856.7408685,851.180187,856.3558689
Reep3,-514.2204137,-516.3170465,2.096632809,1.207758962,,0.147623926,1,1054.876861,1049.31614,1050.683554
Stk32c,-411.4192817,-415.7634782,4.344196479,1.554145264,,0.037135286,0.50950436,853.7693951,848.208717,845.0812899
Taldo1,-571.1184156,-571.4841362,0.365720583,0.816447261,,0.545346208,1,1165.211,1159.65032,1164.479558
Nfia,-605.052926,-621.898337,16.84541099,2.081953884,,4.06E-05,0.002231671,1266.039421,1260.47872,1232.348579
Trio,-612.4188389,-612.4188367,-2.22E-06,3.597969832,,1,1,1247.080402,1241.51973,1247.080404
Pias2,-563.6366825,-564.0374423,0.400759785,0.737927498,,0.526697133,1,1150.317592,1144.75691,1149.516092
Samd14,-430.1465095,-430.9905536,0.844044107,0.823168809,,0.35824271,1,884.223832,878.66315,882.5357455
Rpl17,-582.5555882,-582.5555763,-1.19E-05,0.005995617,,1,1,1187.353875,1181.79319,1187.353903
Ndrg4,-1104.334452,-1141.532142,37.19769027,2.471561758,,1.07E-09,2.03E-07,2305.307205,2299.74644,2230.911631
Snrnp48,-323.5419783,-323.5419511,-2.72E-05,0.005681839,,1,1,669.3266292,663.765948,669.3266831
Bdp1,-400.241437,-402.5585712,2.317134165,6.203527484,,0.127955575,1,827.359869,821.799187,822.7256005
Psmc1,-478.1272753,-478.1457814,0.018506146,0.00051777,,0.891791798,1,978.5342894,972.973608,978.4972771
Polr2j,-420.7128629,-425.3591734,4.646310497,0.919075221,,0.031120367,0.449813874,872.9611594,867.400478,863.6684523
Yes1,-391.3657127,-391.3656906,-2.21E-05,0.002739065,,1,1,804.974107,799.413427,804.9741519
P4ha2,-226.3689707,-226.8867595,0.517788844,1.836999345,,0.471786425,1,476.0162462,470.455565,474.9806679
Ndufs6,-583.5675821,-583.5981369,0.030554866,0.049684808,,0.861237179,1,1189.439,1183.87832,1189.377891
Elp3,-485.5032656,-486.2942585,0.790992922,1.051291554,,0.373800056,1,994.8312435,989.270562,993.2492577
Nfyc,-455.3951795,-455.3951784,-1.08E-06,0.000254537,,1,1,933.0330836,927.472402,933.0330855
Foxo1,-443.0652419,-458.4271738,15.36193192,1.539269745,,8.88E-05,0.004295975,939.0970754,933.536396,908.3732103
Snrpg,-441.0470773,-441.0470731,-4.24E-06,0.07163303,,1,1,904.3368687,898.776187,904.3368811
Pcbp1,-746.6458585,-747.4114359,0.765577469,0.663387332,,0.381588684,1,1517.065598,1511.50493,1515.534444
Tmem255a,-610.1009009,-610.5508203,0.44991937,1.393754504,,0.502373247,1,1243.344366,1237.78369,1242.444528
Mfsd10,-254.8448798,-254.8448798,1.92E-09,0.003243578,,0.999965072,1,531.9324852,526.371805,531.9324861
Fn1,-605.9888184,-612.2856318,6.29681342,2.121622856,,0.012095521,0.242220147,1246.813989,1241.25332,1234.220363
Ddr2,-285.4381793,-286.1056172,0.667437959,1.609877169,,0.41394628,1,594.453961,588.893279,593.1190851
Cab39l,-359.8423198,-365.5300499,5.687730101,1.56417846,,0.017083939,0.302014643,753.3028268,747.742145,741.9273661
H2afy,-659.2708376,-659.3395808,0.068743183,5.605615994,,0.793175569,1,1340.921889,1335.36121,1340.784402
Cotl1,-441.7637156,-442.0390834,0.275367845,2.243538777,,0.599753495,1,906.3208973,900.760214,905.7701577
Abhd5,-350.5670117,-350.6961433,0.129131605,0.817033177,,0.719334125,1,723.6350139,718.074331,723.3767499
Fbxo41,-360.8659153,-360.9241862,0.058270971,0.410658753,,0.80924991,1,744.0910989,738.530417,743.9745571
Papd5,-472.9790142,-473.5718809,0.59286669,0.962628276,,0.441312724,1,969.3866689,963.825985,968.2007549
Clcn3,-727.5772516,-727.8289517,0.251700132,1.022317419,,0.615880498,1,1477.90063,1472.33995,1477.39723
2810405F15Rik,-222.7305679,-222.7305646,-3.28E-06,0.00135109,,1,1,467.7038561,462.143175,467.7038623
Rap1gds1,-789.4829153,-798.2934908,8.810575568,1.572958887,,0.002994895,0.082257212,1618.829707,1613.26903,1601.208557
Nfe2l2,-449.8259553,-454.5984553,4.772499955,0.943577481,,0.028917805,0.429689666,931.439542,925.878859,921.8946371
Gda,-754.1024699,-782.6930577,28.59058772,1.824509958,,8.94E-08,9.61E-06,1587.628852,1582.06817,1530.447666
Ly6c1,-639.5928739,-656.5985063,17.00563238,1.15061668,,3.73E-05,0.002066349,1335.439737,1329.87907,1301.428474
Fjx1,-502.7980034,-502.8001218,0.002118455,0.691268219,,0.963288985,1,1027.84297,1022.28229,1027.838733
Sod1,-752.7926006,-757.5762712,4.783670571,1.885321164,,0.028730817,0.427895914,1537.395328,1531.83465,1527.827928
Mtfr1l,-580.2784908,-582.3162827,2.037791944,0.869434776,,0.153432224,1,1186.875291,1181.31461,1182.799708
Jmjd1c,-569.2191223,-574.3854264,5.166304142,0.826763924,,0.023029161,0.365587929,1171.013577,1165.45289,1160.680971
Cwc15,-585.6102543,-585.7222849,0.112030588,0.07999101,,0.737844079,1,1193.687492,1188.12662,1193.463235
Cs,-616.2198577,-616.6844686,0.46461089,2.262344778,,0.495476915,1,1255.611668,1250.05098,1254.682442
Notch3,-239.605638,-239.6176677,0.012029691,1.447623705,,0.912663205,1,501.4780522,495.917371,501.4540025
Hmcn1,-93.20039031,-93.20039041,9.97E-08,0.345323378,,0.999748007,1,208.6435073,203.082826,208.6435071
Enho,-608.6118546,-616.8362374,8.224382794,1.53467187,,0.004133126,0.106621734,1255.915181,1250.35444,1239.466436
Kcnip1,-542.93092,-550.0028194,7.071899434,2.246926992,,0.00783022,0.17391516,1122.248365,1116.68769,1108.104567
Zrsr1,-406.8091393,-406.8456671,0.036527748,4.61E-05,,0.848429747,1,835.934045,830.373369,835.8610051
Gabrb2,-791.4095733,-805.9984489,14.58887561,0.993541941,,0.000133702,0.006130191,1634.239626,1628.67894,1605.061873
Msi2,-760.5016712,-793.5345915,33.03292026,2.016346144,,9.06E-09,1.27E-06,1609.311911,1603.75123,1543.246069
Csk,-496.9625677,-496.9625669,-7.94E-07,1.677718795,,1,1,1016.167859,1010.60718,1016.167862
Tbx6,-73.26811629,-73.26811584,-4.54E-07,0.878695994,,1,1,168.7789582,163.218277,168.7789591
Pdpn,-391.2320028,-392.1650845,0.933081758,1.37976596,,0.33406341,1,806.5728945,801.012213,804.7067321
Ncor1,-636.5326235,-636.5326221,-1.46E-06,0.000446845,,1,1,1295.307982,1289.74729,1295.307974
Usmg5,-478.3368147,-478.3651384,0.028323685,7.97E-07,,0.866350091,1,978.9730043,973.412322,978.9163559
Hdac1,-423.856654,-423.8566521,-1.93E-06,1.07E-05,,1,1,869.9560317,864.395351,869.9560345
Pdcd6,-548.3459082,-548.4053961,0.059487822,1.075971122,,0.807307297,1,1119.053532,1113.49285,1118.934543
Sidt2,-459.3071396,-459.3071391,-5.14E-07,4.89E-05,,1,1,940.8570044,935.296323,940.8570057
Fam168a,-605.7334402,-605.7397203,0.006280053,0.151671464,,0.936836333,1,1233.722258,1228.16149,1233.709607
Hdlbp,-587.5470791,-587.695835,0.148755869,0.578191992,,0.699727141,1,1197.634389,1192.07371,1197.336885
Kars,-489.2158836,-489.2158868,3.14E-06,0.003315073,,0.998585732,1,1000.674535,995.113824,1000.674494
Ncoa4,-545.3327033,-548.8617908,3.529087482,1.300391102,,0.060300967,0.722008114,1119.966306,1114.4057,1112.908133
Zfp503,-107.619455,-107.6194428,-1.22E-05,0.000878598,,1,1,237.4816122,231.920931,237.4816365
Eml5,-597.5372433,-598.6110413,1.073797926,1.295164609,,0.300089157,1,1219.464825,1213.90413,1217.317213
Neurl1a,-383.2618083,-383.4285847,0.166776437,0.390424568,,0.682992726,1,789.0998956,783.539214,788.7663431
Pacsin3,-440.8207609,-441.5667071,0.745946196,0.733651496,,0.387762732,1,905.3761876,899.815507,903.8842483
Rps11,-637.3543938,-637.354388,-5.77E-06,2.133059045,,1,1,1296.951502,1291.39082,1296.951514
Pcnx,-474.7787714,-475.2549226,0.476151256,0.595328678,,0.490170831,1,972.7525803,967.191926,971.8002693
Eif5b,-498.0179982,-498.0206794,0.002681194,0.073437909,,0.958703794,1,1018.284027,1012.72335,1018.278723
Bai1,-680.651862,-680.9067219,0.254859865,1.178439302,,0.613673696,1,1384.056172,1378.49549,1383.546451
Drg1,-297.4334256,-297.4334226,-3.09E-06,1.31E-05,,1,1,617.1095716,611.54889,617.1095777
Jun,-514.4680745,-515.2467473,0.778672809,0.649394271,,0.37754735,1,1052.736169,1047.1755,1051.178876
Arfip1,-379.1482832,-379.2219965,0.073713349,0.004113925,,0.786004943,1,780.686723,775.126041,780.5392929
Ctcf,-556.6891251,-557.41461,0.72548492,3.554800244,,0.394350628,1,1137.071944,1131.51126,1135.620977
Igsf21,-386.1583245,-386.1583158,-8.72E-06,0.180314186,,1,1,794.5593564,788.998676,794.5593755
E130309F12Rik,-277.1158364,-277.1241357,0.008299304,0.555442375,,0.927412722,1,576.4910065,570.930316,576.4743993
Qk,-977.5453615,-991.020718,13.4753565,1.902967456,,0.000241717,0.010232697,2004.284283,1998.71504,1977.33345
Il18,-347.4269258,-347.8478381,0.420912313,0.746749486,,0.516482168,1,717.9384036,712.377725,717.0965781
Tusc2,-524.3312989,-524.7532985,0.421999607,2.000718787,,0.515940962,1,1071.749326,1066.18864,1070.905324
Parl,-359.8452219,-359.8628547,0.017632756,0.068481171,,0.894360738,1,741.9684352,736.407756,741.9331703
Igtp,-266.3697041,-266.4242706,0.054566501,1.581971791,,0.815299615,1,555.0912673,549.530588,554.9821347
Atp2c1,-623.5476405,-623.6336199,0.085979349,0.535072002,,0.769352198,1,1269.509966,1263.94928,1269.338008
Limd2,-601.5699888,-621.4022782,19.83228942,1.728346872,,8.45E-06,0.000555848,1265.047286,1259.4866,1225.382704
Pabpc1,-674.0631178,-674.0633379,0.000220103,0.4237459,,0.988163131,1,1370.369402,1364.80872,1370.368962
Sdhaf2,-399.4028757,-399.4721005,0.069224796,0.048773413,,0.792468838,1,821.1869273,815.626251,821.0484779
Khdrbs1,-751.2605552,-758.7788632,7.51830795,2.482999642,,0.006107502,0.142690843,1539.800454,1534.23977,1524.763837
Rac1,-806.9477428,-812.9427418,5.994998999,0.933054071,,0.014346489,0.271906229,1648.115148,1642.55447,1636.138212
